,person,cantidad_checkouts,cantidad_conversions,tasa_cc,cantidad_lead,cantidad_searchs,month_moda,favorite_device_Computer,favorite_device_Smartphone,favorite_device_Tablet,favorite_device_Unknown
6937,b4f22258,1.0,,,,,5,0,1,0,0
6938,d1f92763,1.0,,,,,5,1,0,0,0
6939,adddcd20,,,,,,5,0,1,0,0
6940,67c74c1a,,,,,9.0,5,0,1,0,0
6941,def7c267,1.0,,,,,5,0,1,0,0
6942,f10757b5,3.0,,,,,5,1,0,0,0
6943,c4e81eb3,,,,,8.0,5,1,0,0,0
6944,2b828847,1.0,,,,,5,0,1,0,0
6945,6a0c29da,1.0,,,,,5,1,0,0,0
6946,cd4168bc,3.0,,,,,5,1,0,0,0
6947,53e3329b,1.0,,,,,5,0,1,0,0
6948,3f14240f,2.0,2.0,1.0,,9.0,5,1,0,0,0
6949,fcdb2bde,8.0,1.0,0.125,,2.0,3,1,0,0,0
6950,4986250a,1.0,,,,,5,0,1,0,0
6951,37d3dc15,1.0,,,,,5,0,1,0,0
6952,3d7baf38,1.0,,,,,5,1,0,0,0
6953,02d1f846,1.0,,,,,5,0,1,0,0
6954,f786150d,5.0,1.0,0.2,,1.0,5,0,1,0,0
6955,2926ff70,2.0,,,,,5,1,0,0,0
6956,93d00269,,,,,,5,0,1,0,0
6957,803a2ab9,3.0,,,,1.0,5,1,0,0,0
6958,622a51aa,1.0,,,,10.0,5,0,1,0,0
6959,e7ec9d6d,,,,,,5,0,1,0,0
6960,b4117b5d,1.0,,,,2.0,5,0,1,0,0
6961,5439d2cf,1.0,,,,,5,0,1,0,0
6962,9ed1009d,2.0,,,,4.0,5,0,1,0,0
6963,952e72b5,1.0,,,,18.0,5,0,0,1,0
6964,f6483bf4,4.0,,,2.0,21.0,4,0,1,0,0
6965,fb6feb50,2.0,,,,,4,0,1,0,0
6966,13b0c056,1.0,,,,,5,1,0,0,0
6967,6d6a33c6,3.0,,,,,5,0,1,0,0
6968,25114c99,1.0,2.0,2.0,,7.0,5,1,0,0,0
6969,cff02624,3.0,5.0,1.6666666666666667,,,5,0,1,0,0
6970,7493a309,4.0,,,,38.0,5,1,0,0,0
6971,827725fb,2.0,,,,3.0,5,0,1,0,0
6972,98ce2899,2.0,,,,7.0,5,1,0,0,0
6973,74b31b4f,4.0,,,,10.0,5,0,1,0,0
6974,662fff5e,1.0,,,,,5,0,1,0,0
6975,5bf217ac,,,,,,5,1,0,0,0
6976,bec3fd22,,,,,,5,0,1,0,0
6977,aec5e7ae,1.0,,,,,5,0,1,0,0
6978,2012df23,1.0,,,,,5,0,1,0,0
6979,0df5078e,1.0,,,,,5,0,1,0,0
6980,0bb61741,1.0,,,,,5,0,1,0,0
6981,72710673,1.0,,,,,5,0,1,0,0
6982,3a91e66f,3.0,,,,8.0,5,0,1,0,0
6983,715b980e,2.0,,,,8.0,5,1,0,0,0
6984,2608d0a2,1.0,,,,,5,1,0,0,0
6985,b136aa27,1.0,,,,3.0,5,0,1,0,0
6986,6584f328,1.0,1.0,1.0,,,5,0,1,0,0
6987,5b1cbe8d,1.0,,,,,5,0,1,0,0
6988,87d8048c,1.0,,,,,5,0,1,0,0
6989,1a85c973,2.0,3.0,1.5,,,5,0,1,0,0
6990,7d02b0c1,1.0,,,,,5,0,1,0,0
6991,b61f86e3,6.0,,,,,5,1,0,0,0
6992,f7e0b202,1.0,,,,,5,0,1,0,0
6993,65fb6533,1.0,,,,,5,0,1,0,0
6994,e7052b84,1.0,,,,,5,0,1,0,0
6995,7489819a,1.0,,,,,5,1,0,0,0
6996,5926783b,1.0,,,,,5,0,1,0,0
6997,e7a5d1db,1.0,,,,,5,0,1,0,0
6998,f03e34fc,1.0,,,,,5,0,1,0,0
6999,e61bfdac,2.0,3.0,1.5,,,5,1,0,0,0
7000,2c7742e2,1.0,,,,,3,1,0,0,0
7001,4c2550e4,2.0,,,,,5,0,1,0,0
7002,27a1c83d,1.0,,,,,5,1,0,0,0
7003,aba8f263,1.0,,,,,5,0,1,0,0
7004,c2072f3b,1.0,,,,,5,1,0,0,0
7005,26e9255a,1.0,,,,,5,0,1,0,0
7006,1ff20b4b,1.0,,,,,5,1,0,0,0
7007,019c7c78,1.0,,,,,5,1,0,0,0
7008,4a8ffca7,1.0,,,,,5,0,1,0,0
7009,de4da42a,1.0,,,,,5,0,0,0,0
7010,7c54d3b7,1.0,,,,,5,0,1,0,0
7011,cf9ecfe3,1.0,1.0,1.0,,1.0,5,1,0,0,0
7012,aa431ef7,1.0,,,,,5,1,0,0,0
7013,a33bf4b5,1.0,,,,,5,1,0,0,0
7014,51bc6118,1.0,,,,,5,0,0,0,0
7015,af1fc5f9,1.0,,,,,5,0,1,0,0
7016,a1f60ebc,1.0,,,,,5,0,1,0,0
7017,5c5dd1f7,1.0,,,,,5,0,1,0,0
7018,663ab6a0,,,,,,5,1,0,0,0
7019,276a9812,21.0,1.0,0.047619047619047616,,11.0,5,1,0,0,0
7020,46c06a69,1.0,,,,,5,1,0,0,0
7021,1ece5acb,1.0,,,,1.0,5,1,0,0,0
7022,5a4c5789,2.0,1.0,0.5,,,5,1,0,0,0
7023,a1b6fde7,4.0,1.0,0.25,,,5,1,0,0,0
7024,de9e05b9,1.0,,,,4.0,5,0,1,0,0
7025,5e8a806a,1.0,,,,,5,1,0,0,0
7026,9b3d7f34,2.0,,,,,5,1,0,0,0
7027,42c028ef,1.0,,,,10.0,5,0,1,0,0
7028,ff9da79b,7.0,,,,2.0,5,1,0,0,0
7029,394bf276,4.0,,,,,5,0,1,0,0
7030,4262c051,1.0,,,,,5,0,1,0,0
7031,f85d34c9,1.0,,,,,5,1,0,0,0
7032,e71dea3e,1.0,,,,,5,1,0,0,0
7033,56264c9e,1.0,,,,1.0,5,1,0,0,0
7034,9a2d5230,,,,,,1,1,0,0,0
7035,d2ee4af8,1.0,1.0,1.0,,,5,1,0,0,0
7036,651afec8,2.0,,,,,5,0,1,0,0
7037,3ed3e1b0,1.0,,,,,5,1,0,0,0
7038,d718e4b2,1.0,,,,,5,0,1,0,0
7039,ba306ea1,8.0,,,,16.0,5,0,1,0,0
7040,251be6e8,,,,,,5,0,1,0,0
7041,793efd34,7.0,3.0,0.42857142857142855,,17.0,5,0,1,0,0
7042,9fbfd45c,,,,,,5,0,1,0,0
7043,2393ae09,2.0,,,,,5,0,1,0,0
7044,e743d163,1.0,,,,,5,1,0,0,0
7045,95a148c9,1.0,,,,,5,0,1,0,0
7046,713896f2,1.0,,,,,5,1,0,0,0
7047,5101cae1,8.0,1.0,0.125,,3.0,5,1,0,0,0
7048,59cd5da5,1.0,,,,,5,1,0,0,0
7049,a5a2f65e,2.0,,,,3.0,5,1,0,0,0
7050,14391000,2.0,,,,8.0,5,0,1,0,0
7051,4be595b4,3.0,,,,,5,0,1,0,0
7052,20deb1e8,1.0,,,,7.0,5,0,1,0,0
7053,039fe371,1.0,,,,,5,0,1,0,0
7054,f9c97996,1.0,1.0,1.0,,4.0,5,1,0,0,0
7055,734dd7e3,2.0,,,,,5,1,0,0,0
7056,6dda18a1,1.0,,,,,5,0,1,0,0
7057,b75ed192,1.0,,,,,5,0,1,0,0
7058,25b0a3a2,1.0,,,,,5,0,1,0,0
7059,eef513ef,1.0,,,,,5,0,1,0,0
7060,720d88ef,1.0,,,,,5,0,1,0,0
7061,a00f0ab9,1.0,,,,11.0,5,0,1,0,0
7062,3cec2165,3.0,3.0,1.0,,7.0,5,1,0,0,0
7063,151023d2,1.0,1.0,1.0,1.0,9.0,5,0,1,0,0
7064,029a5c8b,1.0,,,,,5,0,1,0,0
7065,ccda9d37,1.0,,,,2.0,4,0,1,0,0
7066,b7138e90,2.0,,,,,5,0,1,0,0
7067,9ad53bdb,3.0,,,,,4,0,1,0,0
7068,98714a25,1.0,,,,,5,0,1,0,0
7069,9a3fe2cd,2.0,,,,,5,1,0,0,0
7070,8b703e8c,3.0,,,,,5,0,1,0,0
7071,4e9559c9,2.0,,,,4.0,5,0,1,0,0
7072,303feb25,1.0,,,,,5,1,0,0,0
7073,97675d8c,1.0,,,,,5,1,0,0,0
7074,faf5b3fd,1.0,,,,,5,0,1,0,0
7075,4ad5cd08,3.0,,,,1.0,5,1,0,0,0
7076,bb9934c5,1.0,,,,1.0,5,1,0,0,0
7077,4b4ddb26,1.0,,,,2.0,5,0,1,0,0
7078,3a4abcb4,2.0,,,,,5,1,0,0,0
7079,44fca08c,1.0,,,,,5,0,0,1,0
7080,e19b00e0,,,,,2.0,3,0,1,0,0
7081,517a9046,2.0,,,,,5,0,1,0,0
7082,94ac5949,1.0,,,,,5,1,0,0,0
7083,51fde0cb,2.0,,,,1.0,5,0,1,0,0
7084,4a707121,3.0,,,,,5,0,1,0,0
7085,6c44f42c,1.0,,,,,5,1,0,0,0
7086,e79c3608,1.0,,,,,5,0,1,0,0
7087,e243f881,2.0,,,,3.0,5,0,1,0,0
7088,255cbdcd,7.0,,,,1.0,5,1,0,0,0
7089,4cc07278,1.0,,,,,5,0,1,0,0
7090,cbc04687,1.0,,,,,5,1,0,0,0
7091,ff187a9d,2.0,,,,,5,1,0,0,0
7092,168ccb5e,,,,,,5,0,1,0,0
7093,3d54ff3a,1.0,,,,,5,0,1,0,0
7094,28e84896,4.0,2.0,0.5,,6.0,4,1,0,0,0
7095,3b94311d,1.0,,,,,5,0,1,0,0
7096,571a9e4f,,,,,,5,1,0,0,0
7097,ffddd0ec,,,,,,5,0,1,0,0
7098,a0f09790,1.0,,,,3.0,5,1,0,0,0
7099,d66e8612,,,,,,5,0,1,0,0
7100,251c1b4b,1.0,,,,,5,1,0,0,0
7101,5bdafd2e,1.0,,,,,5,1,0,0,0
7102,ef5fdf87,2.0,,,,,5,0,1,0,0
7103,920bf083,1.0,,,,3.0,5,0,1,0,0
7104,0a79d504,1.0,,,,3.0,5,1,0,0,0
7105,ca64fc32,3.0,,,,,5,0,1,0,0
7106,41a9a4fa,2.0,,,,2.0,5,0,1,0,0
7107,c400d854,1.0,,,,,5,0,1,0,0
7108,a133449b,1.0,,,,,5,1,0,0,0
7109,e60c04c7,4.0,1.0,0.25,,,5,1,0,0,0
7110,ce54418b,2.0,,,,,5,0,1,0,0
7111,7d67c870,3.0,1.0,0.3333333333333333,,,5,0,1,0,0
7112,c731f37b,1.0,,,,2.0,5,0,1,0,0
7113,25c19972,1.0,,,,,5,1,0,0,0
7114,0f4e5325,1.0,,,,3.0,5,0,1,0,0
7115,bfde32bc,1.0,,,,,5,1,0,0,0
7116,e8b09c64,1.0,,,,,5,1,0,0,0
7117,967c4854,1.0,,,,,5,1,0,0,0
7118,7cb345f2,1.0,,,,,5,0,1,0,0
7119,c78a6722,,,,,,5,0,1,0,0
7120,73bf1e39,1.0,,,,2.0,5,0,1,0,0
7121,0df94b23,1.0,,,,,5,1,0,0,0
7122,df5aaaac,3.0,1.0,0.3333333333333333,,,5,0,1,0,0
7123,f6e4041c,1.0,2.0,2.0,,,5,0,1,0,0
7124,057b8da0,1.0,,,,,5,0,1,0,0
7125,53e877ab,2.0,,,,10.0,5,1,0,0,0
7126,03739332,1.0,,,,,5,0,1,0,0
7127,d4559273,1.0,,,,,5,0,1,0,0
7128,3b489447,1.0,,,,,5,0,1,0,0
7129,53acc994,11.0,1.0,0.09090909090909091,,4.0,5,1,0,0,0
7130,9bc0bff9,1.0,,,,16.0,5,0,1,0,0
7131,36b393ba,1.0,,,,,5,0,1,0,0
7132,80b3f9ea,3.0,,,,,5,1,0,0,0
7133,7237a696,2.0,1.0,0.5,,,5,1,0,0,0
7134,6511895e,1.0,,,,7.0,5,1,0,0,0
7135,af0afb7e,4.0,3.0,0.75,,49.0,5,0,1,0,0
7136,b6572e51,9.0,1.0,0.1111111111111111,,,5,0,1,0,0
7137,418075a0,2.0,,,,2.0,5,0,1,0,0
7138,ddb5b11c,,,,,,5,0,1,0,0
7139,69ae9e88,1.0,,,,,5,0,1,0,0
7140,2902fdff,6.0,,,,,3,1,0,0,0
7141,f2f28cde,1.0,,,,,5,0,1,0,0
7142,e43edc72,1.0,,,,,5,1,0,0,0
7143,3650f5af,1.0,,,,,5,1,0,0,0
7144,7d182bd2,1.0,,,,,5,0,1,0,0
7145,a7023ea8,1.0,,,,,5,0,1,0,0
7146,15b26774,2.0,1.0,0.5,,,5,0,1,0,0
7147,bf958492,2.0,1.0,0.5,,1.0,5,1,0,0,0
7148,a45098c4,1.0,,,,,5,1,0,0,0
7149,b84c1a01,,,,,,5,0,1,0,0
7150,9ea944eb,1.0,1.0,1.0,,4.0,5,1,0,0,0
7151,95d344ec,1.0,,,,,5,0,1,0,0
7152,21825055,1.0,,,,,5,0,0,0,0
7153,f07b5f7f,1.0,,,,,5,1,0,0,0
7154,4cae508b,1.0,,,,18.0,4,0,1,0,0
7155,77b5829f,,,,,,4,1,0,0,0
7156,aac5d173,3.0,,,,24.0,5,0,1,0,0
7157,3db5a29d,1.0,,,,,5,0,1,0,0
7158,a8fc586c,1.0,,,,,5,0,1,0,0
7159,4202bf6d,,,,,,5,1,0,0,0
7160,ecda9894,,,,,11.0,5,1,0,0,0
7161,5519920a,1.0,,,,,5,1,0,0,0
7162,f7d5db25,1.0,,,,,5,0,1,0,0
7163,21871daf,1.0,,,,28.0,2,0,1,0,0
7164,1b2536a7,1.0,,,,,5,1,0,0,0
7165,88291e67,,,,,,5,1,0,0,0
7166,676c08c6,3.0,,,,,5,0,1,0,0
7167,e7d9dbb1,3.0,,,,5.0,5,1,0,0,0
7168,e6cd59cf,1.0,1.0,1.0,,,5,1,0,0,0
7169,0d9c997e,1.0,,,,6.0,5,0,1,0,0
7170,4f6180dd,1.0,,,,,5,0,0,0,0
7171,d2ea72bb,1.0,,,,,5,0,1,0,0
7172,57aa9ba0,1.0,,,,,5,0,1,0,0
7173,843f9cc5,1.0,,,,12.0,5,0,1,0,0
7174,e91cc801,1.0,,,,12.0,5,0,1,0,0
7175,dba548eb,1.0,,,,,5,0,1,0,0
7176,57282c8c,1.0,,,,2.0,5,0,1,0,0
7177,6c4eea8d,1.0,,,,,5,0,1,0,0
7178,5229bf85,3.0,1.0,0.3333333333333333,,,5,0,1,0,0
7179,0e6294a6,1.0,,,,,5,0,1,0,0
7180,bf36fd6a,1.0,,,,,5,1,0,0,0
7181,a729362d,1.0,,,,4.0,5,0,1,0,0
7182,f10ec6ec,1.0,1.0,1.0,,,5,1,0,0,0
7183,69512be9,1.0,,,,,5,0,1,0,0
7184,a29cab0e,1.0,,,,1.0,5,1,0,0,0
7185,d90ca7ab,2.0,,,,1.0,5,1,0,0,0
7186,52e74c60,1.0,,,,,5,0,1,0,0
7187,e7ffea12,1.0,,,,,5,0,1,0,0
7188,4d1696c4,1.0,,,,2.0,5,1,0,0,0
7189,05241c33,1.0,,,,1.0,5,0,1,0,0
7190,02f01ea9,1.0,,,,3.0,5,1,0,0,0
7191,95190a80,1.0,,,,,5,0,1,0,0
7192,b6374074,,,,,,5,0,1,0,0
7193,f391cede,1.0,,,,,5,1,0,0,0
7194,107ff817,1.0,,,,,5,1,0,0,0
7195,abd962e7,1.0,,,,,5,0,1,0,0
7196,a5165f58,1.0,,,,,5,0,1,0,0
7197,e65c0f79,,,,1.0,,4,0,1,0,0
7198,32ea7ca1,2.0,,,,,5,1,0,0,0
7199,91e936ec,1.0,,,,,5,0,1,0,0
7200,78e98dcd,2.0,,,,,5,1,0,0,0
7201,cbe98c1b,2.0,,,,8.0,5,0,1,0,0
7202,f9d310a5,1.0,,,,2.0,5,0,1,0,0
7203,bd4860fd,,,,,3.0,5,0,1,0,0
7204,504e0b2d,1.0,,,,,5,0,1,0,0
7205,77c46790,9.0,,,1.0,,5,0,1,0,0
7206,a07daef5,1.0,,,,,5,1,0,0,0
7207,af86af88,1.0,,,,3.0,5,0,1,0,0
7208,15f5d488,1.0,,,,,5,0,1,0,0
7209,f04850e9,1.0,,,,3.0,5,1,0,0,0
7210,829da033,2.0,1.0,0.5,,,5,0,1,0,0
7211,a84d0518,1.0,,,,,5,0,1,0,0
7212,14f93526,3.0,,,,,5,0,0,0,0
7213,cde68fd9,1.0,,,,,5,1,0,0,0
7214,94ced8f1,1.0,,,,,5,1,0,0,0
7215,0552b617,2.0,,,,2.0,5,1,0,0,0
7216,a6609d5c,,,,,,5,0,1,0,0
7217,4d8243f8,1.0,1.0,1.0,,5.0,5,0,1,0,0
7218,f3014812,10.0,,,,,5,1,0,0,0
7219,1ed4c66d,1.0,,,1.0,,5,1,0,0,0
7220,232a9423,,,,,,5,0,1,0,0
7221,b47bd74c,2.0,,,,9.0,5,0,1,0,0
7222,878122b5,1.0,,,,10.0,2,0,1,0,0
7223,ccec906c,2.0,,,,6.0,5,1,0,0,0
7224,f0897f71,1.0,,,,,5,0,1,0,0
7225,bb9ba8ba,1.0,,,,,5,0,1,0,0
7226,d62915a1,1.0,,,,1.0,5,0,1,0,0
7227,74be7861,1.0,,,,,5,0,1,0,0
7228,095c5f96,5.0,1.0,0.2,1.0,91.0,3,0,1,0,0
7229,8fbf14e6,1.0,,,,5.0,5,0,1,0,0
7230,e34a9724,1.0,,,,,5,1,0,0,0
7231,979022c6,1.0,,,,,5,1,0,0,0
7232,111a0f98,1.0,,,,7.0,5,0,1,0,0
7233,43432039,1.0,,,,1.0,5,1,0,0,0
7234,74c4fc96,1.0,,,,,5,1,0,0,0
7235,98dba004,,,,,1.0,5,0,1,0,0
7236,2ac9abf9,2.0,,,,,5,0,1,0,0
7237,afff53c0,1.0,,,,1.0,5,0,1,0,0
7238,e4eb92b0,1.0,,,,13.0,5,0,1,0,0
7239,cd2a83c5,1.0,,,,5.0,5,0,1,0,0
7240,e525ccd5,1.0,,,,,5,1,0,0,0
7241,a01b3dbf,5.0,1.0,0.2,,24.0,4,0,1,0,0
7242,02b51109,5.0,,,,3.0,5,1,0,0,0
7243,d7f42d15,3.0,,,,3.0,5,0,1,0,0
7244,9c5cf317,1.0,,,,,5,1,0,0,0
7245,a9f889b5,1.0,,,,1.0,5,0,1,0,0
7246,1155b90e,1.0,,,,19.0,5,0,1,0,0
7247,5413d798,3.0,,,,13.0,5,0,1,0,0
7248,286c22c6,2.0,2.0,1.0,,9.0,5,0,1,0,0
7249,48afa4ea,1.0,,,,,5,1,0,0,0
7250,46bfd4fa,1.0,,,,1.0,5,0,1,0,0
7251,e73980e1,1.0,,,,,5,0,1,0,0
7252,a861af42,1.0,,,,5.0,5,1,0,0,0
7253,d63cab2d,,,,,3.0,5,0,1,0,0
7254,b3c99fdf,3.0,,,,13.0,5,1,0,0,0
7255,cd9bcb1b,2.0,,,,1.0,5,0,1,0,0
7256,994e240f,1.0,,,,,5,0,1,0,0
7257,3e604f40,1.0,,,,1.0,5,0,1,0,0
7258,2dea21a3,4.0,1.0,0.25,,,5,1,0,0,0
7259,6195ac19,2.0,,,,,5,1,0,0,0
7260,e49f7cc9,4.0,,,,,5,0,1,0,0
7261,0457712f,3.0,2.0,0.6666666666666666,,,5,1,0,0,0
7262,d32507a0,1.0,,,,,5,1,0,0,0
7263,5319a08c,,,,,,5,1,0,0,0
7264,108baad9,2.0,,,,,5,0,1,0,0
7265,b71da444,,,,,,5,1,0,0,0
7266,df2db98e,4.0,,,,,5,0,1,0,0
7267,f45dabf4,1.0,,,,,5,1,0,0,0
7268,0ebbb5e9,1.0,,,,,5,1,0,0,0
7269,659ef9e8,1.0,,,,,5,0,1,0,0
7270,291dee84,,,,,5.0,5,0,1,0,0
7271,46b6c697,1.0,,,,,5,0,1,0,0
7272,f28b9d46,1.0,,,,3.0,5,0,1,0,0
7273,666f7fb5,2.0,,,,,5,0,1,0,0
7274,7b0642bc,1.0,,,,,5,1,0,0,0
7275,e142ca63,1.0,,,,,5,1,0,0,0
7276,253274ea,1.0,,,,11.0,5,0,1,0,0
7277,2bcef2ec,1.0,,,,,5,0,1,0,0
7278,b69682e5,1.0,,,,10.0,5,0,0,1,0
7279,0c143e4b,1.0,,,,8.0,5,0,1,0,0
7280,13cf55f8,1.0,,,,3.0,5,1,0,0,0
7281,625429b9,,,,,2.0,5,1,0,0,0
7282,b3481011,2.0,,,,,5,1,0,0,0
7283,ce948bc8,1.0,,,,,5,0,1,0,0
7284,d93d4997,1.0,,,,,5,0,1,0,0
7285,4a2c36a3,,,,,1.0,5,0,1,0,0
7286,253cf29f,2.0,,,,5.0,5,0,1,0,0
7287,16e60161,2.0,,,,,5,1,0,0,0
7288,bb9486ca,8.0,,,,,5,1,0,0,0
7289,13a92035,,,,,7.0,5,1,0,0,0
7290,6ba2731b,2.0,1.0,0.5,,,5,1,0,0,0
7291,a5e456ab,3.0,,,,10.0,4,0,1,0,0
7292,2cfd7549,2.0,,,,,5,0,1,0,0
7293,cb6ed7c5,2.0,,,,8.0,5,0,1,0,0
7294,9bf630b9,,,,,,5,0,1,0,0
7295,5a2f2b6f,1.0,,,,,5,0,1,0,0
7296,dccafaab,1.0,,,,3.0,5,0,1,0,0
7297,8c011a68,2.0,,,,3.0,5,0,1,0,0
7298,36ee353c,,,,,,5,1,0,0,0
7299,dc443dcd,2.0,,,,,5,0,1,0,0
7300,2178cfde,1.0,,,,,5,0,0,0,0
7301,a82b0917,,,,,,5,1,0,0,0
7302,377e9ad2,13.0,1.0,0.07692307692307693,,,5,1,0,0,0
7303,7df017ac,1.0,,,,,5,0,0,0,0
7304,9978b98f,2.0,,,,3.0,5,0,0,0,0
7305,d9005cf6,1.0,,,,,5,0,0,0,0
7306,e0f51c46,1.0,,,,,5,0,1,0,0
7307,dce5c7b3,1.0,,,,,5,1,0,0,0
7308,2c3be905,1.0,,,,,5,0,1,0,0
7309,3536e824,1.0,,,,,5,0,1,0,0
7310,8e0197bc,,,,,,5,1,0,0,0
7311,af4a5271,,,,,,5,1,0,0,0
7312,dfeda4a0,1.0,,,,,5,0,1,0,0
7313,2cba5e49,1.0,1.0,1.0,,,5,0,0,0,0
7314,6b9fad57,,,,,,5,1,0,0,0
7315,c2cd60de,3.0,,,,,5,1,0,0,0
7316,098bea44,4.0,2.0,0.5,,12.0,3,0,1,0,0
7317,d1fe3ee8,1.0,1.0,1.0,,1.0,5,1,0,0,0
7318,ebd0d53e,1.0,,,,,5,0,1,0,0
7319,e1ad2f9e,1.0,,,,1.0,5,1,0,0,0
7320,7ddc2700,1.0,,,,,5,0,1,0,0
7321,b38f94ad,1.0,,,,2.0,5,0,1,0,0
7322,8732ef9f,1.0,,,,,5,0,1,0,0
7323,1b015f6a,,,,,3.0,5,0,1,0,0
7324,2738fa6d,1.0,1.0,1.0,,6.0,5,1,0,0,0
7325,bb8d1692,1.0,,,,,5,0,0,0,0
7326,abf055a7,5.0,1.0,0.2,,1.0,5,1,0,0,0
7327,9e422e80,,,,,,5,0,1,0,0
7328,d3be5062,1.0,,,,,5,1,0,0,0
7329,7e687f3f,2.0,,,,,5,0,1,0,0
7330,1c95e9f4,2.0,,,,1.0,5,1,0,0,0
7331,172ab2c3,1.0,,,,14.0,5,0,1,0,0
7332,c5e8b53e,3.0,,,,4.0,5,0,1,0,0
7333,e267787d,2.0,1.0,0.5,,,5,1,0,0,0
7334,63d14c1c,1.0,,,,,2,0,1,0,0
7335,c2241650,1.0,,,,,5,0,1,0,0
7336,5ba9e8b7,4.0,,,,,5,0,1,0,0
7337,46cd15a7,1.0,,,,8.0,5,0,1,0,0
7338,3fafb042,1.0,,,,,5,1,0,0,0
7339,5b8716d8,1.0,,,,,5,0,1,0,0
7340,cc00023f,,,,,,5,0,0,0,0
7341,776c58fd,,,,,7.0,5,0,1,0,0
7342,36651ea1,2.0,1.0,0.5,,3.0,5,0,1,0,0
7343,6f7575c7,1.0,,,,5.0,5,0,1,0,0
7344,016f7879,1.0,,,,,5,0,1,0,0
7345,ab0733d5,2.0,,,,,5,0,1,0,0
7346,e7e69c8f,1.0,,,,1.0,5,1,0,0,0
7347,48c9dc93,,,,,,5,0,1,0,0
7348,ba4dcabb,1.0,,,,,5,0,1,0,0
7349,7a727d91,1.0,,,,,5,1,0,0,0
7350,2ffaa6fb,1.0,1.0,1.0,,,5,1,0,0,0
7351,047c5000,1.0,,,,,5,0,1,0,0
7352,92cd401b,3.0,,,,,5,0,1,0,0
7353,e816ce12,4.0,,,,40.0,5,0,1,0,0
7354,ecf90559,1.0,,,,,5,0,1,0,0
7355,b8b47121,2.0,,,,,5,0,1,0,0
7356,14c470a9,1.0,,,,,5,0,1,0,0
7357,1a40f30a,1.0,,,,,5,0,1,0,0
7358,47a06d18,1.0,,,,5.0,5,1,0,0,0
7359,5975fbd0,3.0,,,,,5,1,0,0,0
7360,cd842d16,6.0,1.0,0.16666666666666666,,,3,1,0,0,0
7361,603d3b63,2.0,1.0,0.5,,9.0,5,0,1,0,0
7362,6e3cfcc0,1.0,,,,,5,0,1,0,0
7363,a207e98f,,,,,1.0,5,1,0,0,0
7364,9d3067cc,1.0,,,,,5,0,0,0,0
7365,8fa20049,,,,,2.0,3,0,1,0,0
7366,1fb1cd29,,,,,,5,1,0,0,0
7367,7bede21c,2.0,1.0,0.5,,,5,1,0,0,0
7368,e1758c13,1.0,,,,,5,0,1,0,0
7369,3e5470f2,1.0,,,,,5,0,1,0,0
7370,730fa725,1.0,,,,,5,0,1,0,0
7371,5fcef52e,1.0,,,,,5,1,0,0,0
7372,0ddee1ef,,,,,,3,0,1,0,0
7373,2f220535,1.0,,,,,5,0,1,0,0
7374,6be8c99a,1.0,,,,,4,1,0,0,0
7375,4540d4fc,1.0,,,,,5,1,0,0,0
7376,579de34a,1.0,,,,,5,1,0,0,0
7377,06cea6ea,1.0,,,,,5,0,1,0,0
7378,17da8b3f,1.0,,,,,5,1,0,0,0
7379,821e17e3,1.0,,,,,5,0,1,0,0
7380,05313660,1.0,,,,,5,0,1,0,0
7381,2680db9e,2.0,,,,,5,0,1,0,0
7382,dc8fe807,4.0,,,,16.0,5,0,1,0,0
7383,986f518a,1.0,,,,,5,1,0,0,0
7384,a4d6a0c4,1.0,,,,2.0,5,0,1,0,0
7385,ddfc942f,3.0,,,,,5,0,1,0,0
7386,0c734fb1,1.0,,,,3.0,5,0,1,0,0
7387,2a6f1543,1.0,,,,,5,0,1,0,0
7388,cf76dc99,1.0,,,,,5,0,1,0,0
7389,41ba3fc3,2.0,1.0,0.5,,6.0,5,1,0,0,0
7390,a1afba6a,,,,,,3,1,0,0,0
7391,0f67b2ee,2.0,,,,3.0,5,1,0,0,0
7392,2bae6556,1.0,,,,9.0,5,0,1,0,0
7393,2d719d76,1.0,,,,,5,1,0,0,0
7394,78ccaa23,2.0,,,,,5,0,1,0,0
7395,d68a1fd0,1.0,,,,1.0,5,0,1,0,0
7396,2c394600,1.0,,,,,5,0,1,0,0
7397,3abaad1d,,,,,,5,0,1,0,0
7398,07dc9451,1.0,,,,12.0,5,0,0,0,0
7399,7f088540,1.0,,,,,5,1,0,0,0
7400,8c8f7b1d,1.0,,,,1.0,5,1,0,0,0
7401,91bd4c2e,1.0,,,,,5,1,0,0,0
7402,41c9dfb3,1.0,,,,,5,1,0,0,0
7403,6a458342,1.0,,,,,5,1,0,0,0
7404,4a0b4ead,1.0,,,,,5,1,0,0,0
7405,2700c735,1.0,,,,,5,1,0,0,0
7406,83f4c8c5,,,,,,5,1,0,0,0
7407,6d7d82fa,1.0,,,,1.0,5,1,0,0,0
7408,b20f7ed6,1.0,,,,,5,1,0,0,0
7409,1d94a485,2.0,,,,,5,1,0,0,0
7410,410134eb,2.0,,,,,5,1,0,0,0
7411,d2ef01f2,,,,,,5,1,0,0,0
7412,a7f6eb2f,1.0,1.0,1.0,,3.0,5,0,1,0,0
7413,75520561,,,,,3.0,5,0,1,0,0
7414,db6657a1,1.0,,,,,5,1,0,0,0
7415,f9395ca0,2.0,,,,,5,1,0,0,0
