person,cant_ev_ad_campaign_hit,cant_ev_brand_listing,cant_ev_checkout,cant_ev_conversion,cant_ev_generic_listing,cant_ev_lead,cant_ev_search_engine_hit,cant_ev_searched_products,cant_ev_staticpage,cant_ev_viewed_product,cant_ev_visited_site
50c1bfd1,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
50c80501,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0
50caa16d,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,9.0,1.0
50cb2a42,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
50cf9a4e,2.0,2.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,36.0,5.0
50d1ab1f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
50d6f27b,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0
50d73db2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50db111c,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,2.0
50dbd06e,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0
50dd1d74,5.0,1.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,13.0,3.0
50dd24f1,0.0,17.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,111.0,2.0
50ddf0e6,9.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,10.0,5.0
50dfffb0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,19.0,0.0,17.0,6.0
50e16a8a,3.0,5.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,406.0,5.0
50e1a20d,5.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0
50e1fb77,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0
50e32285,4.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0
50e53e76,3.0,77.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,33.0,18.0
50e5559d,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0
50e614cb,10.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,5.0
50ee9504,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0
50eeb193,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,5.0,2.0
50f0097b,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0
50f02fb8,0.0,6.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,100.0,3.0
50f2722a,4.0,1.0,2.0,0.0,3.0,0.0,3.0,23.0,0.0,39.0,3.0
50f3a96e,3.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,6.0
50f495cc,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,2.0
50f5749e,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,111.0,2.0
50f78b7d,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
50fa24b8,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,2.0
50fd1352,8.0,19.0,43.0,0.0,28.0,0.0,7.0,0.0,2.0,207.0,22.0
50fd68d1,12.0,115.0,4.0,1.0,16.0,0.0,3.0,4.0,2.0,61.0,15.0
50fe38f7,28.0,11.0,0.0,0.0,8.0,0.0,25.0,8.0,0.0,51.0,18.0
50ff1204,5.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,64.0,6.0
5100a32e,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0
5101cae1,10.0,3.0,8.0,1.0,24.0,0.0,9.0,3.0,2.0,247.0,13.0
5102901a,12.0,2.0,2.0,0.0,10.0,0.0,12.0,40.0,0.0,18.0,14.0
51042d6f,4.0,7.0,1.0,1.0,22.0,0.0,0.0,3.0,0.0,90.0,21.0
5107c8bc,6.0,0.0,3.0,0.0,6.0,0.0,5.0,0.0,0.0,27.0,3.0
51085938,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,2.0
5108f8b9,1.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,11.0,7.0
5109b765,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,2.0
510af829,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
510b2a9e,0.0,0.0,1.0,0.0,3.0,0.0,5.0,2.0,2.0,2.0,1.0
510bdbaa,7.0,7.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0
510db37a,0.0,0.0,1.0,0.0,3.0,0.0,3.0,32.0,1.0,17.0,5.0
5111c468,6.0,12.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,30.0,6.0
5111f6dd,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0
5113eef2,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,2.0
5113f436,27.0,8.0,11.0,3.0,38.0,0.0,7.0,0.0,2.0,60.0,14.0
5114e630,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
511556a7,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,8.0,3.0
5115a118,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51171ec3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
511b948f,15.0,4.0,1.0,0.0,13.0,0.0,0.0,0.0,5.0,12.0,8.0
511c06bd,35.0,29.0,9.0,1.0,9.0,0.0,4.0,7.0,5.0,187.0,30.0
511f1261,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
511fcaa8,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0
5122b691,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,43.0,1.0
51237af9,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,1.0
5123e3e1,0.0,17.0,1.0,0.0,17.0,0.0,0.0,3.0,0.0,34.0,4.0
5124565a,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
5125c494,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
51260be1,14.0,5.0,1.0,0.0,8.0,0.0,10.0,21.0,0.0,17.0,5.0
5126b888,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0
512e5544,6.0,9.0,1.0,0.0,3.0,0.0,19.0,0.0,0.0,46.0,14.0
512e8d31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0
5130e4fb,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0
5131087f,21.0,2.0,13.0,0.0,21.0,0.0,12.0,7.0,0.0,266.0,17.0
5134fc63,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
513a24c5,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,13.0,1.0
5140f4df,0.0,0.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,7.0,4.0
5149e5b8,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
514a1e47,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0
514c012a,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,8.0,1.0
514e72da,25.0,35.0,2.0,0.0,2.0,0.0,11.0,0.0,0.0,79.0,5.0
514f293b,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
5150ff8f,16.0,2.0,2.0,0.0,18.0,0.0,18.0,22.0,0.0,14.0,11.0
5155d50b,4.0,0.0,11.0,1.0,1.0,0.0,12.0,0.0,7.0,37.0,14.0
51567ecc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51577889,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
515894c4,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,6.0
515d2940,7.0,2.0,6.0,0.0,14.0,0.0,7.0,0.0,0.0,43.0,3.0
515f48aa,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
5161f6bf,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
51626721,2.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,0.0,6.0,2.0
516316f4,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0
51658783,0.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1.0
51670cac,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,1.0
51689fe5,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,6.0
5169335d,1.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1.0
51697976,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
5169ff7f,4.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,62.0,7.0
516c8e10,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
5171293a,5.0,2.0,1.0,0.0,5.0,0.0,5.0,6.0,0.0,6.0,4.0
51756ae8,6.0,59.0,1.0,0.0,11.0,0.0,10.0,4.0,4.0,80.0,15.0
51758cb6,0.0,0.0,3.0,0.0,5.0,0.0,3.0,20.0,0.0,47.0,5.0
517630a2,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
5176c95f,5.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,3.0
5177d37a,17.0,10.0,1.0,0.0,10.0,0.0,14.0,12.0,0.0,92.0,8.0
517a7a96,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,65.0,6.0
517a9046,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
517ba004,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0
517bc9df,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0
517bf648,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
517e8a6d,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
517f0919,4.0,4.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,100.0,4.0
517fa12a,10.0,13.0,1.0,0.0,4.0,0.0,10.0,0.0,0.0,18.0,2.0
5181137d,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,10.0,1.0
5185244b,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0
51871a7c,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,3.0,2.0
51876552,1.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,44.0,3.0
5187f77f,3.0,1.0,1.0,0.0,7.0,0.0,4.0,0.0,0.0,5.0,2.0
51895865,3.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,7.0,2.0
5189cfcd,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,4.0
518b0612,5.0,3.0,5.0,1.0,1.0,0.0,6.0,0.0,0.0,7.0,2.0
518b5ae3,0.0,42.0,7.0,0.0,4.0,0.0,1.0,2.0,3.0,56.0,6.0
518f4524,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
5190860c,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
519121ee,1.0,0.0,2.0,0.0,1.0,0.0,3.0,9.0,0.0,16.0,1.0
5192f41e,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,53.0,3.0
5193354f,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0
519420f1,0.0,13.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,28.0,5.0
51972cdf,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,12.0,1.0
51987869,7.0,9.0,2.0,0.0,10.0,0.0,9.0,8.0,0.0,257.0,20.0
51995ce1,5.0,22.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,61.0,9.0
519a8456,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0
519da79d,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,27.0,3.0
519dc98a,15.0,56.0,5.0,1.0,28.0,0.0,7.0,3.0,1.0,33.0,14.0
519e0d4b,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,21.0,3.0
51a0aa4f,1.0,58.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,95.0,2.0
51a36912,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
51a4ccb7,4.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,23.0,4.0
51ac5a4e,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0
51ada1af,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
51adc359,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,91.0,1.0
51ae0c23,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0
51afbb28,3.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,12.0,1.0
51b12f3b,0.0,8.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,79.0,5.0
51b1f975,0.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,32.0,2.0
51b26286,8.0,1.0,1.0,0.0,5.0,0.0,7.0,8.0,0.0,5.0,3.0
51b2b8a4,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,5.0,1.0
51b2e3f7,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0
51b3027e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51b3b441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51b4b01a,0.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,17.0,2.0
51b4cc42,7.0,2.0,2.0,1.0,14.0,0.0,7.0,1.0,2.0,55.0,11.0
51b75277,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,2.0
51b7f3d7,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0
51b84636,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
51bbe2f6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0
51bc3601,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,1.0
51bc6118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51be5ef8,5.0,3.0,2.0,0.0,11.0,0.0,10.0,26.0,1.0,83.0,13.0
51c15f39,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0
51c17c47,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0
51c2dc5b,1.0,0.0,1.0,0.0,3.0,0.0,1.0,5.0,1.0,20.0,1.0
51c49988,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
51c4b23b,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51c519e9,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
51c6b4dd,8.0,13.0,0.0,0.0,10.0,0.0,8.0,7.0,0.0,98.0,14.0
51c7b3a8,3.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0
51c89816,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0
51cbc081,29.0,4.0,1.0,1.0,16.0,0.0,9.0,1.0,0.0,45.0,28.0
51cecf11,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,81.0,3.0
51cfaa76,10.0,10.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,8.0
51d2a0a4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0
51d66340,7.0,6.0,1.0,0.0,3.0,0.0,3.0,7.0,0.0,20.0,7.0
51d8195c,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
51d9b48c,15.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,51.0,8.0
51daa7cf,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0
51dddbe9,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0
51eec591,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0
51f08f03,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0
51f27e99,4.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,57.0,6.0
51f3a1ab,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,58.0,10.0
51f4fd9b,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
51f81030,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,5.0,5.0
51f8f102,19.0,4.0,1.0,0.0,3.0,0.0,11.0,4.0,0.0,15.0,9.0
51fd74a4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51fdbb43,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
51fde0cb,5.0,8.0,2.0,0.0,6.0,0.0,8.0,1.0,4.0,83.0,9.0
52002f94,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
52020b08,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5202c5c6,5.0,9.0,9.0,0.0,3.0,0.0,1.0,0.0,1.0,89.0,11.0
5202db13,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
52078bc1,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,21.0,2.0
520a4f00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
520a559f,10.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,15.0,12.0
520b0246,6.0,1.0,5.0,0.0,12.0,0.0,6.0,2.0,0.0,75.0,5.0
520c8e39,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0
520d5a4c,1.0,23.0,4.0,2.0,1.0,0.0,0.0,10.0,0.0,107.0,14.0
520dccde,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
52140768,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0
5214088a,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,13.0,1.0
52162483,2.0,46.0,1.0,0.0,7.0,0.0,2.0,5.0,4.0,36.0,5.0
5217d996,0.0,9.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,10.0,1.0
521dbed6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
521e81a7,1.0,1.0,2.0,0.0,5.0,0.0,4.0,2.0,0.0,12.0,3.0
521eaef4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
521f9b02,0.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,2.0
521fa699,7.0,6.0,1.0,0.0,4.0,0.0,5.0,2.0,0.0,13.0,4.0
52214c0f,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
522185b9,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0
5223a970,10.0,0.0,5.0,0.0,16.0,0.0,8.0,2.0,0.0,29.0,5.0
52242401,7.0,23.0,1.0,0.0,13.0,0.0,14.0,9.0,0.0,74.0,14.0
52259a71,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
5225b9ff,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,14.0,0.0
52293749,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0
5229bf85,8.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,15.0,3.0
522a15b7,3.0,4.0,2.0,1.0,2.0,0.0,4.0,7.0,4.0,10.0,5.0
522b7b3f,4.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,14.0,2.0
522c15ec,8.0,5.0,1.0,0.0,3.0,0.0,8.0,0.0,0.0,11.0,1.0
522c659e,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0
522d3e8e,0.0,63.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,13.0,6.0
522e009c,17.0,4.0,4.0,0.0,10.0,0.0,5.0,13.0,0.0,215.0,15.0
522fa803,21.0,58.0,4.0,0.0,6.0,0.0,3.0,0.0,0.0,192.0,11.0
5230f37c,1.0,20.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,37.0,2.0
5230f51f,5.0,30.0,1.0,0.0,3.0,0.0,3.0,7.0,0.0,45.0,8.0
5234811d,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
5237435e,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0
5237db81,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0
523c7e69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
523eddfa,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
52407601,2.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,2.0,19.0,5.0
52450ff0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52463b37,1.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0,2.0,1.0,2.0
5246d2b4,4.0,31.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,44.0,8.0
5247afae,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
5249c733,8.0,37.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,57.0,7.0
5249dafc,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,8.0,3.0
524c5ee4,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
524f3bc8,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0
52538a81,2.0,9.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,10.0,3.0
5255b2fe,9.0,1.0,1.0,0.0,16.0,0.0,0.0,7.0,0.0,38.0,6.0
52562f3e,5.0,4.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,61.0,7.0
52567db3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
52575373,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
525bd5cc,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,50.0,1.0
525df53b,12.0,62.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,51.0,6.0
525fd206,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
526086ec,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
5261d58e,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0
52629dcf,6.0,11.0,2.0,0.0,33.0,0.0,5.0,19.0,8.0,86.0,14.0
526412b3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
52644054,8.0,7.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,38.0,7.0
5265afb4,18.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,12.0
52663a2f,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52669825,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,50.0,3.0
526db282,13.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,5.0
526f5375,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
5270346a,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0
5270b96c,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52726d33,5.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,9.0,1.0
5273a8fc,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5279d044,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
527ac6ab,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
527b79f0,5.0,4.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,23.0,2.0
527c61dd,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
527d86f9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5282399d,10.0,0.0,1.0,0.0,5.0,0.0,6.0,8.0,0.0,18.0,7.0
5285da82,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5287cea6,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,47.0,3.0
52896a2d,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0
52897045,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5290b048,1.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,7.0,6.0
52911e9c,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52919e5a,0.0,0.0,1.0,0.0,3.0,0.0,3.0,23.0,0.0,80.0,7.0
5292f007,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0
529345c6,3.0,10.0,2.0,0.0,3.0,0.0,3.0,6.0,0.0,13.0,3.0
5293ba6d,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0
52978d54,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0
5297ebd0,1.0,2.0,4.0,2.0,14.0,0.0,16.0,0.0,1.0,253.0,16.0
52985f81,15.0,0.0,2.0,0.0,9.0,0.0,0.0,1.0,4.0,29.0,9.0
529ab3da,10.0,6.0,0.0,0.0,4.0,0.0,6.0,2.0,0.0,49.0,9.0
52a0fbcb,2.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,2.0,1.0
52a1cf31,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
