,person,cant_device_computer,cant_device_smartphone,cant_device_tablet,cant_device_unknown
11842,4f49450e,6.0,0.0,0.0,0.0
11843,4f497add,1.0,0.0,0.0,0.0
11844,4f4ca185,0.0,1.0,0.0,0.0
11845,4f4ec5b3,6.0,0.0,0.0,0.0
11846,4f544a33,0.0,4.0,0.0,0.0
11847,4f54773b,0.0,1.0,0.0,0.0
11848,4f54b806,0.0,1.0,0.0,0.0
11849,4f55e1da,0.0,5.0,0.0,0.0
11850,4f58e106,4.0,0.0,0.0,0.0
11851,4f5b3eda,1.0,0.0,0.0,0.0
11852,4f60ad17,0.0,1.0,0.0,0.0
11853,4f60b30c,22.0,0.0,0.0,0.0
11854,4f6549f6,2.0,0.0,0.0,0.0
11855,4f674fbb,1.0,0.0,0.0,0.0
11856,4f6ba198,0.0,1.0,0.0,0.0
11857,4f6ed55f,2.0,0.0,0.0,0.0
11858,4f6ef32f,12.0,0.0,0.0,0.0
11859,4f70f781,0.0,3.0,0.0,0.0
11860,4f746ed8,8.0,0.0,0.0,0.0
11861,4f74794a,3.0,0.0,0.0,0.0
11862,4f751e81,0.0,3.0,0.0,0.0
11863,4f7532a9,5.0,0.0,0.0,0.0
11864,4f79b175,4.0,0.0,0.0,0.0
11865,4f801add,0.0,2.0,0.0,0.0
11866,4f80f4c7,4.0,0.0,0.0,0.0
11867,4f825807,0.0,9.0,0.0,0.0
11868,4f82fbbf,0.0,14.0,0.0,0.0
11869,4f84002c,0.0,1.0,0.0,0.0
11870,4f8419ab,5.0,0.0,0.0,0.0
11871,4f87828a,0.0,1.0,0.0,0.0
11872,4f8a4a9f,1.0,0.0,0.0,0.0
11873,4f8bd252,1.0,0.0,0.0,0.0
11874,4f8cd3f3,11.0,0.0,0.0,0.0
11875,4f8fe8c8,0.0,1.0,0.0,0.0
11876,4f906900,0.0,1.0,0.0,0.0
11877,4f9368b9,8.0,0.0,0.0,0.0
11878,4f95f6d2,0.0,9.0,0.0,0.0
11879,4fa0ce44,4.0,0.0,0.0,0.0
11880,4fa197d9,0.0,10.0,0.0,0.0
11881,4fa84fbc,0.0,2.0,0.0,0.0
11882,4fac73b3,4.0,0.0,0.0,0.0
11883,4fb13f9c,2.0,0.0,0.0,0.0
11884,4fb1f378,3.0,0.0,0.0,0.0
11885,4fb31b21,0.0,1.0,0.0,0.0
11886,4fb346fd,7.0,0.0,0.0,0.0
11887,4fb468ae,0.0,5.0,0.0,0.0
11888,4fb6ae40,0.0,2.0,0.0,0.0
11889,4fb775d3,0.0,1.0,0.0,0.0
11890,4fb8898b,0.0,1.0,0.0,0.0
11891,4fb9dc8d,0.0,1.0,0.0,0.0
11892,4fbb1e43,0.0,7.0,0.0,0.0
11893,4fbeabe7,1.0,0.0,0.0,0.0
11894,4fbeea12,2.0,0.0,0.0,0.0
11895,4fc28da9,0.0,1.0,0.0,0.0
11896,4fc484ad,0.0,11.0,0.0,0.0
11897,4fc5e6fc,0.0,1.0,0.0,0.0
11898,4fc7f122,0.0,5.0,0.0,0.0
11899,4fcb4c87,0.0,7.0,13.0,0.0
11900,4fcbcb85,0.0,4.0,0.0,0.0
11901,4fcccd67,1.0,0.0,0.0,0.0
11902,4fcdb043,0.0,3.0,0.0,0.0
11903,4fcfcdc7,0.0,1.0,0.0,0.0
11904,4fd0c917,4.0,25.0,0.0,0.0
11905,4fd5119b,14.0,0.0,0.0,0.0
11906,4fd59462,0.0,1.0,0.0,0.0
11907,4fd5f290,2.0,0.0,0.0,0.0
11908,4fd6878e,10.0,0.0,0.0,0.0
11909,4fd6d035,1.0,0.0,0.0,0.0
11910,4fd7b77c,0.0,7.0,0.0,0.0
11911,4fd87965,0.0,1.0,0.0,0.0
11912,4fda7917,1.0,0.0,0.0,0.0
11913,4fdb4794,0.0,5.0,0.0,0.0
11914,4fdc4283,0.0,3.0,0.0,0.0
11915,4fdc81da,0.0,22.0,0.0,0.0
11916,4fde1b6c,0.0,1.0,0.0,0.0
11917,4fe066bd,0.0,1.0,0.0,0.0
11918,4fe42ff3,0.0,1.0,0.0,0.0
11919,4fe51346,0.0,2.0,0.0,0.0
11920,4fe61e8d,0.0,1.0,0.0,0.0
11921,4fe68a28,0.0,1.0,0.0,0.0
11922,4fe6eb1c,13.0,0.0,0.0,0.0
11923,4feb9510,0.0,4.0,0.0,0.0
11924,4fec643c,1.0,20.0,0.0,0.0
11925,4fedb9fe,0.0,1.0,0.0,0.0
11926,4fedd3ca,0.0,1.0,0.0,0.0
11927,4feffeee,9.0,0.0,0.0,0.0
11928,4ff1a07b,1.0,0.0,0.0,0.0
11929,4ffb1b5c,4.0,0.0,0.0,0.0
11930,4ffbec93,3.0,0.0,0.0,0.0
11931,4ffcd9ef,0.0,1.0,0.0,0.0
11932,4ffeb0f3,2.0,0.0,0.0,0.0
11933,4ffed9e6,0.0,1.0,0.0,0.0
11934,500110ad,0.0,7.0,0.0,0.0
11935,5001d2a2,2.0,0.0,0.0,0.0
11936,5002a798,2.0,0.0,0.0,0.0
11937,50040aa1,3.0,0.0,0.0,0.0
11938,5005cb5c,0.0,2.0,0.0,0.0
11939,5005d627,0.0,2.0,0.0,0.0
11940,5006f5c9,1.0,0.0,0.0,0.0
11941,50093a4e,0.0,2.0,0.0,0.0
11942,500e7fd3,2.0,0.0,0.0,0.0
11943,500e84f5,0.0,2.0,0.0,0.0
11944,500fabef,0.0,1.0,0.0,0.0
11945,50102ceb,0.0,15.0,0.0,0.0
11946,501426b1,0.0,2.0,0.0,0.0
11947,5014f720,1.0,0.0,0.0,0.0
11948,501915a5,0.0,2.0,0.0,0.0
11949,501999b5,41.0,0.0,0.0,0.0
11950,501b4575,26.0,0.0,0.0,0.0
11951,501c47a3,6.0,0.0,0.0,0.0
11952,501d970b,3.0,0.0,0.0,0.0
11953,50212667,2.0,0.0,0.0,0.0
11954,50225c3b,1.0,0.0,0.0,0.0
11955,502512b0,0.0,4.0,0.0,0.0
11956,50255aab,0.0,1.0,0.0,0.0
11957,50262afd,3.0,0.0,0.0,0.0
11958,50269200,12.0,0.0,0.0,0.0
11959,5026a460,1.0,0.0,0.0,0.0
11960,50276e6e,0.0,3.0,0.0,0.0
11961,502891d6,6.0,0.0,0.0,0.0
11962,5029951e,0.0,0.0,1.0,0.0
11963,502a36e5,1.0,0.0,0.0,0.0
11964,502ae203,0.0,1.0,0.0,0.0
11965,502aef46,0.0,1.0,0.0,0.0
11966,502bc778,0.0,2.0,0.0,0.0
11967,502da1df,2.0,0.0,0.0,0.0
11968,502e5fd3,3.0,0.0,0.0,0.0
11969,502ea9c2,28.0,1.0,0.0,0.0
11970,50333768,7.0,15.0,0.0,0.0
11971,50363032,0.0,1.0,0.0,0.0
11972,50367875,2.0,0.0,0.0,0.0
11973,503a5398,0.0,17.0,0.0,0.0
11974,503a840d,0.0,1.0,0.0,0.0
11975,503b59c1,0.0,2.0,0.0,0.0
11976,503c2327,4.0,0.0,0.0,0.0
11977,503fdc25,0.0,4.0,0.0,0.0
11978,504078aa,1.0,0.0,0.0,0.0
11979,5043d977,0.0,1.0,0.0,0.0
11980,5044652b,0.0,22.0,0.0,0.0
11981,50477652,0.0,1.0,0.0,0.0
11982,5048ee7d,0.0,5.0,0.0,0.0
11983,504a0c2f,8.0,17.0,0.0,0.0
11984,504b151d,0.0,3.0,0.0,0.0
11985,504c929c,0.0,1.0,0.0,0.0
11986,504e0b2d,0.0,1.0,0.0,0.0
11987,504fcfb2,0.0,6.0,0.0,0.0
11988,50517078,1.0,0.0,0.0,0.0
11989,5051f222,0.0,2.0,0.0,0.0
11990,50524eeb,0.0,1.0,0.0,0.0
11991,50540958,7.0,0.0,0.0,0.0
11992,50540a54,0.0,1.0,0.0,0.0
11993,5055c8e4,4.0,0.0,0.0,0.0
11994,5059f7fd,295.0,0.0,0.0,0.0
11995,505a0310,1.0,0.0,0.0,0.0
11996,505b39f3,0.0,2.0,0.0,0.0
11997,505ce58c,5.0,0.0,0.0,0.0
11998,505f343f,0.0,6.0,0.0,0.0
11999,50611d28,3.0,0.0,0.0,0.0
12000,506140f5,1.0,0.0,0.0,0.0
12001,50644969,0.0,1.0,0.0,0.0
12002,50668c50,1.0,0.0,0.0,0.0
12003,5068257e,0.0,1.0,0.0,0.0
12004,5068e656,4.0,2.0,0.0,0.0
12005,506ae141,3.0,0.0,0.0,0.0
12006,506c2a6f,0.0,9.0,0.0,0.0
12007,506c9bf3,0.0,5.0,0.0,0.0
12008,506d3401,0.0,12.0,0.0,0.0
12009,506d6d31,15.0,0.0,0.0,0.0
12010,50791796,1.0,0.0,0.0,0.0
12011,50799a28,0.0,2.0,0.0,0.0
12012,507d3725,1.0,0.0,0.0,0.0
12013,5080468e,0.0,1.0,0.0,0.0
12014,508094d7,7.0,0.0,0.0,0.0
12015,5083316f,2.0,0.0,0.0,0.0
12016,5083bf56,1.0,0.0,0.0,0.0
12017,5083f5c9,2.0,0.0,0.0,0.0
12018,50849726,1.0,1.0,0.0,0.0
12019,50867f11,1.0,0.0,0.0,0.0
12020,5087e6b2,0.0,9.0,0.0,0.0
12021,5087ee7d,0.0,1.0,0.0,0.0
12022,50894505,63.0,2.0,0.0,0.0
12023,508b7e2b,1.0,0.0,0.0,0.0
12024,508b9501,0.0,1.0,0.0,0.0
12025,508c2967,5.0,0.0,0.0,0.0
12026,508feae1,0.0,1.0,0.0,0.0
12027,50905873,1.0,0.0,0.0,0.0
12028,5091f05d,0.0,6.0,0.0,0.0
12029,509206bf,0.0,3.0,0.0,0.0
12030,50929002,0.0,1.0,0.0,0.0
12031,5092d741,0.0,2.0,0.0,0.0
12032,50930bcf,0.0,13.0,0.0,0.0
12033,509474cd,1.0,0.0,0.0,0.0
12034,50957c65,0.0,7.0,0.0,0.0
12035,5098ea35,0.0,4.0,0.0,0.0
12036,50993158,0.0,1.0,0.0,0.0
12037,509a5c07,1.0,0.0,0.0,0.0
12038,509c1fed,0.0,2.0,0.0,0.0
12039,509d0daf,1.0,0.0,0.0,0.0
12040,509d11ea,3.0,0.0,0.0,0.0
12041,509e463e,0.0,8.0,0.0,0.0
12042,509ed788,0.0,1.0,0.0,0.0
12043,509fac54,6.0,0.0,0.0,0.0
12044,50a11644,1.0,0.0,0.0,0.0
12045,50a27eb3,1.0,0.0,0.0,0.0
12046,50a6fc64,3.0,0.0,0.0,0.0
12047,50a88d98,1.0,0.0,0.0,0.0
12048,50ad2df8,4.0,0.0,0.0,0.0
12049,50ad46a5,0.0,3.0,0.0,0.0
12050,50adde10,2.0,0.0,0.0,0.0
12051,50aedb9d,0.0,8.0,0.0,0.0
12052,50af2bda,17.0,0.0,0.0,0.0
12053,50b03a16,7.0,0.0,0.0,0.0
12054,50b05ed8,0.0,2.0,0.0,0.0
12055,50b39200,14.0,0.0,0.0,0.0
12056,50b4d326,0.0,1.0,0.0,0.0
12057,50b4d774,2.0,1.0,0.0,0.0
12058,50b5377b,2.0,0.0,0.0,0.0
12059,50b696aa,3.0,0.0,0.0,0.0
12060,50b6c29b,0.0,1.0,0.0,0.0
12061,50b6e959,0.0,7.0,0.0,0.0
12062,50b83820,0.0,7.0,0.0,0.0
12063,50b85d09,1.0,0.0,0.0,0.0
12064,50b9e94c,0.0,1.0,0.0,0.0
12065,50ba1469,1.0,0.0,0.0,0.0
12066,50ba17c4,0.0,3.0,0.0,0.0
12067,50bb5cf5,0.0,1.0,0.0,0.0
12068,50c171d7,8.0,0.0,0.0,0.0
12069,50c1bfd1,1.0,0.0,0.0,0.0
12070,50c80501,0.0,1.0,0.0,0.0
12071,50caa16d,0.0,1.0,0.0,0.0
12072,50cb2a42,0.0,1.0,0.0,0.0
12073,50cf9a4e,0.0,5.0,0.0,0.0
12074,50d1ab1f,0.0,1.0,0.0,0.0
12075,50d6f27b,0.0,1.0,0.0,0.0
12076,50d73db2,0.0,1.0,0.0,0.0
12077,50db111c,2.0,0.0,0.0,0.0
12078,50dbd06e,3.0,0.0,0.0,0.0
12079,50dd1d74,3.0,0.0,0.0,0.0
12080,50dd24f1,2.0,0.0,0.0,0.0
12081,50ddf0e6,0.0,5.0,0.0,0.0
12082,50dfffb0,0.0,6.0,0.0,0.0
12083,50e16a8a,5.0,0.0,0.0,0.0
12084,50e1a20d,0.0,2.0,0.0,0.0
12085,50e1fb77,3.0,0.0,0.0,0.0
12086,50e32285,0.0,1.0,0.0,0.0
12087,50e53e76,18.0,0.0,0.0,0.0
12088,50e5559d,0.0,1.0,0.0,0.0
12089,50e614cb,0.0,5.0,0.0,0.0
12090,50ee9504,2.0,0.0,0.0,0.0
12091,50eeb193,0.0,2.0,0.0,0.0
12092,50f0097b,0.0,1.0,0.0,0.0
12093,50f02fb8,3.0,0.0,0.0,0.0
12094,50f2722a,0.0,3.0,0.0,0.0
12095,50f3a96e,6.0,0.0,0.0,0.0
12096,50f495cc,2.0,0.0,0.0,0.0
12097,50f5749e,2.0,0.0,0.0,0.0
12098,50f78b7d,0.0,1.0,0.0,0.0
12099,50fa24b8,2.0,0.0,0.0,0.0
12100,50fd1352,16.0,6.0,0.0,0.0
12101,50fd68d1,15.0,0.0,0.0,0.0
12102,50fe38f7,0.0,18.0,0.0,0.0
12103,50ff1204,6.0,0.0,0.0,0.0
12104,5100a32e,2.0,0.0,0.0,0.0
12105,5101cae1,11.0,2.0,0.0,0.0
12106,5102901a,0.0,14.0,0.0,0.0
12107,51042d6f,16.0,5.0,0.0,0.0
12108,5107c8bc,0.0,3.0,0.0,0.0
12109,51085938,0.0,2.0,0.0,0.0
12110,5108f8b9,0.0,7.0,0.0,0.0
12111,5109b765,2.0,0.0,0.0,0.0
12112,510af829,1.0,0.0,0.0,0.0
12113,510b2a9e,0.0,1.0,0.0,0.0
12114,510bdbaa,0.0,3.0,0.0,0.0
12115,510db37a,0.0,5.0,0.0,0.0
12116,5111c468,6.0,0.0,0.0,0.0
12117,5111f6dd,0.0,2.0,0.0,0.0
12118,5113eef2,0.0,2.0,0.0,0.0
12119,5113f436,9.0,5.0,0.0,0.0
12120,5114e630,1.0,0.0,0.0,0.0
12121,511556a7,0.0,3.0,0.0,0.0
12122,5115a118,0.0,1.0,0.0,0.0
12123,51171ec3,0.0,1.0,0.0,0.0
12124,511b948f,0.0,8.0,0.0,0.0
12125,511c06bd,30.0,0.0,0.0,0.0
12126,511f1261,0.0,1.0,0.0,0.0
12127,511fcaa8,1.0,0.0,0.0,0.0
12128,5122b691,1.0,0.0,0.0,0.0
12129,51237af9,1.0,0.0,0.0,0.0
12130,5123e3e1,0.0,4.0,0.0,0.0
12131,5124565a,0.0,1.0,0.0,0.0
12132,5125c494,3.0,0.0,0.0,0.0
12133,51260be1,0.0,5.0,0.0,0.0
12134,5126b888,0.0,3.0,0.0,0.0
12135,512e5544,0.0,14.0,0.0,0.0
12136,512e8d31,3.0,0.0,0.0,0.0
12137,5130e4fb,0.0,4.0,0.0,0.0
12138,5131087f,0.0,17.0,0.0,0.0
12139,5134fc63,0.0,1.0,0.0,0.0
12140,513a24c5,0.0,1.0,0.0,0.0
12141,5140f4df,0.0,4.0,0.0,0.0
12142,5149e5b8,0.0,1.0,0.0,0.0
12143,514a1e47,0.0,1.0,0.0,0.0
12144,514c012a,0.0,1.0,0.0,0.0
12145,514e72da,5.0,0.0,0.0,0.0
12146,514f293b,1.0,0.0,0.0,0.0
12147,5150ff8f,0.0,11.0,0.0,0.0
12148,5155d50b,0.0,14.0,0.0,0.0
12149,51567ecc,1.0,0.0,0.0,0.0
12150,51577889,0.0,1.0,0.0,0.0
12151,515894c4,6.0,0.0,0.0,0.0
12152,515d2940,0.0,3.0,0.0,0.0
12153,515f48aa,0.0,3.0,0.0,0.0
12154,5161f6bf,0.0,1.0,0.0,0.0
12155,51626721,0.0,2.0,0.0,0.0
12156,516316f4,0.0,1.0,0.0,0.0
12157,51658783,1.0,0.0,0.0,0.0
12158,51670cac,1.0,0.0,0.0,0.0
12159,51689fe5,6.0,0.0,0.0,0.0
12160,5169335d,1.0,0.0,0.0,0.0
12161,51697976,0.0,1.0,0.0,0.0
12162,5169ff7f,0.0,7.0,0.0,0.0
12163,516c8e10,0.0,1.0,0.0,0.0
12164,5171293a,0.0,4.0,0.0,0.0
12165,51756ae8,0.0,15.0,0.0,0.0
12166,51758cb6,0.0,5.0,0.0,0.0
12167,517630a2,1.0,0.0,0.0,0.0
12168,5176c95f,3.0,0.0,0.0,0.0
12169,5177d37a,0.0,8.0,0.0,0.0
12170,517a7a96,6.0,0.0,0.0,0.0
12171,517a9046,0.0,2.0,0.0,0.0
12172,517ba004,1.0,0.0,0.0,0.0
12173,517bc9df,0.0,1.0,0.0,0.0
12174,517bf648,1.0,0.0,0.0,0.0
12175,517e8a6d,0.0,1.0,0.0,0.0
12176,517f0919,4.0,0.0,0.0,0.0
12177,517fa12a,0.0,2.0,0.0,0.0
12178,5181137d,0.0,1.0,0.0,0.0
12179,5185244b,1.0,0.0,0.0,0.0
12180,51871a7c,0.0,2.0,0.0,0.0
12181,51876552,3.0,0.0,0.0,0.0
12182,5187f77f,0.0,2.0,0.0,0.0
12183,51895865,0.0,2.0,0.0,0.0
12184,5189cfcd,4.0,0.0,0.0,0.0
12185,518b0612,2.0,0.0,0.0,0.0
12186,518b5ae3,6.0,0.0,0.0,0.0
12187,518f4524,1.0,0.0,0.0,0.0
12188,5190860c,0.0,1.0,0.0,0.0
12189,519121ee,0.0,1.0,0.0,0.0
12190,5192f41e,3.0,0.0,0.0,0.0
12191,5193354f,0.0,1.0,0.0,0.0
12192,519420f1,5.0,0.0,0.0,0.0
12193,51972cdf,1.0,0.0,0.0,0.0
12194,51987869,20.0,0.0,0.0,0.0
12195,51995ce1,9.0,0.0,0.0,0.0
12196,519a8456,0.0,1.0,0.0,0.0
12197,519da79d,3.0,0.0,0.0,0.0
12198,519dc98a,14.0,0.0,0.0,0.0
12199,519e0d4b,0.0,3.0,0.0,0.0
12200,51a0aa4f,2.0,0.0,0.0,0.0
12201,51a36912,0.0,1.0,0.0,0.0
12202,51a4ccb7,0.0,4.0,0.0,0.0
12203,51ac5a4e,0.0,1.0,0.0,0.0
12204,51ada1af,0.0,1.0,0.0,0.0
12205,51adc359,1.0,0.0,0.0,0.0
12206,51ae0c23,0.0,1.0,0.0,0.0
12207,51afbb28,1.0,0.0,0.0,0.0
12208,51b12f3b,5.0,0.0,0.0,0.0
12209,51b1f975,2.0,0.0,0.0,0.0
12210,51b26286,0.0,3.0,0.0,0.0
12211,51b2b8a4,0.0,0.0,1.0,0.0
12212,51b2e3f7,0.0,1.0,0.0,0.0
12213,51b3027e,1.0,0.0,0.0,0.0
12214,51b3b441,0.0,1.0,0.0,0.0
12215,51b4b01a,2.0,0.0,0.0,0.0
12216,51b4cc42,0.0,11.0,0.0,0.0
12217,51b75277,2.0,0.0,0.0,0.0
12218,51b7f3d7,0.0,1.0,0.0,0.0
12219,51b84636,0.0,4.0,0.0,0.0
12220,51bbe2f6,1.0,0.0,0.0,0.0
12221,51bc3601,0.0,0.0,1.0,0.0
12222,51be5ef8,0.0,13.0,0.0,0.0
12223,51c15f39,0.0,1.0,0.0,0.0
12224,51c17c47,2.0,0.0,0.0,0.0
12225,51c2dc5b,0.0,1.0,0.0,0.0
12226,51c49988,0.0,1.0,0.0,0.0
12227,51c4b23b,1.0,0.0,0.0,0.0
12228,51c519e9,0.0,1.0,0.0,0.0
12229,51c6b4dd,0.0,14.0,0.0,0.0
12230,51c7b3a8,0.0,3.0,0.0,0.0
12231,51c89816,6.0,0.0,0.0,0.0
12232,51cbc081,20.0,8.0,0.0,0.0
12233,51cecf11,3.0,0.0,0.0,0.0
12234,51cfaa76,0.0,8.0,0.0,0.0
12235,51d2a0a4,0.0,7.0,0.0,0.0
12236,51d66340,0.0,7.0,0.0,0.0
12237,51d8195c,1.0,0.0,0.0,0.0
12238,51d9b48c,8.0,0.0,0.0,0.0
12239,51daa7cf,3.0,0.0,0.0,0.0
12240,51dddbe9,0.0,2.0,0.0,0.0
12241,51eec591,1.0,0.0,0.0,0.0
12242,51f08f03,1.0,0.0,0.0,0.0
12243,51f27e99,6.0,0.0,0.0,0.0
12244,51f3a1ab,0.0,10.0,0.0,0.0
12245,51f4fd9b,0.0,1.0,0.0,0.0
12246,51f81030,1.0,4.0,0.0,0.0
12247,51f8f102,0.0,9.0,0.0,0.0
12248,51fdbb43,3.0,0.0,0.0,0.0
12249,51fde0cb,1.0,8.0,0.0,0.0
12250,52002f94,0.0,2.0,0.0,0.0
12251,52020b08,1.0,0.0,0.0,0.0
12252,5202c5c6,11.0,0.0,0.0,0.0
12253,5202db13,0.0,1.0,0.0,0.0
12254,52078bc1,0.0,2.0,0.0,0.0
12255,520a4f00,0.0,1.0,0.0,0.0
12256,520a559f,0.0,12.0,0.0,0.0
12257,520b0246,0.0,5.0,0.0,0.0
12258,520c8e39,1.0,0.0,0.0,0.0
12259,520d5a4c,14.0,0.0,0.0,0.0
12260,520dccde,0.0,1.0,0.0,0.0
12261,52140768,0.0,2.0,0.0,0.0
12262,5214088a,0.0,1.0,0.0,0.0
12263,52162483,0.0,5.0,0.0,0.0
12264,5217d996,1.0,0.0,0.0,0.0
12265,521dbed6,0.0,1.0,0.0,0.0
12266,521e81a7,0.0,3.0,0.0,0.0
12267,521eaef4,1.0,0.0,0.0,0.0
12268,521f9b02,2.0,0.0,0.0,0.0
12269,521fa699,4.0,0.0,0.0,0.0
12270,52214c0f,0.0,1.0,0.0,0.0
12271,522185b9,0.0,0.0,4.0,0.0
12272,5223a970,0.0,5.0,0.0,0.0
12273,52242401,14.0,0.0,0.0,0.0
12274,52259a71,2.0,0.0,0.0,0.0
12275,52293749,1.0,0.0,0.0,0.0
12276,5229bf85,0.0,3.0,0.0,0.0
12277,522a15b7,5.0,0.0,0.0,0.0
12278,522b7b3f,0.0,2.0,0.0,0.0
12279,522c15ec,0.0,1.0,0.0,0.0
12280,522c659e,1.0,1.0,0.0,0.0
12281,522d3e8e,6.0,0.0,0.0,0.0
12282,522e009c,15.0,0.0,0.0,0.0
12283,522fa803,11.0,0.0,0.0,0.0
12284,5230f37c,2.0,0.0,0.0,0.0
12285,5230f51f,8.0,0.0,0.0,0.0
12286,5234811d,0.0,1.0,0.0,0.0
12287,5237435e,2.0,0.0,0.0,0.0
12288,5237db81,5.0,0.0,0.0,0.0
12289,523c7e69,0.0,1.0,0.0,0.0
12290,523eddfa,0.0,1.0,0.0,0.0
12291,52407601,2.0,3.0,0.0,0.0
12292,52463b37,2.0,0.0,0.0,0.0
12293,5246d2b4,8.0,0.0,0.0,0.0
12294,5247afae,1.0,0.0,0.0,0.0
12295,5249c733,0.0,7.0,0.0,0.0
12296,5249dafc,0.0,3.0,0.0,0.0
12297,524c5ee4,0.0,1.0,0.0,0.0
12298,524f3bc8,0.0,3.0,0.0,0.0
12299,52538a81,3.0,0.0,0.0,0.0
12300,5255b2fe,0.0,6.0,0.0,0.0
12301,52562f3e,7.0,0.0,0.0,0.0
12302,52575373,0.0,1.0,0.0,0.0
12303,525bd5cc,1.0,0.0,0.0,0.0
12304,525df53b,6.0,0.0,0.0,0.0
12305,525fd206,0.0,1.0,0.0,0.0
12306,526086ec,2.0,0.0,0.0,0.0
12307,5261d58e,0.0,2.0,0.0,0.0
12308,52629dcf,0.0,0.0,14.0,0.0
12309,526412b3,0.0,2.0,0.0,0.0
12310,52644054,0.0,7.0,0.0,0.0
12311,5265afb4,0.0,12.0,0.0,0.0
12312,52663a2f,0.0,1.0,0.0,0.0
12313,52669825,3.0,0.0,0.0,0.0
12314,526db282,0.0,5.0,0.0,0.0
12315,526f5375,0.0,1.0,0.0,0.0
12316,5270346a,0.0,2.0,0.0,0.0
12317,5270b96c,0.0,1.0,0.0,0.0
12318,52726d33,1.0,0.0,0.0,0.0
12319,5279d044,0.0,1.0,0.0,0.0
12320,527ac6ab,0.0,1.0,0.0,0.0
12321,527b79f0,0.0,2.0,0.0,0.0
12322,527c61dd,0.0,1.0,0.0,0.0
12323,527d86f9,1.0,0.0,0.0,0.0
12324,5282399d,0.0,7.0,0.0,0.0
12325,5285da82,0.0,1.0,0.0,0.0
12326,5287cea6,3.0,0.0,0.0,0.0
12327,52896a2d,1.0,0.0,0.0,0.0
12328,52897045,1.0,0.0,0.0,0.0
12329,5290b048,0.0,6.0,0.0,0.0
12330,52911e9c,0.0,1.0,0.0,0.0
12331,52919e5a,0.0,7.0,0.0,0.0
12332,5292f007,0.0,3.0,0.0,0.0
12333,529345c6,3.0,0.0,0.0,0.0
12334,5293ba6d,0.0,1.0,0.0,0.0
12335,52978d54,1.0,0.0,0.0,0.0
12336,5297ebd0,16.0,0.0,0.0,0.0
12337,52985f81,1.0,8.0,0.0,0.0
12338,529ab3da,9.0,0.0,0.0,0.0
12339,52a0fbcb,0.0,1.0,0.0,0.0
12340,52a1cf31,1.0,0.0,0.0,0.0
12341,52a4f0b6,9.0,1.0,0.0,0.0
12342,52a7f17d,0.0,1.0,0.0,0.0
12343,52a91b04,5.0,0.0,0.0,0.0
12344,52a9a0fe,11.0,8.0,0.0,0.0
12345,52aa6656,0.0,7.0,0.0,0.0
12346,52aad1b0,0.0,3.0,0.0,0.0
12347,52ab7777,1.0,0.0,0.0,0.0
12348,52ac0c47,0.0,7.0,0.0,0.0
12349,52ac5248,0.0,11.0,0.0,0.0
12350,52ad81ff,0.0,2.0,0.0,0.0
12351,52af6dda,0.0,5.0,0.0,0.0
12352,52b01916,0.0,1.0,0.0,0.0
12353,52b01e32,0.0,8.0,0.0,0.0
12354,52b0ccd7,0.0,3.0,0.0,0.0
12355,52b3464c,0.0,8.0,0.0,0.0
12356,52b61e5a,1.0,0.0,0.0,0.0
12357,52b93f45,0.0,6.0,0.0,0.0
12358,52bda0b4,0.0,3.0,0.0,0.0
12359,52c08d23,20.0,0.0,0.0,0.0
12360,52c09055,0.0,39.0,0.0,0.0
12361,52c18a83,1.0,0.0,0.0,0.0
12362,52c2313f,1.0,0.0,0.0,0.0
12363,52c26697,1.0,0.0,0.0,0.0
12364,52c5b1d9,0.0,2.0,0.0,0.0
12365,52c67e00,15.0,0.0,0.0,0.0
12366,52c69ef5,1.0,0.0,0.0,0.0
12367,52c7b14d,11.0,0.0,0.0,0.0
12368,52c918f2,0.0,1.0,0.0,0.0
12369,52c98d44,1.0,0.0,0.0,0.0
12370,52ca65bd,3.0,0.0,0.0,0.0
12371,52cb8a0e,3.0,0.0,0.0,0.0
12372,52cbd34e,1.0,0.0,0.0,0.0
12373,52ccbf5d,0.0,9.0,0.0,0.0
12374,52ce5268,1.0,0.0,0.0,0.0
12375,52ced9ee,2.0,0.0,0.0,0.0
12376,52d131c9,5.0,0.0,0.0,0.0
12377,52d203e6,1.0,0.0,0.0,0.0
12378,52d49f0b,1.0,0.0,0.0,0.0
12379,52d5b3bc,1.0,0.0,0.0,0.0
12380,52d78fb8,3.0,0.0,0.0,0.0
12381,52d9c8e9,5.0,0.0,0.0,0.0
12382,52dc7ad3,7.0,0.0,0.0,0.0
12383,52dcc4f7,1.0,0.0,0.0,0.0
12384,52de0ed3,10.0,0.0,0.0,0.0
12385,52def2c9,7.0,0.0,0.0,0.0
12386,52e74c60,0.0,1.0,0.0,0.0
12387,52e7e9bd,0.0,23.0,0.0,0.0
12388,52ea61f2,0.0,2.0,0.0,0.0
12389,52ebb22d,3.0,0.0,0.0,0.0
12390,52ef1d79,0.0,5.0,0.0,0.0
12391,52f04296,0.0,1.0,0.0,0.0
12392,52f114bc,0.0,4.0,0.0,0.0
12393,52f1b098,1.0,0.0,0.0,0.0
12394,52f25739,0.0,1.0,0.0,0.0
12395,52f33b59,0.0,1.0,0.0,0.0
12396,52f37c30,0.0,17.0,0.0,0.0
12397,52f4226f,4.0,0.0,0.0,0.0
