"person","origen_usuario"
"a21c67ff",4
"87467e2e",3
"a93cd247",3
"37eff05b",1
"fd4c6488",1
"8f3e00ae",1
"eddaffe8",1
"6ed34705",3
"bbbe368d",1
"d4efed68",1
"42e01269",3
"9fa23129",3
"b5d25ea0",0
"8eaf1540",3
"7d58abe1",3
"152fad59",3
"f958e253",3
"1fe67004",2
"42880045",3
"675fe24b",3
"c4d8cde3",3
"cfc057c2",3
"3e162584",3
"9f2e8020",1
"928d56a3",2
"3c9c86c0",3
"69c51667",0
"46056359",4
"dde5499d",3
"36ef2e65",3
"1c6b76b1",3
"d9b0dc56",3
"1001fb81",3
"fde9f621",3
"bfe0c607",3
"03a67237",3
"bf66b0de",1
"c4155c60",3
"45fa3122",3
"746982d9",1
"5123e3e1",3
"cfd29302",1
"dfdd12ba",1
"1f5f9837",3
"7f968112",3
"4e2a60d8",1
"66ab1341",2
"a6d6a997",3
"b606a8fb",1
"812a7b9d",3
"4ea7a65a",0
"57cff4dc",0
"7344aa2e",4
"e2237308",0
"ea09159a",0
"87989d59",1
"057aa717",3
"119ad4aa",3
"90c88f8b",3
"1182db3a",3
"ce04df02",4
"29495b01",1
"34fb30d3",3
"36e7ec75",3
"47674b5d",1
"511556a7",4
"55f1caa5",3
"54108b9f",3
"67ed32fb",3
"8e256e44",3
"78083911",3
"be2c11e5",3
"ea61b92d",3
"d68731e2",4
"d7c521fa",1
"57097881",1
"6cfa8bce",1
"14b7f0ba",1
"b21b0c81",3
"1646735f",3
"74a1f078",1
"5cdbb633",3
"860fa6f7",3
"d6c6b264",3
"9bdca02f",3
"457aaaca",3
"b3886157",3
"d208f029",3
"f3f0f2a8",3
"bc217f0c",1
"70aa9753",3
"e839764f",3
"2362245e",3
"7b10562c",1
"4c0155a8",1
"6ab0c4b2",1
"8d3f6efa",2
"ef1b7a94",2
"f4e5f53a",3
"5b5f97b2",0
"0a56042e",3
"e117e039",3
"253ae9d3",3
"6307651a",3
"2c9cc70c",3
"491d70e6",1
"6f6ce323",3
"380032ae",3
"717290eb",3
"0d7f5b7a",3
"897c5fe4",3
"b89897ab",3
"695fbd20",4
"50dd24f1",3
"522185b9",1
"5cdf11a3",1
"453418e9",3
"a72cfe8a",2
"bb7b2190",3
"8f5ddf94",1
"1ee61d4c",3
"4b960171",1
"92d89e01",1
"8bbb0cab",3
"b0fe903f",3
"2cac7000",3
"439be938",1
"c57c7861",3
"6521b01a",1
"9dbf41e5",3
"2f3648d2",2
"253e5727",3
"38e2d05c",3
"3d170349",3
"e68e63c5",3
"4cd5209d",3
"650dccaa",3
"ad4498e6",3
"4a161af3",3
"77ff8d40",3
"a72ff5e1",3
"7e273774",3
"d28c01f3",3
"00bc3bed",4
"4cb0a3a7",4
"9c18cf91",3
"7566413f",1
"34bc2dde",3
"3763a619",1
"fb840791",3
"332e2a3b",3
"81c47db8",3
"a9b2fa1c",3
"db4de8a4",3
"0d96eee9",1
"dd2c23a3",1
"a7f3a0f4",3
"27fcc4d0",3
"98907d94",1
"e3c2a8ac",3
"74f49173",3
"a4507ea0",3
"ea670273",1
"4e27b295",1
"edcaf76f",3
"a8abe721",1
"5311221b",2
"71679140",1
"9e13a1c1",3
"3ad91b9c",3
"e73e1107",0
"a75f0a1b",3
"d0ff4adf",3
"3753a4c5",1
"08801bfc",3
"288b50b9",3
"437822c7",3
"0bc944a3",3
"de4d6c3d",3
"cc81e3be",3
"3ad8acad",3
"594a528f",1
"bd884741",3
"e27fc97b",4
"acd50176",1
"fb9c9930",1
"08343c0e",1
"90bd198e",3
"feeee198",3
"9b461b93",3
"01f24fc9",3
"933df858",2
"8d01cf7f",4
"af740fd7",1
"aedb9f4d",1
"480fa062",3
"01ac5844",3
"d7dffdee",4
"9dac10f1",3
"c1a949c7",1
"881c4d75",3
"e040a6cb",3
"08e616b7",3
"657654a8",0
"0baa7b0c",3
"59ac4d7b",3
"e98c189f",3
"3cee24fc",3
"f194953b",1
"50040aa1",3
"6b033246",3
"c7470f99",1
"db107e30",3
"d63706dd",1
"93331edb",1
"fbe82f85",3
"311e05d8",1
"1c659ca3",3
"e6e0c1fb",3
"0a244119",1
"e483c40d",3
"91d77b52",1
"36b4767d",4
"b875956c",2
"42bae9c8",4
"6cfd9cf2",3
"4f8cd3f3",3
"69e152ed",3
"76a100a3",1
"62b7a02e",1
"8e6b9573",3
"2b94e3cf",3
"54669a2b",3
"b5721099",3
"e6e52d0d",0
"c8a9c1c9",3
"7c7e0de9",3
"64adea72",3
"a457c5c2",3
"1a5e5cb3",1
"b68fdea3",3
"3fa26d0e",3
"37a9a282",3
"a20de558",3
"1a8c9f91",1
"7d128cf2",3
"e782099d",3
"3c62bb49",3
"cf140bc9",1
"f04b1b63",3
"440e8c20",3
"80e15155",1
"b6267d30",4
"44951c61",3
"7821c112",3
"8bd9a56f",1
"de820831",3
"8fb4929e",3
"d1defe9c",1
"a774d541",3
"82483be2",3
"50b83820",3
"59cc81a9",3
"380a9af6",4
"b0ebcbdb",3
"20cf2069",3
"fb36333d",3
"df56e8df",3
"ec9751a9",3
"f720e2a2",3
"d08674c1",3
"c137d7e1",4
"0c1a5105",3
"088477ee",3
"4667bbcd",1
"544472be",3
"83274379",1
"2435cd00",4
"2db315de",3
"39a1d352",1
"1b534286",3
"f59ebb21",3
"1c5b1d45",3
"177bc00b",4
"5c0d5c40",1
"f8083fa3",1
"b7be29ab",3
"b99409cf",3
"ecca44b9",3
"a160631f",3
"6c2a4529",3
"712e120f",1
"768d7c30",2
"2f26786e",3
"2c09ccd3",1
"ff20bb3c",3
"7f182f77",3
"2eb7e80a",3
"9d4cc30d",2
"e352f3f1",3
"08ea4ea5",1
"139342c9",3
"3b5c3c10",1
"3eebf1ae",3
"8712fe9a",4
"c3595481",3
"96f62b8c",3
"002e74b2",3
"18c35c44",3
"1d88f575",3
"030c803c",3
"4b197b3d",1
"a873708a",3
"ee76ab81",2
"c1d2eaa9",3
"2c6a546a",3
"dd561eb9",1
"cd2f9b91",0
"775a201e",2
"48581fab",2
"067925f5",3
"de5439e4",3
"18f2318a",3
"6322f9fd",1
"84865b70",2
"abb1e947",3
"401c18f0",3
"ca8b3fee",3
"75408ab9",3
"b4b19c36",3
"b9934dcc",3
"30ed1088",3
"deace09d",2
"40e85ec4",1
"e787a48c",3
"d64097df",3
"4f2cc627",1
"5b978292",4
"1a0f4edd",1
"bb8f6408",3
"fb531e13",3
"d6180925",3
"8ba340b3",3
"60ec24bc",3
"9e9001af",1
"a5390239",4
"8a1f4f30",3
"768ba47a",3
"e17e2077",1
"8931fce9",1
"b99c5d5e",3
"40b3f046",1
"8d0ec0f7",3
"f1463a1e",3
"777a26d0",3
"24ee120a",3
"dde4883d",1
"90ec33d8",3
"53207e25",3
"5dc1ffeb",3
"069e9241",3
"abe89138",3
"945d4694",3
"90d7f1e6",3
"c0d6bcf8",3
"63eef564",3
"1478fe6f",3
"8a5651d4",2
"66bd31fc",3
"fc0efffe",1
"b172e352",4
"d62f917c",3
"974e142c",3
"a5117709",3
"2fb28d2d",3
"dad89236",3
"b5fc0fc2",3
"e1566003",3
"7712954f",2
"127bdef1",1
"7609ea79",3
"477e3dd7",3
"69b10d5b",3
"2c35e05f",3
"ebb8786c",1
"a6db2d1d",3
"4fb468ae",3
"4605a65e",1
"411b6d0b",3
"e9683e72",3
"346d4fc3",2
"3337f3de",2
"b01346f0",2
"ecaa3dd7",4
"79f09540",1
"3a3f49d3",3
"5c8be186",3
"7e1bd7d5",1
"cb85e914",3
"321efdd1",3
"7603e725",3
"048a0e28",4
"e801aed1",2
"74d20c08",3
"ceba6c2b",1
"5131087f",3
"3afd4551",3
"580b21de",3
"d042088e",3
"476f689e",1
"5bd50e55",3
"964c0f96",1
"5cc1bfac",3
"4f3e8863",1
"4aa73bce",3
"653347e5",4
"d389f4e1",1
"b823b813",3
"b1aa74b3",3
"5265afb4",3
"e914034e",1
"5589f1c6",3
"015f1a84",1
"7b729104",3
"4ffb1b5c",3
"9821c453",3
"0a5879fc",3
"601fcd45",2
"94cc1552",1
"96d20217",1
"10c80d84",2
"e9dc174c",3
"002ed810",2
"370c1614",0
"8301b57a",4
"c41c0142",1
"5c36b02c",3
"1ebc8a7d",4
"ee541ce4",3
"fccbe1d7",3
"b87cf285",2
"c12446ed",1
"5a57aff4",2
"997c615b",3
"b4c6cfa1",3
"53a01f1e",3
"0be3783f",3
"f8b79d9b",1
"e53dd67e",3
"dcdad2cf",3
"554a5a11",3
"a3650acb",1
"90e23f20",2
"2ea8cb36",0
"a0d4ab49",3
"e47a14a3",3
"8cca6ed8",2
"1dc27506",3
"6806ecbf",1
"fea8510f",1
"5f114d27",3
"4ecab589",3
"75dd47fe",3
"abedd556",3
"8d060f38",2
"0cb7279c",2
"6f40eb21",2
"37b22407",4
"db226133",3
"c7ec8cf8",3
"8515a4d2",3
"fbe84fa9",3
"c0c4be48",1
"6689a687",3
"56585e35",3
"0a287714",4
"57388505",3
"50611d28",1
"2e12ff19",1
"85fbe6ac",1
"2d08dd34",3
"249d5815",2
"6e52c76b",3
"02bf0143",3
"dbfd7541",3
"6fe5055a",3
"0368b777",4
"2297c221",2
"fdc3ba98",3
"6ba60944",1
"e98ce082",1
"a08d9a81",3
"0a5c0f85",2
"354eef96",3
"b48b920f",3
"c2d790ab",2
"c0203a1e",0
"13c53387",3
"cbbbc0ac",3
"9776fab7",3
"72472bb8",3
"6baaea61",3
"af7f30aa",0
"b1667ed1",4
"37a09cda",1
"2236b068",3
"f27352c9",3
"2a9107e0",3
"e36f1c07",3
"f9a4370a",2
"6d862cca",3
"2800f0a2",1
"2a1916e9",3
"87819e7c",3
"9d747a76",3
"e5b90637",3
"5c070517",3
"cbe47d76",1
"0408f3f4",3
"b9cf92df",1
"78c5bf4c",4
"097a6b80",3
"4a44f9a1",3
"71a49ef5",3
"e4ced1bb",3
"0b6aefdc",0
"2877df15",3
"a3952fc0",3
"af16baa7",0
"76e5d2c5",1
"b4a0430a",3
"bff274cd",1
"1de1d1ab",3
"1595bf50",3
"55f855dc",3
"42f9aa5b",2
"cfa667a5",1
"b2298181",3
"bbc576ad",3
"2ef47e48",3
"8d8f81d7",3
"6a9bf8d8",3
"84d7b040",3
"5f4804d6",3
"3ca7197b",3
"eabed56d",3
"d39dd2a1",0
"b50edf46",3
"bdf4840d",3
"51b26286",3
"e2ea1d27",3
"fd90028b",2
"f17e7cf7",3
"f73e4e51",2
"8b4a8969",3
"23396b0d",3
"76a14ca6",3
"1f35ba0f",1
"42014266",3
"18ecbd43",1
"9062762f",1
"6cb2038e",3
"ce1357c7",1
"4e32793f",3
"793f7523",1
"0087d959",3
"c769b2c3",3
"b8c1a19a",2
"f5bd0dc9",3
"9ef7c76b",3
"f0f643f0",3
"1f3f72f2",3
"021ececb",3
"66ac7a23",3
"bfbf62ea",3
"06848016",3
"2c105dad",3
"69d9d15e",3
"022ca64b",3
"024ffb9b",3
"a139fb32",0
"058c45b3",3
"664a3275",3
"3de2203e",3
"822e5a9b",3
"7430ef9c",3
"015d002b",3
"ac54f159",1
"343749cd",1
"8ff24b85",3
"92b92e4f",3
"66e7c30a",4
"92f9f36a",1
"5af7fda3",3
"5cd996bc",3
"283dfcdc",3
"f527fb0e",1
"036647bb",3
"9fea8746",4
"851de115",2
"577e1033",3
"97abc4b5",3
"018774cf",1
"c7bd1204",3
"42bb650c",3
"930490c2",4
"f38ef463",4
"3f0df4bb",1
"6af441ef",1
"2e3a7591",4
"140a8d26",1
"755fe8a4",1
"6644d8be",1
"d426128b",3
"7d81f938",3
"2ed75f31",1
"7cf3dc98",4
"11e0e766",3
"0804633b",3
"9e51e2d7",3
"9b0db6f0",1
"81b760f9",1
"fd2369d3",3
"2968f0d6",0
"5083bf56",3
"f606db33",1
"12fc62eb",0
"5c897edc",1
"854f8c38",3
"863f4ad8",3
"c6a3eef4",1
"591392e9",3
"688312c7",4
"020b50dc",3
"3f623072",3
"35654c69",1
"d78419a7",3
"d73248e1",3
"0de4d77f",1
"28ef2dc8",0
"c218a3af",3
"d6bf7f9c",2
"f148a1b9",1
"4409f047",3
"e3dd1940",3
"9a989acf",3
"465e2e50",3
"68c5cd13",3
"9f7b1a1e",1
"8d991159",4
"c444842e",1
"52f33b59",2
"1914d2c4",0
"ef2f4c05",3
"ce5b8169",3
"dea189bc",3
"c6f2a39e",2
"8b813663",3
"9aef0a45",3
"9c7fba34",1
"c36f419c",3
"560c3775",2
"10b4dcfb",2
"32754c8f",3
"ddc85d53",3
"53f336d6",3
"680857b0",3
"ab1f5fca",3
"b1ca8ac7",1
"53c85ca4",3
"d62e8d2a",1
"0f5c4ffd",3
"f683955c",1
"e9849ab3",3
"f291ca13",3
"d14498ad",3
"980b049a",1
"06b9946b",3
"beeaee97",3
"03edc574",3
"d7e588bd",1
"d26707c1",3
"d6e20eb8",1
"23d9fd68",3
"d1744b19",3
"7329d7b2",3
"a17cf5d4",0
"c639e8f4",1
"67be1f46",3
"27771a92",2
"a9cb5b8a",1
"d95841e7",3
"686c68ad",1
"abca7fd8",3
"a6bbee3d",3
"bb850737",3
"f7923016",3
"60dc7d16",1
"532ab206",0
"f76b3c7b",3
"cc0da949",2
"d174440a",3
"a131e9ba",1
"cb437362",4
"d84da7cf",3
"d3a9700d",1
"02fb0b61",1
"18335bf0",3
"acb5663f",4
"14a27943",3
"4935eb80",3
"ac71290d",4
"121e1247",0
"e468d93f",3
"76d5a601",3
"c8fe350e",3
"dd282408",3
"1c0020c3",3
"9eb380ba",3
"beffb6e1",3
"4571866a",3
"c98a357a",3
"7cce23c6",3
"bc748b39",4
"ad70f146",1
"c65604fc",1
"362d77e4",3
"4dfea316",2
"704a3086",2
"1bf9ead1",3
"c4cee420",3
"81ff11bd",3
"9ecbe31d",3
"8caa54b1",3
"8cb4672c",1
"6501f6c6",1
"89e13829",3
"23412b7f",1
"62c68da8",2
"55654b2a",3
"6d0d9644",3
"962a4bf3",3
"7dc6849c",3
"40d1533e",3
"bd1647f2",3
"55912693",1
"c45d5d2c",3
"bb7aff01",3
"ea7f250d",3
"ee3379b5",3
"55be1653",2
"497cd037",3
"809ed67b",3
"3f9b2c4b",3
"2fdaf973",3
"e44f3a48",0
"dd44bd33",3
"c99acf3e",1
"04e5a487",3
"546e0b14",1
"6d7de621",1
"dc290e85",3
"adab7269",1
"80d81131",1
"9111b0a4",3
"211a4eeb",1
"1b2d3e31",3
"7774e821",3
"4d409f68",3
"6e1ba088",2
"dd499d04",3
"996a058b",3
"2a652ac7",3
"d961333d",3
"24be07d6",3
"5dcbe050",3
"d3ebf92d",4
"a8c3df7d",3
"2d171fb8",3
"4017791b",3
"9a819abe",3
"24b44e40",3
"f739bf6f",3
"246cb677",3
"7a7c6459",3
"2641e505",3
"257a7cc2",1
"13d08bf1",3
"4fedd3ca",3
"10bbcbd4",3
"bbbe13d0",3
"924fd9ba",3
"cad0b948",3
"bf860f50",3
"83a66543",3
"236b9fde",3
"d083dde8",1
"e3483f37",0
"4da38c00",3
"0f848d6a",3
"2a97b153",2
"452e22a2",1
"75376ab4",4
"29a2acb7",3
"f8bd1d46",3
"79d274be",1
"9443b2b5",3
"7e52291b",3
"913e5e29",3
"3121d1a7",3
"623cb263",3
"527ac6ab",3
"017a84d1",1
"18eae5b1",3
"7b0b399e",1
"85668601",4
"ff7b4156",3
"de97cf2a",3
"ebfea948",3
"d345f91e",3
"2043bab2",2
"1003d683",3
"10c9549f",1
"8226139b",3
"44af3a96",3
"858aa2e0",1
"0eafca96",3
"efa5823a",3
"07487d3e",3
"3cad7f8f",3
"98ffe412",4
"e3cab503",3
"a3ceb5b9",2
"0bf0c226",3
"f0f9a3dd",3
"8b17ef11",3
"b6c3901a",3
"c7a44f62",2
"afda8efc",3
"57ea2b7a",3
"cc2f41c2",3
"d842277d",1
"65f9674b",4
"9a06d771",2
"1d5f2a63",3
"3128c6cb",3
"e1b2cd6b",1
"05673798",1
"3ed4b83b",1
"2a31ef58",3
"5bc33923",3
"8f1987f6",3
"d7f692fd",3
"02f14240",3
"dd5531cd",3
"e1faf314",3
"5f7d336b",3
"948ff949",3
"cfae5f89",1
"e8659e81",3
"ac934286",3
"07ba73bf",1
"3a6cf890",3
"c25938a5",3
"946afeae",3
"6f4a1e89",3
"4aef43a5",3
"19cc6d86",1
"293b0188",3
"9e38fe01",3
"7434343f",3
"d419cee9",3
"9ab2e2c0",3
"5c098375",3
"974ff72d",3
"0e1d7ee4",3
"4a714c7b",3
"7f1aa44b",3
"46e64f07",3
"506d3401",1
"8bec5c51",3
"3c5d28e4",3
"98216e49",3
"77cf895a",1
"2b51ac87",1
"d329c683",2
"48829cf5",2
"1aa6b5f9",4
"7b978dd0",1
"3bf0135b",3
"5002a798",2
"2718de7c",2
"29ba15f4",3
"bc5c6c62",3
"e59f3948",3
"790f130a",3
"58181dde",4
"756b9955",0
"c49f832f",3
"81d9c3ab",3
"7743871a",3
"fd84621a",3
"96dc583f",1
"b3004432",3
"a004747c",3
"096bf242",1
"a3e378d7",3
"09a98b11",3
"03c81048",1
"bfc84c4f",4
"c7296f75",3
"5f75b631",3
"e51f1c19",3
"8e3928a8",3
"16ab6c38",3
"f60b77b6",3
"6433ffb8",3
"da7da58c",1
"538eb1ad",3
"35f76317",3
"5a6d3c9d",1
"568ebcaa",4
"0908f99e",3
"562b4a70",3
"39ef79bf",1
"5527ac14",4
"cf64260f",3
"66aefb4c",3
"c264a60d",3
"b8476e3c",3
"43c63233",3
"884ba4bf",3
"8750c34f",3
"79940eec",3
"f8e2ff64",3
"894bfb74",2
"4d38ea9a",3
"abd4ded3",3
"d4061517",3
"faa18fcf",3
"372612ac",3
"debec199",4
"0019e639",3
"d63c7042",3
"bde32d24",2
"da8856b5",3
"ef5c76a2",4
"f92a383c",3
"0b28e1e6",3
"b5bdd2c0",3
"55d6d9d6",3
"5dc99457",3
"e60daec5",3
"6155dfb1",3
"2fc1f542",1
"c6831a1a",3
"a292b6b9",1
"e3c6666f",3
"817d67e2",2
"29db735d",1
"d692b8fd",0
"3d757149",3
"6a2e46bb",4
"9ddfa6f4",1
"704e48ef",1
"9ab4d4f0",3
"1105e6e4",3
"910ac18e",3
"173b63e3",3
"6e22b92c",3
"254fc48e",3
"653ecce7",3
"9610c47f",4
"2b44d79b",3
"ceb8c699",3
"a24e6d5c",1
"49e2d953",4
"414fdc2d",2
"483b8b36",3
"f0840388",1
"a80b3c6a",3
"a7eca590",3
"4e8103d8",3
"93636217",1
"cfd86d5f",3
"4c82e8d9",3
"52b3464c",3
"471da48e",3
"97a46ed0",3
"95ee19e1",3
"fd03d58f",3
"430f33b4",3
"21f15378",3
"0126d440",4
"d2a36ad7",3
"a0d4b0c6",3
"86958702",3
"9c6e2ae8",3
"7ba5e0ba",3
"fc7f1fa4",3
"8c271f96",3
"9f517b1d",3
"842e9b4a",3
"fc02294b",1
"8cbde3f1",3
"3cf24067",1
"04a89fe5",1
"96c7141f",3
"47744732",4
"0e2fb10e",0
"5b33f5ba",4
"10bde223",3
"59d1741e",1
"53cd4255",3
"bf282b8d",3
"82336cb3",4
"ad7d2e0a",1
"c31ddf1b",3
"4a57ac02",1
"c03b989d",3
"1cda93a0",3
"d7e78522",3
"0a7d73ef",3
"55b9caa7",3
"4c21150f",3
"3a1e276a",3
"c979725d",0
"51756ae8",3
"79842833",0
"22941a0e",4
"36c2cda9",3
"31284a07",3
"2a9334fb",3
"b2016c78",0
"eb2a6152",3
"4417bec6",3
"c3d16880",3
"a50a535d",3
"a5874192",1
"6d5dd269",3
"82f8ddcf",3
"b4cdf2b5",0
"05a3f374",4
"e744a602",3
"e2105b5e",3
"1df5220f",3
"67c4c483",3
"5d84628a",1
"1aa6b403",3
"771d7a30",3
"2a4783ef",1
"c393f05d",1
"efff9c68",3
"565f6516",4
"b1fe338c",0
"9e233597",3
"e7d48217",3
"15021e2e",3
"ca97e67a",3
"2c1e6fb0",2
"f923ea4a",3
"c384a19e",1
"586d03c9",2
"ee25bb70",3
"f61c3e28",3
"dd999733",3
"4a9501a1",1
"6df28603",1
"46c17010",3
"842bc437",3
"73656f9a",3
"190dbdee",3
"69f5306d",1
"5cb66d9b",3
"e7ea5b6a",1
"2d9ba1fb",3
"c0ebc92b",3
"6587a08b",1
"81dd8448",3
"6c89cbfb",3
"6b4c6363",1
"60983419",3
"3105fced",1
"571cfa13",2
"75321004",1
"b5b89ad1",3
"63902163",3
"141fdff9",4
"a37b7d53",3
"f7f6ee05",3
"185658cb",2
"82bc1174",3
"0403b65b",2
"e238932e",0
"0d8763bd",3
"5bcd34bb",3
"29153932",3
"a3b3e48e",3
"b008ec91",4
"e84b88ef",3
"ac69cee7",3
"40eee993",3
"eb59b68b",3
"3ed3d07d",4
"93a9f521",3
"658740ea",3
"a2f70e1c",3
"a4178891",3
"da50bdae",3
"dd0225e6",3
"85bb57ed",3
"09a78ec5",3
"747f9a59",3
"7424df24",1
"a8d6bad3",3
"ae9a6616",3
"352d9a14",0
"d1c53b89",0
"4f80f4c7",3
"4922d35b",3
"5a6271a3",3
"e33c3912",1
"2e859325",3
"b19da5bf",3
"df10eee9",1
"ac091252",3
"d520c4a3",3
"bafc5873",3
"b9dc0253",4
"eba759cd",0
"ff4456c4",1
"586b7a1c",3
"33b16b20",3
"562e6b54",1
"8b3e9e11",4
"f354b998",3
"2471e925",3
"382cf904",2
"edd16f48",3
"dd855277",3
"dd1c059d",1
"c4ec9da3",3
"a5555c86",0
"67688fab",3
"f83fbc90",3
"f12f3230",0
"582c4668",4
"0bc4ce93",1
"e77915ef",1
"a957e529",3
"83975d05",3
"853d80ff",3
"986e0d28",3
"eb198477",3
"1ebf7c16",2
"41858fdf",1
"7dd65ff2",4
"dd26e947",3
"3767f9b9",3
"3b71ed06",1
"b11eecfc",3
"94ea5cef",3
"2fa955fd",0
"358ecc8e",3
"ed45663c",3
"b6c049e2",1
"3e9edf84",4
"4a635360",4
"f47d8a84",1
"dc36b31b",3
"cd585eef",0
"c8e97a97",1
"fd7b9806",3
"678e5d3b",3
"590a8cec",3
"0de84249",3
"ca9e125e",3
"2f6b4454",0
"a51c50eb",2
"83b559e5",2
"bf440e99",0
"ae21f123",0
"d9cfc6eb",3
"0fd7ba4a",0
"f1681ee9",3
"9f1df3d0",3
"481c6e69",3
"d1792a2e",3
"9787129e",0
"11932e7d",1
"9cd89285",3
"d4f4c58b",3
"18ff67ba",3
"4d51cae5",1
"29c06ba0",1
"2bf1879d",3
"5f98b712",3
"3f458620",3
"d9e83eae",3
"cada1c6c",3
"5c76e694",0
"ea11bf3e",3
"6ec05a33",2
"3ab2df3e",3
"4b61910e",3
"32fb6722",3
"1463a232",3
"44b18673",3
"0ba4ea48",3
"177f1298",3
"11304e27",3
"666d7197",3
"63700330",3
"da0bc48e",3
"cf17b19f",1
"efd2afea",1
"567d6a5c",3
"ce61ae9c",3
"8b432d00",1
"23981a83",3
"7ba42ac4",1
"4ce34094",1
"b96a042e",1
"48b78f37",3
"12fa13a4",3
"bac5cad9",3
"ab8a88d4",1
"590874fa",3
"aa9f55fc",3
"b58be789",3
"c62d4787",3
"0680b00d",4
"e95541e5",3
"86f812a6",4
"059cb926",3
"61af2479",2
"5048ee7d",2
"42c32ba9",3
"3b524646",3
"92279909",3
"23b1bbe4",3
"c46ec644",3
"c01b8880",1
"abf9bc9c",3
"c44b2c02",3
"7b965956",3
"87523bd5",1
"d811e5f7",1
"1fd6a5ad",3
"eede3454",3
"d313cbb6",1
"09fa700c",3
"b0b34bd6",3
"9370907b",3
"c0e44bb0",3
"765d6edd",3
"9065edcd",2
"584f3df0",1
"148e6056",2
"059d594b",3
"9a6ca337",1
"98523d43",4
"f5d89bac",4
"990a7018",3
"e656f67d",1
"8a4647d2",3
"f2ddab42",3
"df1cde26",3
"8965245f",3
"99071589",0
"b8b7109c",4
"fbe3f97c",0
"8e6dc1fe",2
"8e97b7b9",1
"8a5ca783",3
"4611bf9d",1
"ed13091d",3
"f1fbc9ea",3
"a30e5b28",3
"583c0e20",3
"d8001b23",3
"2a41f459",3
"59b0a29f",3
"87edf05f",3
"acba9049",3
"ce8fefd6",4
"37428727",3
"6e23c413",3
"d5d7a9c8",1
"1d43c56e",1
"7bbc47be",3
"27bf1be1",3
"aca097fd",2
"8e66fe9e",3
"4923f5fc",1
"92b49db0",3
"8476a155",3
"91d0e044",3
"15a68aba",3
"235bceb7",1
"ef1c8bff",3
"0bc19d01",3
"2aa76e51",2
"5760bac2",3
"12a436e0",3
"a3aebe23",3
"cf907e44",3
"3a60a800",3
"38538aea",3
"0f018135",3
"74f50572",3
"6dbf188e",3
"d62c2af7",3
"0cbb9152",3
"e3fa44c2",0
"943a655f",3
"f08b6fd4",3
"fa4a71c4",3
"4efb67ad",3
"8ab7ea15",1
"f8f1b935",3
"384e996b",2
"61b62cfe",3
"59a221b4",4
"07b22fcb",3
"26178553",3
"9ea836fb",1
"344acad2",4
"932f9ab3",3
"eab571ac",1
"2b04eed5",4
"3df2a9c6",1
"d3bb4e20",3
"ad0856a7",3
"c061bc22",3
"bb1ce073",3
"8ee06293",3
"388de4a9",3
"e08f9052",3
"bf5ee9a3",3
"8d1c5fcd",1
"fb47c075",3
"593d17ab",1
"799b0424",0
"2b4962c4",3
"ff228fc0",1
"cdd5d2b8",3
"cf78c5d3",1
"756fc1a3",1
"3848d966",3
"73b655de",3
"8be6d66d",3
"0e383277",3
"f9f35b72",3
"289a916f",1
"07e10e17",3
"4be61fe5",3
"eab4d1c8",3
"7c5fb913",3
"87b02276",1
"e8b65a6e",3
"b6ce7a60",4
"29a877cc",1
"83cdf552",3
"47757197",3
"532a0f2e",3
"e3bc62fd",0
"dab32179",1
"f033e62b",0
"a7898028",3
"ac96a0ae",3
"4b1de348",3
"5b1c259b",3
"0a96ba14",3
"f58616fc",1
"942eb962",3
"c55c1870",1
"a67128aa",1
"cdfabedd",3
"0c01c297",3
"e149c671",0
"75fb186b",2
"b5b0989d",3
"59b946ec",3
"669d7908",1
"e3e3671d",2
"7d534a22",3
"8a9c0b31",3
"119b58c1",3
"f1d4b241",3
"5d85feba",4
"4e93df98",3
"cb160cb6",3
"46edf4e7",2
"ad61bf4a",3
"df2e35ac",3
"9e7e89aa",2
"8a62b23e",3
"dd988d26",1
"e81875cc",1
"10cafd5d",3
"cc07bc6b",1
"cf095be8",1
"b37cd51a",2
"07a578c6",0
"d0848f72",1
"603625b8",3
"9f06d41a",2
"71505b42",3
"340f11a1",1
"6a170145",3
"da98e990",1
"8808be0f",2
"6fb0cf9a",2
"001dfc31",3
"8a1eac6c",1
"e5001475",1
"6e42a750",1
"60e18ff0",2
"129e502f",3
"48b62daf",3
"9234bb45",3
"c7d574c6",1
"3f77e3c0",2
"c373332d",3
"549e6f8a",3
"d3b74932",3
"7dadd223",3
"cd5258f1",3
"bc4487c3",3
"ff076317",3
"e37da703",3
"3bf42ff8",3
"0244969f",3
"7305815b",1
"d4939ac7",2
"2b2c93bf",3
"11f374e4",3
"20c04bf6",3
"e5e7fb2a",3
"d266be76",1
"ef78536e",3
"b63ed6a3",3
"d047dc24",3
"4b192d15",1
"bb1f8e98",3
"b933ea3e",1
"c4fdfcf9",3
"aecaf49d",1
"9e5d8dd7",3
"cc21b406",3
"6b3e4ea5",3
"ebd770d9",3
"0fc6c79d",3
"0f9fc484",1
"9d996a99",1
"376cf57e",0
"bbaa0656",1
"5c5ba7e7",3
"e143cab4",3
"ccbde2a4",1
"d4dbe510",3
"b8fc5d04",3
"7b8eb899",3
"f578dce1",4
"d0ccea84",3
"c1da9089",3
"38984efc",1
"8fe86696",4
"0b7a3edd",3
"813ff7ee",3
"cfad0af2",2
"fc7bc90c",3
"7d7061fb",0
"053db417",1
"8d5e4da2",3
