person,marca_favorita_apple,marca_favorita_asus,marca_favorita_lenovo,marca_favorita_lg,marca_favorita_motorola,marca_favorita_no tiene,marca_favorita_quantum,marca_favorita_samsung,marca_favorita_sony,nivel_de_actividad_Muy Bajo,nivel_de_actividad_Bajo,nivel_de_actividad_Medio,nivel_de_actividad_Alto,nivel_de_actividad_Muy Alto,dias_en_plataforma,dias_distintos_con_eventos,eventos_totales_generados
46b8aab0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36.55634259259259,2,34
46bcfb37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,101.00186342592593,7,68
46bd4d48,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.045937500000000006,1,60
46bfd4fa,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.1772685185185185,2,22
46c06a69,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0007986111111111112,1,9
46c17010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4315625,3,60
46c24057,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32.06729166666667,7,157
46c2a2b2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40.46811342592593,20,518
46c54ed6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.945578703703704,6,416
46c6afbd,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0004398148148148148,1,4
46c8ef19,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.09118055555555557,1,21
46c99cbe,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9.225173611111112,5,53
46c99e57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.011458333333333334,1,9
46c9f36b,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.006574074074074074,1,37
46cacfef,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.472222222222222e-05,1,4
46cd15a7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.012060185185185186,1,22
46ce3eae,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0006481481481481481,1,9
46cf84fc,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.5942824074074076,2,30
46d167b0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1
46d23cdd,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,4
46da508e,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44.72151620370371,8,83
46daa584,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98.2995486111111,6,138
46db0c62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,103.79229166666667,51,384
46dc33db,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0013310185185185187,1,12
46dca584,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8055439814814814,2,8
46e103fb,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.004548611111111111,1,7
46e35ab6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.00636574074074074,1,8
46e64f07,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.014953703703703703,1,18
46e759ac,1,0,0,0,0,0,0,0,0,0,0,0,1,0,137.77622685185185,25,291
46e9c972,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6634606481481482,1,26
46ec6279,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.13532407407407407,1,30
46edf4e7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0005902777777777778,1,4
46efb8f2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,78.08427083333333,3,14
46f084a2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,78.66226851851852,3,39
46f1621f,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0344212962962963,1,20
46f2e386,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.004606481481481481,1,17
46f87f66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.020520833333333332,1,25
46fdb667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.009837962962962963,1,42
470d8ba0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15.125081018518518,3,29
47115006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.287743055555556,4,24
47131054,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0012847222222222223,1,9
4716c42b,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.03732638888888889,1,6
471716a2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3148148148148147e-05,1,4
47185459,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.029722222222222,2,40
4719b325,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.583877314814815,6,174
471d00ac,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0028009259259259263,1,8
471da48e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3633217592592593,1,25
471ec840,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.00017361111111111114,1,4
471fb833,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.008078703703703704,1,11
4726b842,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0019560185185185184,1,8
472780ac,0,0,0,0,1,0,0,0,0,0,1,0,0,0,23.290196759259263,5,49
472ef4db,0,0,0,0,0,0,0,1,0,1,0,0,0,0,93.73930555555556,5,64
472f1564,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.028310185185186,2,13
47344725,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.003148148148148148,1,21
4736d62f,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.99758101851852,4,48
473772bb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0874652777777776,2,31
47403d42,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.016828703703704,2,123
4740f3d4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.015416666666666667,1,52
47467a12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.03207175925925926,1,44
4746e83a,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2000810185185184,2,16
4747f911,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9992013888888889,3,21
47481c7c,1,0,0,0,0,0,0,0,0,0,1,0,0,0,39.08400462962963,5,59
474b07da,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.01480324074074074,1,39
474b5a0f,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.458078703703705,4,79
474d66b8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0011458333333333333,1,11
474eaf8d,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.9321064814814815,2,26
4750b544,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04142361111111111,1,10
47530a77,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.10971064814814815,1,67
47539d05,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.000462962962962963,1,5
4755fc35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5761458333333334,3,25
47562eef,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,4
475695c9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,61.475625,2,39
47571c42,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.00016203703703703703,1,4
475763dd,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0007754629629629629,1,3
47596c5e,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8.774456018518519,2,14
4759b4df,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.5119444444444445,2,43
475b2479,0,0,0,0,0,0,0,1,0,1,0,0,0,0,87.94032407407408,4,56
475b2bba,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27372685185185186,1,54
475d949e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0016782407407407408,1,15
47625bd4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.960868055555556,2,29
47674b5d,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53.57881944444444,7,124
476ea088,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00016203703703703703,1,4
476f312e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19.917361111111113,4,30
476f689e,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0033449074074074076,1,7
47709e82,0,0,0,0,0,0,0,1,0,1,0,0,0,0,53.18008101851852,6,32
47710d5d,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.730185185185185,11,221
47719c6a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00045138888888888887,1,4
47732654,0,0,0,0,0,0,0,1,0,1,0,0,0,0,52.01876157407408,3,27
47744732,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.00011574074074074075,1,4
477539e0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.087824074074074,3,22
47757197,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.861747685185184,3,31
47758092,1,0,0,0,0,0,0,0,0,1,0,0,0,0,36.8981712962963,3,36
4779df51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,34.66583333333333,2,184
477db4bb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07368055555555555,1,38
477e3dd7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,142.06113425925926,6,112
477eb02b,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.1371296296296296,2,11
47804f4c,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0014467592592592594,1,11
4785c6a1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1574074074074073e-05,1,4
47865472,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.06452546296296297,1,56
4787c0d9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.968275462962963,2,8
47885406,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47.60396990740741,7,79
478afbaf,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.743379629629629,2,11
478bfa72,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.925335648148149,3,14
478c4c35,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.01857638888888889,2,13
478db08a,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7881018518518519,3,86
478e1080,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26.929814814814815,2,20
478e8618,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.391412037037037,3,37
478fe4a2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0001273148148148148,1,3
4794cf37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.235115740740742,5,333
47964c6d,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3146412037037037,1,25
479dd35c,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7133217592592593,1,55
479f9eed,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0030324074074074073,1,8
47a06d18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1650347222222222,2,25
47a0759b,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7859490740740741,2,62
47a13e57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.646099537037037,3,15
47a73972,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.240231481481482,6,149
47a783b9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19.951064814814814,3,61
47ac5ac8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1
47aeecfd,0,0,0,0,0,0,0,1,0,0,0,1,0,0,131.146875,14,123
47af0fc1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0006712962962962964,1,8
47af3d59,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50.86616898148148,15,276
47aff717,0,0,0,0,0,0,0,1,0,0,1,0,0,0,35.048229166666665,5,52
47b22e12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8637268518518518,1,29
47b2f90d,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.2478703703703704,2,37
47b3202f,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.077037037037037,4,100
47b37701,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.014039351851851851,1,14
47b4c309,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0018287037037037037,1,38
47b6e118,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.449247685185185,2,10
47b7b62a,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19.509699074074074,4,68
47bb4642,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.5642129629629629,3,52
47bbcb3a,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9444212962962963,2,36
47bcaf73,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00045138888888888887,1,4
47be783f,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.9996180555555556,2,17
47bf8df3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16400462962962964,1,27
47c1ffea,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.014953703703703703,1,22
47c33c75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,54.925057870370374,13,151
47c7e670,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0002546296296295,2,44
47cc22f6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0010185185185185184,1,7
47d0f8f4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0028356481481481483,1,30
47d43e66,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2708449074074073,2,52
47d4fb9b,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0528703703703703,2,15
47d8de9a,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.1176504629629629,2,62
47dc3ed5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.094074074074074,4,21
47dcd6ed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0021875,1,22
47dd797a,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39.95375,8,117
47e0e524,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00016203703703703703,1,3
47e17caa,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6740625,3,60
47e43d99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.167291666666667,3,22
47e72d13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.44837962962963,4,132
47e835a9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.133310185185185,2,62
47e87546,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0019328703703703704,1,11
47e9a32b,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.24649305555555556,2,6
47ee7dcf,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4677777777777778,3,47
47f028b2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.010462962962962962,1,29
47f052de,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.001736111111111111,1,8
47f12ec3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,137.00262731481482,3,27
47f39c3d,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.003275462962962963,1,17
47f62c98,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.251342592592593,2,14
47f681fc,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00037037037037037035,1,6
47f6f2f9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.91238425925926,2,48
47f72ace,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.48863425925926,5,107
47f7fd79,0,0,0,0,0,0,0,1,0,1,0,0,0,0,69.98516203703704,2,25
47fb3614,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.015,2,8
47fcacd6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0004050925925925926,1,8
47fd7ea7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105.924375,7,115
47fe1b7a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.6296296296296294e-05,1,4
47fed056,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.924270833333334,2,17
4800ca6b,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.870520833333334,3,66
4802fc6c,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0046875,1,16
48053ed7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.053356481481481484,1,66
48059e61,1,0,0,0,0,0,0,0,0,0,0,0,1,0,136.97756944444444,12,353
48059f7b,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.004837962962962963,1,8
48071045,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26.57704861111111,10,384
48098b3a,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.501284722222222,3,17
480d5f8b,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02431712962962963,1,20
480e91f5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.522673611111111,3,55
480fa062,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0014699074074074076,1,14
4811034b,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0014699074074074076,1,4
4811a025,1,0,0,0,0,0,0,0,0,0,0,1,0,0,61.87625,10,76
4811aa49,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.4544328703703704,1,5
481211a3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29.144953703703703,10,135
48128d43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0020717592592592593,1,11
4812e94f,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.120787037037037,8,350
4812fee1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0012152777777777778,1,6
48131c28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.6296296296296294e-05,1,3
48166f63,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.153321759259259,4,48
48171cf3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.013333333333333334,1,26
4818d53e,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24.10320601851852,13,106
48198767,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.005405092592592593,1,26
481aa75a,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.610798611111112,5,184
481c6e69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9471990740740743,2,47
481de46a,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0004166666666666667,1,5
482067ed,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00010416666666666667,1,4
48210f7e,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7931944444444445,3,110
48253963,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0059490740740740745,1,8
4827893a,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.004652777777777,3,32
4827f80a,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1969212962962963,1,40
482f62d6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.008969907407407407,1,48
48303eb4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0018402777777777777,1,12
483045e9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0024189814814814816,1,7
4833c085,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05555555555555555,1,19
48365039,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00949074074074074,1,47
483b8b36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.032291666666667,3,15
483c4300,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.009895833333333333,1,6
483e3b33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0029976851851851853,1,13
483ea857,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.25017361111111,3,44
48412db1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.22435185185185186,1,5
48463dbc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0018865740740740742,1,5
484684ee,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.864155092592593,2,17
48488f7d,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.727488425925927,10,136
484c16ad,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.039363425925926,2,51
484dac67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0022800925925925927,1,5
484dad31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.062581018518518,12,189
484ed217,0,0,0,0,0,0,0,1,0,0,0,0,1,0,126.14518518518518,32,218
4851cace,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.044143518518518526,1,27
4858040e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11.508333333333335,5,41
48581fab,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18.900324074074074,7,88
48595464,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.906863425925927,14,412
48598298,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11.566666666666668,4,72
485ce638,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57.20400462962963,6,85
4862f255,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.984224537037037,6,107
48658458,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0052430555555555555,1,22
486661c7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.493252314814815,3,78
4868d412,0,0,0,0,0,0,0,1,0,1,0,0,0,0,87.0634375,4,59
4869e91e,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.004849537037037037,1,9
486c3ab7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,86.11769675925926,5,37
486e117c,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0012037037037037038,1,9
486eb592,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23.062164351851855,10,453
48716370,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.887326388888889,9,184
48733a28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.16049768518518517,1,52
4873ec71,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0062268518518518515,1,11
4875fe11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.103321759259259,2,46
48797845,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.018333333333333333,1,55
487c82f8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.1574074074074073e-05,1,2
487e6bbe,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.672094907407407,3,61
48829cf5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.10251157407407407,1,16
488401c2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.009976851851851851,1,34
4885061a,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.259259259259259e-05,1,4
4885ee99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.013680555555555555,1,16
4886f805,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.016064814814814816,1,9
4888a205,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.010150462962962964,1,30
48894f8d,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.03453703703703704,1,32
488b78f6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0034837962962962965,1,11
488d3df4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0036458333333333334,1,9
48906be3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0006481481481481481,1,7
4891fd90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,90.01766203703704,16,269
48920a9b,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0018402777777777777,1,8
4893accc,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1
489561de,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.263946759259259,2,32
48971f23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,106.80019675925926,8,95
48986e93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.094351851851853,3,35
4899be9e,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.67907407407408,3,29
489dca13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.472222222222222e-05,1,4
489e2db9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0003935185185185185,1,4
489e6078,1,0,0,0,0,0,0,0,0,0,0,1,0,0,52.31752314814815,8,142
489fecd5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43.021655092592596,3,36
48a04efe,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.774733796296296,5,51
48a18898,1,0,0,0,0,0,0,0,0,0,0,1,0,0,132.85381944444444,15,120
48a33392,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0026967592592592594,1,7
48aa9ea1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0036226851851851854,1,11
48ac92d6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.622476851851852,2,36
48acfba1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.008148148148148147,1,8
48ad52d0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.975462962962963,2,26
48ae5e12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30.915324074074075,3,45
48af3a66,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12.177418981481482,4,117
48afa4ea,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.9337268518518522,2,36
48b39f36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.942650462962963,2,10
48b4211d,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.008958333333333334,1,12
48b62daf,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.542638888888889,3,128
48b67d84,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.00369212962962963,1,19
48b78f37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12.107534722222223,2,35
48b8d544,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002384259259259259,1,15
48b98d4c,0,0,0,0,0,0,0,1,0,1,0,0,0,0,70.41582175925926,9,35
48bb142f,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24.85380787037037,4,59
48bc41c0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5916087962962963,2,22
48bd9c86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00016203703703703703,1,4
48be1adb,0,0,0,0,0,0,0,1,0,1,0,0,0,0,63.26795138888889,3,26
48c14a63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0022453703703703702,1,6
48c3769b,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0003935185185185185,1,4
48c6458b,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1574074074074073e-05,1,3
48c73020,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.001736111111111111,1,8
48ca18ca,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.67980324074074,4,34
48cb1cb1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,52.835,9,147
48cb8adf,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0386921296296296,2,128
48cc5a21,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17.61716435185185,3,52
48ccb89c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0003356481481481482,1,4
48cce371,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.9309722222222225,4,85
48cebe9c,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.8687962962962965,2,21
48ced658,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0960300925925925,3,35
48d2e386,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.068113425925926,2,21
48d4712b,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2908796296296297,2,19
48d982ac,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.101851851851852e-05,1,4
48da7c7c,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18.10962962962963,3,33
48de81bc,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.8694097222222226,2,18
48dec03f,0,0,0,0,0,0,0,1,0,1,0,0,0,0,64.4137962962963,5,33
48e00d4b,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68.96097222222222,9,545
