,person,has_converted_before,most_viewed_sku,most_viewed_color_Preto,most_viewed_color_Branco,most_viewed_color_Dourado,region_brasil_Sao Paulo,region_brasil_Unknown,region_brasil_Minas Gerais
6365,43b4268c,0.0,15835.0,0,0,0,0,0,0
6366,b443e555,0.0,291.0,0,0,1,0,0,0
6367,f66c28cd,0.0,8539.0,0,0,1,0,0,0
6368,a6158c50,0.0,12744.0,0,0,1,0,1,0
6369,4746e83a,0.0,3203.0,0,0,1,1,0,0
6370,ac9e1ec1,0.0,8161.0,0,0,0,0,0,0
6371,5f5bbf21,0.0,2750.0,0,0,0,0,0,0
6372,b22fe42a,0.0,13276.0,0,0,1,1,0,0
6373,90552e6c,0.0,6889.0,0,0,0,0,0,0
6374,687b860e,0.0,2840.0,0,0,1,0,1,0
6375,1459f687,0.0,15835.0,0,0,0,1,0,0
6376,e3e8282f,0.0,8609.0,1,0,0,0,0,0
6377,36dec949,0.0,6357.0,1,0,0,1,0,0
6378,319e82b6,0.0,7237.0,1,0,0,0,0,0
6379,75ef34e0,0.0,2694.0,0,0,1,0,0,0
6380,3e2a25e3,0.0,172.0,1,0,0,0,0,1
6381,63990fed,0.0,9216.0,0,0,1,0,1,0
6382,b67b2274,0.0,15550.0,0,0,0,0,0,0
6383,6d9760b0,0.0,15368.0,0,0,1,1,0,0
6384,f616bef3,0.0,12535.0,0,0,0,0,0,0
6385,e8b2d5f8,0.0,1317.0,0,0,1,0,1,0
6386,7d628ae5,0.0,6818.0,0,0,1,0,1,0
6387,e45c10f9,0.0,6411.0,0,0,1,1,0,0
6388,624d7cf4,0.0,12744.0,0,0,0,0,0,0
6389,6cbab712,0.0,1381.0,0,0,0,0,0,0
6390,a1240e08,0.0,10322.0,0,0,1,0,0,0
6391,c40e2f16,0.0,2773.0,0,0,0,1,0,0
6392,0d35538d,0.0,8261.0,0,0,0,0,1,0
6393,88b96418,0.0,8443.0,1,0,0,1,0,0
6394,77102f4d,0.0,6411.0,0,0,1,1,0,0
6395,34840c9d,0.0,6833.0,0,0,0,0,0,0
6396,bbc228b2,0.0,7967.0,1,0,0,0,0,0
6397,d3201bee,0.0,7028.0,0,0,0,1,0,0
6398,57aa856e,0.0,12744.0,0,0,0,0,0,0
6399,1e24c79d,0.0,15639.0,1,0,0,0,0,0
6400,c1f05daf,0.0,305.0,0,0,0,1,0,0
6401,4cf1622a,0.0,10156.0,0,0,0,1,0,0
6402,d9daa0e9,0.0,1342.0,0,0,1,0,0,0
6403,158fb93c,0.0,10924.0,1,0,0,0,0,0
6404,33d619a9,0.0,8994.0,0,0,0,1,0,0
6405,5a5d3b0a,0.0,10952.0,0,0,0,0,0,0
6406,0ff0c103,0.0,3648.0,0,1,0,0,0,0
6407,e30d4b75,0.0,13109.0,0,0,0,1,0,0
6408,09f6ec08,0.0,9470.0,0,0,0,1,0,0
6409,ae0f6ee1,0.0,9286.0,0,0,1,0,0,0
6410,6c062792,0.0,8219.0,0,0,1,0,0,0
6411,48e2e6af,0.0,9902.0,0,0,0,0,0,0
6412,6a08a60c,0.0,7183.0,0,0,1,0,0,0
6413,4b1c554f,0.0,6343.0,0,1,0,0,1,0
6414,17ca5ad7,0.0,6411.0,0,0,1,1,0,0
6415,f6e271aa,0.0,8443.0,1,0,0,0,0,1
6416,fe0e5dc6,0.0,15338.0,0,0,1,0,0,0
6417,8cba4096,0.0,12730.0,1,0,0,0,0,1
6418,b95d7943,0.0,12549.0,0,0,0,0,0,0
6419,474eaf8d,0.0,6371.0,0,0,1,0,0,0
6420,4787c0d9,0.0,6875.0,0,0,0,1,0,0
6421,d84fbe66,0.0,7126.0,0,0,0,1,0,0
6422,7a28e732,0.0,3299.0,0,0,1,1,0,0
6423,382a8185,0.0,3169.0,1,0,0,0,0,0
6424,0883e978,0.0,2693.0,0,0,0,0,1,0
6425,599dbe5b,0.0,6253.0,0,0,0,1,0,0
6426,90a7b85a,0.0,8499.0,0,0,0,0,1,0
6427,3c8232a3,0.0,3372.0,0,0,0,1,0,0
6428,2ce0f783,0.0,6369.0,0,0,1,0,0,1
6429,b840b992,0.0,7070.0,0,0,1,0,0,0
6430,092979db,0.0,7070.0,0,0,1,1,0,0
6431,d6b69511,0.0,2720.0,1,0,0,0,0,0
6432,d712aba7,0.0,6873.0,0,0,0,1,0,0
6433,6cac1678,0.0,6371.0,0,0,1,0,1,0
6434,410b4b19,0.0,7140.0,0,0,0,1,0,0
6435,1b6dcd58,0.0,276.0,0,0,0,0,0,0
6436,2e3901e7,0.0,6357.0,1,0,0,0,0,0
6437,13e69b99,0.0,10154.0,0,0,1,0,0,0
6438,03db8124,0.0,2839.0,0,0,1,0,1,0
6439,08f9ea70,0.0,2929.0,1,0,0,0,0,0
6440,8beec6ad,0.0,6581.0,0,0,0,0,0,0
6441,4046a8e8,0.0,2723.0,0,1,0,1,0,0
6442,5f50a07c,0.0,3647.0,0,1,0,1,0,0
6443,23a0bb1e,0.0,12380.0,0,0,0,0,0,0
6444,0e9e5344,0.0,12464.0,1,0,0,1,0,0
6445,70aa6b65,0.0,9272.0,1,0,0,1,0,0
6446,280ed189,0.0,2787.0,0,1,0,1,0,0
6447,3898858d,0.0,8513.0,1,0,0,0,1,0
6448,b66afdbf,0.0,7070.0,0,0,1,0,0,0
6449,b7a8a352,0.0,7014.0,0,0,1,0,0,0
6450,bf7e5ffb,0.0,9274.0,0,0,0,0,1,0
6451,930a5847,0.0,10113.0,0,0,0,0,0,0
6452,3f5fc7a0,0.0,9286.0,0,0,1,0,1,0
6453,375045de,0.0,12548.0,0,0,0,0,0,0
6454,e959ed3f,0.0,276.0,0,0,0,1,0,0
6455,c2bdf6ec,0.0,6369.0,1,0,0,0,0,0
6456,294764f8,0.0,7070.0,0,0,1,0,1,0
6457,26078b16,0.0,12535.0,0,0,0,0,0,0
6458,44d60643,0.0,6986.0,0,0,0,1,0,0
6459,af5bcc3a,0.0,6845.0,0,0,1,0,0,0
6460,811f2358,0.0,7183.0,0,0,1,1,0,0
6461,bde0c1fa,0.0,12282.0,1,0,0,0,1,0
6462,2c4cedc4,0.0,8443.0,1,0,0,0,0,0
6463,faf74076,0.0,7321.0,1,0,0,0,1,0
6464,91c6b610,0.0,725.0,1,0,0,0,0,0
6465,67014c09,0.0,3371.0,0,0,1,0,1,0
6466,ee6a5c97,0.0,10953.0,0,0,0,0,1,0
6467,21a2811d,0.0,15368.0,0,0,1,0,0,0
6468,6d031c53,0.0,7238.0,1,0,0,0,0,0
6469,a6bdd8a8,0.0,6929.0,0,0,0,0,0,0
6470,68e3709c,0.0,6845.0,0,0,1,1,0,0
6471,eb257f49,0.0,7098.0,0,0,0,0,0,0
6472,bd190f6b,0.0,15368.0,0,0,1,0,0,0
6473,0af117af,0.0,10464.0,1,0,0,1,0,0
6474,b871c8f2,0.0,9146.0,1,0,0,0,0,0
6475,e21f539a,0.0,1333.0,0,0,0,0,0,0
6476,331d5c4d,0.0,4956.0,1,0,0,0,1,0
6477,c00ef98c,0.0,9272.0,1,0,0,0,0,0
6478,7b2a8136,0.0,6413.0,0,0,1,0,1,0
6479,92b8f188,0.0,8966.0,0,0,0,1,0,0
6480,2bfb1865,0.0,2698.0,0,0,0,1,0,0
6481,aac41478,0.0,6805.0,0,0,0,0,0,1
6482,cb708b28,0.0,284.0,0,0,0,0,0,0
6483,3e53a568,0.0,2820.0,0,1,0,1,0,0
6484,9a36b57e,0.0,15369.0,0,0,1,1,0,0
6485,545926e2,0.0,8499.0,0,0,0,0,0,0
6486,97e22e1f,0.0,6874.0,0,0,0,0,0,0
6487,cd13bb38,0.0,6706.0,0,1,0,1,0,0
6488,3d8685fa,0.0,10884.0,1,0,0,0,0,0
6489,ac5d4f7c,0.0,10126.0,0,0,1,0,0,0
6490,0eb4b5b8,0.0,6253.0,0,0,0,0,0,1
6491,6eb6f888,0.0,12730.0,0,0,0,1,0,0
6492,fb5d76c1,0.0,10462.0,1,0,0,1,0,0
6493,e4fcc802,0.0,8443.0,0,0,1,0,0,0
6494,f70fdc88,0.0,6001.0,0,0,0,0,0,0
6495,4fcb4c87,0.0,2963.0,1,0,0,0,0,0
6496,dba05694,0.0,7631.0,1,0,0,0,0,0
6497,8f40a8b3,0.0,0.0,0,0,0,0,0,0
6498,2001285c,0.0,2829.0,0,0,0,1,0,0
6499,42c4ff67,0.0,9217.0,1,0,0,0,1,0
6500,13c34689,0.0,9286.0,0,0,1,0,1,0
6501,49a63a84,0.0,381.0,1,0,0,1,0,0
6502,604fc388,0.0,6357.0,1,0,0,0,1,0
6503,83805074,0.0,4956.0,1,0,0,0,0,0
6504,75a2bed8,0.0,8413.0,0,0,0,0,1,0
6505,c9766b29,0.0,1342.0,0,0,1,0,0,0
6506,625348e0,0.0,3300.0,0,0,1,0,0,0
6507,4ec0adfb,0.0,6371.0,0,0,1,0,0,0
6508,1910c8db,0.0,6903.0,0,0,1,1,0,0
6509,dac1decf,0.0,7098.0,0,0,0,1,0,0
6510,2423fd5c,0.0,1333.0,0,0,0,0,0,0
6511,fd6d97ff,0.0,2829.0,0,0,0,0,0,0
6512,ec723eda,0.0,6931.0,0,0,0,0,0,0
6513,3eb8bf27,0.0,284.0,0,0,0,1,0,0
6514,936743c0,0.0,3205.0,1,0,0,0,1,0
6515,44b89a94,0.0,12241.0,0,0,1,0,0,0
6516,8a271d38,0.0,15340.0,0,0,1,0,1,0
6517,85b364f5,0.0,10462.0,1,0,0,0,0,0
6518,c2158104,0.0,7027.0,0,0,0,0,0,0
6519,4980e321,0.0,8469.0,0,0,0,0,0,0
6520,0aa97722,0.0,12758.0,1,0,0,0,1,0
6521,7f82f002,0.0,6903.0,0,0,1,0,0,0
6522,863be05c,0.0,12758.0,1,0,0,0,0,0
6523,f759767c,0.0,13276.0,0,0,0,0,0,0
6524,e0379de8,0.0,9232.0,0,0,0,1,0,0
6525,ac1514ed,0.0,6845.0,0,0,1,1,0,0
6526,758def4f,0.0,2830.0,0,0,0,0,0,1
6527,354ac5e6,0.0,10155.0,0,0,0,0,0,0
6528,9b46adea,0.0,3347.0,0,1,0,1,0,0
6529,22d27f48,0.0,5907.0,0,0,0,0,0,0
6530,5513ea0f,0.0,9931.0,0,0,0,0,0,0
6531,7fb9ac13,0.0,9301.0,1,0,0,0,0,0
6532,2eec3922,0.0,12802.0,0,0,0,1,0,0
6533,08ae99c4,0.0,5907.0,0,0,0,0,0,0
6534,71d6883a,0.0,15383.0,1,0,0,0,0,0
6535,dc2c0542,0.0,10940.0,1,0,0,0,0,0
6536,5270b96c,0.0,10448.0,0,0,0,0,0,0
6537,b59321bb,0.0,6413.0,0,0,1,1,0,0
6538,c5ca4da4,0.0,8555.0,0,0,0,0,0,0
6539,874f11b7,0.0,723.0,1,0,0,0,0,0
6540,f20b6cc7,0.0,12450.0,1,0,0,0,0,0
6541,ceed0363,0.0,7001.0,0,0,0,0,0,0
6542,69c77918,0.0,9329.0,1,0,0,0,0,1
6543,808e9bfb,0.0,3109.0,0,0,1,0,0,0
6544,f9480ad6,0.0,6315.0,1,0,0,0,1,0
6545,983e548d,0.0,305.0,0,0,0,0,0,1
6546,62c7dc92,0.0,8246.0,0,0,0,1,0,0
6547,0b703d67,0.0,12732.0,0,0,0,0,1,0
6548,f9b28f35,0.0,3063.0,0,0,0,0,0,0
6549,0454bd8b,0.0,0.0,0,0,0,0,1,0
6550,bea85960,0.0,284.0,0,0,0,0,1,0
6551,2b489177,0.0,6413.0,0,0,0,0,0,0
6552,4deefdb8,0.0,15368.0,0,0,1,1,0,0
6553,1c646973,0.0,2703.0,0,1,0,0,0,0
6554,23f4684f,0.0,8203.0,0,0,1,0,1,0
6555,86eee647,0.0,12802.0,0,0,0,0,0,0
6556,be8ef1b1,0.0,2939.0,1,0,0,1,0,0
6557,0fed7326,0.0,9286.0,0,0,1,0,0,0
6558,552c207d,0.0,3063.0,0,0,0,0,0,1
6559,fda72415,0.0,5207.0,1,0,0,1,0,0
6560,a2bbd2d2,0.0,7673.0,1,0,0,0,0,0
6561,8480655f,0.0,6917.0,0,0,0,0,0,0
6562,aa57b638,0.0,1302.0,0,0,0,1,0,0
6563,ae8c9d85,0.0,8205.0,0,0,0,0,1,0
6564,68d9c289,0.0,2987.0,1,0,0,0,0,0
6565,c767dee4,0.0,12760.0,1,0,0,1,0,0
6566,06824520,0.0,10322.0,0,0,0,0,1,0
6567,6bd1ecd3,0.0,3371.0,0,0,1,1,0,0
6568,6ad13661,0.0,6705.0,0,1,0,0,0,1
6569,454693a7,0.0,13180.0,1,0,0,1,0,0
6570,7f199c11,0.0,12380.0,1,0,0,0,0,0
6571,65f76522,0.0,9218.0,1,0,0,1,0,0
6572,cf7d0dc5,0.0,9343.0,0,0,1,0,0,0
6573,3ea5db3e,0.0,6343.0,0,1,0,0,0,0
6574,542593d5,0.0,8965.0,0,0,1,0,0,0
6575,125e70a4,0.0,8397.0,1,0,0,0,0,0
6576,8d321b20,0.0,1310.0,0,0,0,0,0,0
6577,15dd64f8,0.0,8497.0,0,0,0,0,1,0
6578,980823f7,0.0,11892.0,0,0,1,0,0,0
6579,f747996a,0.0,9216.0,1,0,0,0,1,0
6580,ae8f07a8,0.0,10322.0,0,0,0,0,0,0
6581,7239cdb0,0.0,9930.0,0,0,0,0,1,0
6582,6647d712,0.0,7714.0,1,0,0,0,0,0
6583,776fc08b,0.0,9932.0,0,0,0,1,0,0
6584,ac39e899,0.0,6001.0,0,0,1,0,0,0
6585,6a8ca4c3,0.0,6371.0,0,0,1,0,0,0
6586,85369b4a,0.0,8498.0,0,0,0,0,0,0
6587,3c5407b3,0.0,1334.0,0,0,0,0,1,0
6588,9923c138,0.0,3287.0,1,0,0,1,0,0
6589,399623d3,0.0,6343.0,0,1,0,0,1,0
6590,5bbc21a5,0.0,12730.0,0,0,0,0,0,0
6591,a61668fd,0.0,8513.0,1,0,0,1,0,0
6592,11d7273d,0.0,10322.0,0,0,0,0,0,0
6593,943bf4d6,0.0,7966.0,1,0,0,0,0,0
6594,cf09301f,0.0,8497.0,0,0,1,0,1,0
6595,21823013,0.0,318.0,0,0,0,0,1,0
6596,81938bbb,0.0,8978.0,0,0,0,0,0,0
6597,4fb775d3,0.0,10938.0,1,0,0,0,0,0
6598,d7ca50dc,0.0,1405.0,0,0,0,0,0,0
6599,5d05781b,0.0,9272.0,1,0,0,0,0,1
6600,3b5a4ed7,0.0,8441.0,1,0,0,1,0,0
6601,cf616a57,0.0,6873.0,0,0,1,1,0,0
6602,324f046c,0.0,6637.0,1,0,0,0,0,1
6603,e6af0b42,0.0,2963.0,1,0,0,0,0,0
6604,17347527,0.0,12508.0,0,0,0,0,1,0
6605,d5deb55e,0.0,9329.0,1,0,0,0,0,0
6606,3158dceb,0.0,116.0,1,0,0,0,0,0
6607,1a113868,0.0,2699.0,0,0,0,0,0,0
6608,d4cf5080,0.0,0.0,0,0,0,0,0,1
6609,d40e74b6,0.0,6023.0,0,0,1,0,1,0
6610,8c21a82a,0.0,2679.0,1,0,0,0,0,0
6611,21ccd6d4,0.0,6371.0,0,0,1,0,0,0
6612,09257c6b,0.0,12408.0,1,0,0,0,0,0
6613,e32ae8b8,0.0,3649.0,0,1,0,1,0,0
6614,b5bdf1b1,0.0,7827.0,1,0,0,1,0,0
6615,b0a84e9e,0.0,12786.0,0,0,1,0,0,1
6616,3ef6fe67,0.0,3191.0,0,0,1,0,0,1
6617,af0f121f,0.0,8302.0,0,0,1,0,0,0
6618,1339cd9c,0.0,276.0,0,0,0,0,0,0
6619,88753407,0.0,13432.0,0,0,1,1,0,0
6620,124bb6db,0.0,7027.0,0,0,0,1,0,0
6621,00ff2c51,0.0,8583.0,1,0,0,0,0,0
6622,49dab393,0.0,10336.0,0,0,0,0,0,0
6623,f8076237,0.0,3371.0,0,0,1,1,0,0
6624,544f40bc,0.0,6903.0,0,0,0,0,0,0
6625,ed641285,0.0,7029.0,0,0,0,1,0,0
6626,e69f9e0a,0.0,5459.0,1,0,0,0,0,0
6627,c1105568,0.0,1325.0,0,0,0,1,0,0
6628,952c5d72,0.0,3647.0,0,1,0,0,0,0
6629,21cc97b1,0.0,6637.0,1,0,0,1,0,0
6630,dd4efe04,0.0,6581.0,0,0,0,0,0,0
6631,fc48c798,0.0,9358.0,0,0,0,0,0,0
6632,e65ead86,0.0,6930.0,0,0,0,0,1,0
6633,35edfa1e,0.0,7182.0,1,0,0,0,0,0
6634,2259ef87,0.0,8274.0,0,1,0,0,1,0
6635,7e2e3653,0.0,3335.0,0,0,1,0,0,0
6636,ab1e1e65,0.0,8441.0,1,0,0,0,0,1
6637,b6ef6375,0.0,2831.0,0,0,1,0,1,0
6638,4db9ade6,0.0,8541.0,0,0,1,1,0,0
6639,9222e012,0.0,12758.0,1,0,0,0,0,1
6640,7d8ceb36,0.0,6875.0,0,0,1,0,0,0
6641,06b00a11,0.0,10310.0,0,0,0,0,0,0
6642,f86e32fc,0.0,0.0,0,0,0,0,0,0
6643,6a1519ff,0.0,907.0,1,0,0,1,0,0
6644,728e775c,0.0,6023.0,0,0,1,0,0,0
6645,88ac3aa3,0.0,10728.0,0,0,1,0,0,0
6646,638ac29a,0.0,10882.0,0,0,1,0,1,0
6647,b05571e1,0.0,6930.0,0,0,0,0,0,0
6648,fa020cea,0.0,12758.0,1,0,0,0,1,0
6649,15910415,0.0,2832.0,0,0,0,1,0,0
6650,c4b891fc,0.0,8443.0,1,0,0,1,0,0
6651,4042a213,0.0,0.0,0,0,0,0,0,0
6652,7df28930,0.0,8567.0,0,0,1,0,0,0
6653,d29c2f4c,0.0,8539.0,0,0,1,0,0,1
6654,26785ec1,0.0,12744.0,0,0,0,0,0,0
6655,bad3ec79,0.0,1333.0,0,0,0,0,0,0
6656,0e8091a8,0.0,9274.0,1,0,0,1,0,0
6657,0165db0d,0.0,12520.0,0,0,0,0,0,0
6658,06698b9a,0.0,11710.0,0,0,0,1,0,0
6659,c0b11fe7,0.0,2680.0,0,1,0,0,0,0
6660,4589eb06,0.0,15700.0,0,0,1,0,0,0
6661,631e53a5,0.0,13180.0,1,0,0,1,0,0
6662,e1e571d2,0.0,4812.0,0,1,0,0,0,0
6663,ee1ba038,0.0,6581.0,0,0,0,0,0,0
6664,f856dc9d,0.0,6385.0,0,1,0,0,0,0
6665,48c3769b,0.0,318.0,0,0,0,0,0,0
6666,9a84d509,0.0,0.0,0,0,0,0,0,0
6667,04f2e560,0.0,9468.0,0,1,0,1,0,0
6668,beb786a3,0.0,12758.0,0,0,1,0,1,0
6669,df86123b,0.0,10898.0,0,0,1,0,0,0
6670,63cfffb1,0.0,6917.0,0,0,0,0,0,0
6671,9f44d8e8,0.0,17200.0,0,0,1,0,0,0
6672,cc5ad1fb,0.0,10142.0,0,0,0,1,0,0
6673,d7f14950,0.0,8441.0,0,0,1,0,0,0
6674,93a97e5b,0.0,6343.0,0,1,0,0,1,0
6675,6f1c94a7,0.0,12114.0,1,0,0,0,0,0
6676,5217d996,0.0,8397.0,1,0,0,1,0,0
6677,58d5e8ea,0.0,9945.0,0,0,0,0,1,0
6678,6eb54071,0.0,12745.0,0,0,0,1,0,0
6679,a9ba8959,0.0,17198.0,0,0,0,0,1,0
6680,62afb856,0.0,9932.0,0,0,0,0,1,0
6681,fa5ead4f,0.0,318.0,0,0,0,0,0,1
6682,370f16bd,0.0,5907.0,0,0,0,0,0,0
6683,eb92ab4a,0.0,3371.0,0,0,1,1,0,0
6684,fcb8ba31,0.0,2831.0,0,0,1,1,0,0
6685,3f58773c,0.0,5904.0,0,0,0,1,0,0
6686,e3407832,0.0,9286.0,0,0,1,1,0,0
6687,aa42c12f,0.0,17170.0,1,0,0,0,0,1
6688,1256e9ef,0.0,7321.0,1,0,0,0,0,0
6689,7002abeb,0.0,9286.0,0,0,1,0,1,0
6690,d8818664,0.0,9301.0,1,0,0,0,0,0
6691,67e956eb,0.0,7153.0,0,0,1,1,0,0
6692,50668c50,0.0,6412.0,0,0,1,0,0,0
6693,042e3717,0.0,5907.0,0,0,0,0,0,0
6694,5ae4c931,0.0,8177.0,0,0,1,1,0,0
6695,823003e8,0.0,8965.0,0,0,0,1,0,0
6696,09475401,0.0,2833.0,0,0,1,1,0,0
6697,755cf00c,0.0,234.0,0,0,0,0,0,0
6698,3f0a5d11,0.0,2832.0,0,0,0,0,0,0
6699,638a06fe,0.0,277.0,0,0,0,1,0,0
6700,bcb6098c,0.0,10154.0,0,0,0,0,0,0
6701,02e65ce8,0.0,9273.0,1,0,0,0,0,0
6702,a13c8ead,0.0,4559.0,0,1,0,0,1,0
6703,db9417c8,0.0,6023.0,0,0,1,0,0,0
6704,9d576201,0.0,11891.0,0,0,0,0,0,1
6705,935e8b0c,0.0,15773.0,1,0,0,0,0,0
6706,1b493e2d,0.0,8203.0,0,0,1,0,0,0
6707,0e23837e,0.0,12746.0,0,0,0,0,1,0
6708,2db3d759,0.0,12772.0,1,0,0,0,0,1
6709,7af8b75b,0.0,3647.0,1,0,0,1,0,0
6710,9184f3fc,0.0,6929.0,0,0,0,1,0,0
6711,1b7a7d63,0.0,6356.0,1,0,0,0,1,0
6712,a1cbd87d,0.0,8415.0,0,1,0,0,0,1
6713,0b5d9257,0.0,6846.0,0,0,1,1,0,0
6714,a03a1bf6,0.0,4559.0,0,1,0,0,0,0
6715,f0a10f91,0.0,11708.0,1,0,0,0,0,0
6716,f8e6514f,0.0,2778.0,1,0,0,0,0,1
6717,9e8567de,0.0,1301.0,0,0,1,0,0,0
6718,9e6d54f5,0.0,3107.0,1,0,0,0,1,0
6719,f4b2a42e,0.0,11974.0,0,0,1,0,0,0
6720,75a85ac4,0.0,8555.0,1,0,0,0,1,0
6721,c01dcd4f,0.0,10884.0,0,0,0,0,0,0
6722,0edf4c51,0.0,2711.0,1,0,0,1,0,0
6723,847d9be3,0.0,12760.0,1,0,0,1,0,0
6724,a606a718,0.0,10324.0,0,0,0,1,0,0
6725,36040d58,0.0,6887.0,0,0,1,0,0,0
6726,313ec221,0.0,6371.0,0,0,1,0,0,0
6727,5794b654,0.0,10422.0,0,0,1,0,0,0
6728,f9899382,0.0,423.0,1,0,0,1,0,0
6729,7990f856,0.0,3275.0,0,0,1,0,0,1
6730,a6a12cca,0.0,12730.0,0,0,0,0,0,0
6731,d4599d4c,0.0,9175.0,0,0,0,1,0,0
6732,cafd4bb8,0.0,3659.0,0,0,1,0,1,0
6733,3300fa4b,0.0,6301.0,0,0,1,0,0,0
6734,0e31a854,0.0,8471.0,0,0,0,0,0,0
6735,4b41c1bd,0.0,3107.0,1,0,0,0,0,0
6736,1a831113,0.0,10925.0,0,0,1,0,0,0
6737,19449dc6,0.0,333.0,0,0,1,1,0,0
6738,e2430c42,0.0,15819.0,0,0,1,0,0,0
6739,87fefcd2,0.0,1341.0,0,0,1,0,0,0
6740,b1555072,0.0,9286.0,0,0,1,0,1,0
6741,bb62a95a,0.0,8441.0,1,0,0,0,1,0
6742,62a2cb8c,0.0,12744.0,1,0,0,0,0,0
6743,04fcfce0,0.0,9973.0,0,0,1,0,0,1
6744,2e8d6b27,0.0,10322.0,0,0,0,0,0,0
6745,0a48c7dd,0.0,2835.0,0,0,0,0,0,0
6746,db79a477,0.0,7141.0,0,0,1,0,0,0
6747,13f21b7c,0.0,9944.0,0,0,0,0,0,0
6748,243ff512,0.0,3635.0,0,0,0,0,1,0
6749,40908b10,0.0,1389.0,0,0,1,1,0,0
6750,41e61ec8,0.0,12786.0,0,0,0,1,0,0
6751,4d15ef8d,0.0,8204.0,0,0,1,0,0,0
6752,26db1dc9,0.0,10352.0,1,0,0,0,0,0
6753,dc2d6173,0.0,8513.0,1,0,0,1,0,0
6754,f8aa7e16,0.0,8553.0,0,0,0,0,0,0
6755,b5a6c97e,0.0,8443.0,1,0,0,0,0,0
6756,be669bd0,0.0,8541.0,0,0,1,1,0,0
6757,e0b53c7a,0.0,8499.0,1,0,0,0,0,0
6758,63f3e3bd,0.0,6243.0,0,0,1,0,0,0
6759,72294a03,0.0,7197.0,1,0,0,0,0,0
6760,61030a24,0.0,2831.0,0,0,0,1,0,0
6761,234a8e4d,0.0,12520.0,0,0,0,0,1,0
6762,285104c3,0.0,15759.0,1,0,0,0,1,0
6763,ccc1f5ee,0.0,3167.0,1,0,0,0,0,0
6764,87f25f84,0.0,2839.0,1,0,0,0,1,0
6765,86b164ff,0.0,2691.0,0,0,1,0,0,0
6766,c801786d,0.0,2720.0,1,0,0,0,0,0
6767,e5902609,0.0,6385.0,0,0,1,1,0,0
6768,598ffcf9,0.0,3371.0,0,0,1,0,1,0
6769,dd2d83eb,0.0,15684.0,1,0,0,0,0,0
6770,19a408f1,0.0,9232.0,1,0,0,0,0,0
6771,d1caba9a,0.0,9930.0,0,0,0,0,0,0
6772,163838f6,0.0,13178.0,1,0,0,0,0,0
6773,4ee533ee,0.0,10882.0,1,0,0,1,0,0
6774,c3a959bb,0.0,12730.0,0,0,0,0,1,0
6775,61910432,0.0,3300.0,0,0,1,1,0,0
6776,8def5e77,0.0,10856.0,0,0,1,1,0,0
6777,e7e39546,0.0,8485.0,0,1,0,0,0,1
6778,7feb2fc2,0.0,1774.0,1,0,0,0,0,0
6779,b87f75ea,0.0,0.0,0,0,0,0,0,1
6780,6c50a6b9,0.0,6253.0,0,0,0,0,0,0
6781,2cc8dbe6,0.0,6819.0,0,0,1,1,0,0
6782,fae3f162,0.0,2766.0,1,0,0,0,0,0
6783,d812cfb1,0.0,6313.0,1,0,0,0,0,0
6784,e052ef11,0.0,10897.0,0,0,1,0,0,0
6785,da72942f,0.0,5907.0,0,0,0,0,0,0
6786,a5ef13fc,0.0,4968.0,0,0,0,0,0,0
6787,06793b28,0.0,13178.0,1,0,0,1,0,0
6788,ca63e25e,0.0,1398.0,0,0,0,0,0,0
6789,c1d911ed,0.0,1341.0,0,0,1,0,0,0
6790,c2769a5c,0.0,2831.0,0,0,1,0,0,0
6791,c9aeb358,0.0,7966.0,1,0,0,1,0,0
6792,45b3d8ef,0.0,15850.0,1,0,0,0,0,0
6793,0b4ebf88,0.0,12521.0,1,0,0,0,0,0
6794,3ae90f60,0.0,6023.0,0,0,1,0,0,0
6795,95b5b9dd,0.0,10043.0,0,0,0,1,0,0
6796,414519f6,0.0,2832.0,0,0,0,0,0,0
6797,4c7386e6,0.0,6901.0,0,0,1,0,0,1
6798,9d612732,0.0,1326.0,0,0,1,0,0,1
6799,730c7217,0.0,12254.0,1,0,0,0,0,1
6800,7a4b3219,0.0,9903.0,0,0,0,1,0,0
6801,42064cfe,0.0,1342.0,0,0,1,0,0,0
6802,1ff0d0a8,0.0,6847.0,0,0,1,0,0,0
6803,90e47b12,0.0,4559.0,1,0,0,0,0,0
6804,782ef97c,0.0,1342.0,0,0,1,0,0,0
6805,0bb32a91,0.0,12758.0,1,0,0,0,0,0
6806,71564880,0.0,3347.0,0,1,0,0,1,0
6807,bc54f10f,0.0,6356.0,1,0,0,0,1,0
6808,b52530ed,0.0,8513.0,1,0,0,1,0,0
6809,88558693,0.0,6944.0,0,0,0,1,0,0
6810,3f0eeb05,0.0,8289.0,1,0,0,1,0,0
6811,f3631b36,0.0,3108.0,1,0,0,0,0,0
6812,efd52041,0.0,12800.0,1,0,0,0,0,0
6813,2f36dd27,0.0,7183.0,0,0,1,0,0,0
6814,87dede0a,0.0,1390.0,0,0,1,0,1,0
6815,5dd13f9e,0.0,10336.0,0,0,0,1,0,0
6816,8b664d8a,0.0,2718.0,0,1,0,0,0,0
6817,38c24dda,0.0,10338.0,0,0,0,1,0,0
6818,40995d49,0.0,10294.0,0,0,1,1,0,0
6819,4213c136,0.0,12788.0,0,0,0,0,0,0
6820,dca867af,0.0,9274.0,1,0,0,0,0,0
6821,a6b5234b,0.0,6929.0,0,0,0,0,0,0
