person,Frecuencia_Casi_nunca,Frecuencia_Esporadico,Frecuencia_Frecuente,Frecuencia_Nunca
2738fa6d,0,0,1,0
27398e00,0,0,0,1
273998ad,0,0,0,1
2739e0c6,0,0,0,1
273aa55c,0,0,0,1
273da5b9,0,0,0,1
273dd1f3,0,0,0,1
273fcf49,1,0,0,0
27429d02,0,0,0,1
2742d529,0,1,0,0
2742fada,0,0,0,1
27436b81,0,0,0,1
2743f13d,0,0,0,1
2744f4c6,0,0,0,1
27456bed,0,0,0,1
27477fd5,0,0,0,1
2747f990,0,0,0,1
27502e2f,0,0,0,1
275052a9,0,0,0,1
2753d362,0,0,1,0
2755bf25,0,0,0,1
27595594,0,0,0,1
275b558e,0,0,0,1
275c35ca,0,0,0,1
276981d4,0,0,0,1
276a9812,1,0,0,0
276c94a7,0,0,0,1
276f7d1c,0,0,0,1
2773710e,0,0,0,1
2777073d,0,1,0,0
27771a92,0,0,0,1
27781d13,0,0,0,1
277b1d1c,0,0,0,1
277b9384,0,0,0,1
277dbee0,0,0,0,1
278154d9,0,0,0,1
27838ed9,0,0,0,1
27844987,0,0,0,1
2784a2e2,0,0,0,1
2784f4eb,0,0,0,1
2786f293,0,0,0,1
278c8572,0,0,0,1
279220d4,0,0,0,1
279429ad,0,0,0,1
2794d359,0,0,0,1
279535b5,0,0,0,1
2795f33d,0,0,0,1
27985fa5,0,0,0,1
2798db8c,0,0,0,1
279b26cf,0,0,0,1
279b53a9,0,0,0,1
279c4d7a,0,0,0,1
27a1c83d,0,0,0,1
27a2db3a,0,0,0,1
27a3c2c3,0,1,0,0
27a8f79c,0,0,0,1
27a92445,0,0,0,1
27aa486c,0,0,0,1
27ac0a6c,0,0,0,1
27af297a,0,0,0,1
27b01dee,0,0,1,0
27b0d3e8,0,0,0,1
27b2deb6,0,0,0,1
27b39551,0,0,0,1
27b3a3ed,0,0,0,1
27b6b9ca,0,0,0,1
27b90284,0,0,0,1
27bc210a,0,0,0,1
27be2210,0,0,0,1
27bf1be1,0,0,0,1
27c23600,0,0,0,1
27c28c38,0,0,0,1
27c2aa9a,0,0,0,1
27c4deeb,0,0,0,1
27c58569,0,0,0,1
27c8731a,0,1,0,0
27cc8e9a,0,0,0,1
27ce3aca,0,0,0,1
27cfafd7,0,0,0,1
27d354f3,0,0,1,0
27d374bb,0,1,0,0
27d5cd97,0,0,0,1
27d7a36c,0,0,0,1
27d91cf7,0,0,0,1
27d9f51b,0,0,0,1
27dac0f9,0,0,0,1
27dcd164,0,0,0,1
27dcedfe,0,0,0,1
27dfe757,0,0,0,1
27e2e479,0,0,0,1
27e328b9,0,0,0,1
27e51f8d,0,0,1,0
27e548d8,0,0,0,1
27e55eaf,0,0,1,0
27e6c5b7,0,0,0,1
27e84871,0,0,0,1
27e8c324,0,0,0,1
27e93490,1,0,0,0
27eb4133,0,0,0,1
27ebb1cf,0,1,0,0
27eed007,0,0,0,1
27f0a8fc,0,0,0,1
27f135c1,0,0,0,1
27f4332f,0,0,0,1
27f5ac6a,0,0,0,1
27f63981,0,0,0,1
27f7e947,0,0,0,1
27f8f17c,0,0,0,1
27f9681c,0,0,0,1
27fad1f8,0,0,0,1
27fcc4d0,0,0,0,1
27fd1122,0,0,0,1
27fe13a2,0,0,0,1
2800f0a2,0,0,0,1
28099df4,0,0,0,1
280b2e41,0,0,0,1
280cdbfc,0,0,0,1
280ed189,0,0,0,1
28116742,0,0,0,1
281194a9,0,0,0,1
28145cd7,0,0,0,1
2816227b,0,0,0,1
2816eb08,0,0,0,1
2819b7b5,0,0,0,1
281bc1b1,0,0,0,1
281ca09c,0,0,0,1
281e88f7,0,0,0,1
282051bb,0,0,0,1
2826bc54,0,0,0,1
2829eba5,0,0,0,1
282feb30,0,0,0,1
28326202,0,0,0,1
2832fb15,0,0,1,0
283dfcdc,0,0,0,1
283f0c1f,0,0,0,1
28400a6f,0,0,0,1
284110e2,0,0,1,0
284169d6,0,0,0,1
28428c64,0,0,0,1
2850a2ce,0,0,0,1
285104c3,0,0,0,1
2851e693,0,0,0,1
2852ff87,0,0,0,1
2854e382,0,0,0,1
28550625,0,0,0,1
2856e88f,0,0,0,1
285cbb2f,0,0,0,1
285cdc3a,0,0,0,1
285de691,0,0,0,1
285e5ff1,0,0,0,1
2861e668,0,0,0,1
286323bb,0,0,0,1
2864cbbd,0,0,0,1
28654ed8,0,0,0,1
28678a36,0,0,0,1
286c22c6,0,0,1,0
286d27d9,0,0,0,1
286eaf91,0,0,0,1
286f7a33,0,0,0,1
28737d87,0,0,0,1
2877d1b1,0,0,0,1
2877df15,0,0,0,1
287b7e29,0,1,0,0
287e1708,0,0,0,1
287f650e,0,0,0,1
2886ae9a,0,0,0,1
2888e98e,0,0,0,1
288a0d0c,0,0,1,0
288acb13,0,0,0,1
288b50b9,0,0,0,1
288da64d,0,0,0,1
288e0c71,0,0,0,1
288ecc09,0,0,0,1
28953e8a,0,0,0,1
2896bfec,0,0,0,1
289a916f,0,0,0,1
289b230d,0,0,0,1
289bbdcc,0,0,0,1
289e64f7,0,0,1,0
289e9c3c,0,0,1,0
289f8655,0,0,0,1
28a130fe,0,0,0,1
28a182cd,0,0,0,1
28a65350,0,0,0,1
28a6e7e7,0,0,0,1
28a6ec0e,0,0,0,1
28a73225,0,0,1,0
28a91e45,0,0,0,1
28ab7f08,0,0,0,1
28abb01c,0,0,0,1
28abe0cf,0,0,0,1
28aef7f8,0,0,0,1
28afff93,0,0,0,1
28b0be54,0,0,0,1
28b1f998,0,0,0,1
28b3b577,0,0,0,1
28b8ae83,0,0,0,1
28b8c641,0,0,0,1
28b9d839,0,0,0,1
28ba2f91,0,0,0,1
28bae7fe,0,0,0,1
28bc1ea6,0,0,0,1
28bef555,0,0,0,1
28c25c82,0,0,0,1
28c29fe6,0,0,0,1
28c452a4,0,0,0,1
28c47378,0,0,0,1
28c57aad,0,0,0,1
28c763a9,0,0,0,1
28c9e3f0,0,0,0,1
28c9ec04,0,0,0,1
28ca0f71,0,0,0,1
28cc47d9,0,0,0,1
28ceac01,0,0,0,1
28d0bf21,0,0,0,1
28d1059e,0,0,0,1
28d5cb33,0,0,0,1
28d60901,0,0,0,1
28d96c15,0,0,0,1
28d9839e,0,0,0,1
28d99631,0,0,0,1
28d9c828,0,0,0,1
28da32e1,0,0,0,1
28daea45,0,0,0,1
28dc18d1,0,0,0,1
28dc4e01,0,0,1,0
28ddda17,0,0,0,1
28de035a,0,0,0,1
28e14b14,0,1,0,0
28e35c5e,0,0,0,1
28e3667d,0,0,0,1
28e400e1,0,0,0,1
28e4693d,0,0,0,1
28e56af8,0,0,0,1
28e84896,0,1,0,0
28ea1992,0,1,0,0
28ebbea6,0,0,0,1
28ebc7d2,0,0,0,1
28ebdb52,0,0,0,1
28ec94ac,0,0,0,1
28ef2dc8,0,0,0,1
28f2e77d,0,0,0,1
28f3dd1c,0,0,0,1
28f3ff38,0,0,0,1
28f43ec4,0,0,0,1
28f48f70,0,0,0,1
28f4bfe4,0,0,0,1
28f601ea,0,0,0,1
28f665e9,0,0,0,1
28f6ea22,0,0,0,1
28f8de85,0,0,0,1
28fac9ae,0,1,0,0
28fcdc9f,0,0,0,1
28fe7d08,0,0,0,1
28ff2f59,0,0,0,1
2902fdff,0,0,0,1
2905b7dc,0,0,0,1
2906a0a1,0,0,0,1
2908d59c,0,0,0,1
2908e8f1,1,0,0,0
290a4ade,0,0,0,1
290a7774,1,0,0,0
290a78f7,0,1,0,0
2910d554,0,0,0,1
2910e698,0,0,0,1
29114279,0,0,0,1
2913068a,0,0,1,0
291382ac,0,0,0,1
2914fdcc,0,0,1,0
29153932,0,1,0,0
29160b79,0,0,0,1
291b1d25,0,0,0,1
291d27d1,0,0,0,1
291dee84,0,0,0,1
291eccd0,0,0,0,1
29203846,0,0,0,1
2921023b,0,0,0,1
2926ff70,0,0,0,1
292a957d,0,0,0,1
29312b5c,0,0,0,1
2935b469,0,0,0,1
2936ad7d,0,0,0,1
2939d6c6,0,1,0,0
293a25f8,0,0,0,1
293b0188,0,0,0,1
293da46e,0,0,0,1
2943e4bd,0,0,0,1
294764f8,0,0,0,1
2947d2c7,0,0,0,1
2947e5a7,0,0,0,1
29495b01,0,0,0,1
294c1ab5,0,0,0,1
294c3024,0,0,0,1
294c63c9,0,0,0,1
295288ea,0,0,0,1
29539423,0,0,0,1
2954bbe3,0,1,0,0
2955037e,0,0,0,1
2955201f,0,0,0,1
2955b2cb,1,0,0,0
2957ded6,0,0,0,1
29589819,0,0,0,1
2958b526,0,0,0,1
29595c09,0,0,1,0
295a1e82,0,0,0,1
295a326c,0,0,0,1
295a7b0f,0,0,0,1
295b829c,0,0,0,1
295d0a3c,0,0,0,1
295dad52,0,0,0,1
295de7e7,0,0,0,1
29622269,0,0,0,1
2964356f,0,0,0,1
2965cbdc,0,0,0,1
296685e7,0,0,0,1
29684ae3,1,0,0,0
29687d35,0,0,1,0
29689e1a,0,0,0,1
2968f0d6,0,0,0,1
296b9ce7,0,0,0,1
296f3a55,0,0,0,1
2970ed97,0,0,0,1
2972bae1,0,0,0,1
297312f8,1,0,0,0
297328eb,0,0,0,1
29737438,0,0,0,1
2975ed37,0,0,0,1
297a919e,0,0,1,0
297c0103,0,0,1,0
297c0ca0,0,0,0,1
29801c1f,0,0,0,1
2980d082,1,0,0,0
2980dfcd,0,0,0,1
298272c5,0,0,0,1
29827611,0,0,0,1
29893fcf,0,0,0,1
29895139,0,0,0,1
298a2bca,0,0,0,1
298ac09f,0,0,0,1
298b1a56,0,0,0,1
298b4049,0,0,0,1
298bb492,0,0,0,1
298bd74f,0,0,0,1
298d0f29,0,0,0,1
29965fdf,0,0,0,1
29985f18,0,0,0,1
299c25e7,0,0,0,1
299c30ea,0,1,0,0
299e0735,0,0,0,1
29a2acb7,0,0,0,1
29a3c643,0,0,0,1
29a44cd6,0,0,0,1
29a57de3,0,0,0,1
29a5f11a,0,0,0,1
29a877cc,0,0,0,1
29a9d6d5,0,0,0,1
29aa61d5,0,0,0,1
29b111d1,0,0,0,1
29b169ff,0,0,0,1
29b1983e,0,0,0,1
29b2125b,0,0,0,1
29b2acab,0,0,0,1
29b30e2b,0,0,0,1
29b339b6,0,0,0,1
29b376a9,0,0,0,1
29b39c61,0,0,0,1
29b45f60,0,0,0,1
29b63cfd,0,0,0,1
29b8df71,0,0,0,1
29b9f07e,0,0,0,1
29ba15f4,0,0,0,1
29bcedb9,0,0,0,1
29c06ba0,0,0,0,1
29c12770,0,0,0,1
29c4c7a2,0,0,0,1
29c5895a,0,0,0,1
29c7aeae,0,0,0,1
29c7d7d3,0,0,0,1
29c814a8,0,0,0,1
29d22a95,0,0,0,1
29d671fd,0,0,0,1
29d8210b,0,0,0,1
29d83daa,0,0,0,1
29d9125f,0,0,0,1
29d9478e,0,0,0,1
29db735d,0,0,0,1
29dffb48,0,0,0,1
29e1938c,1,0,0,0
29e1a563,0,0,0,1
29e537ba,0,0,0,1
29e5a6a3,0,0,0,1
29e759b9,0,0,0,1
29e8f193,0,0,0,1
29ebb414,0,0,0,1
29ebcd49,0,1,0,0
29f0b2ca,0,0,0,1
29f3666a,0,0,0,1
29f3c366,0,0,0,1
29f6b6be,0,0,0,1
29f80519,0,0,0,1
29fa20bd,0,0,0,1
29fd757a,0,0,0,1
2a031bf5,0,0,0,1
2a034aef,0,0,0,1
2a03eeba,0,0,0,1
2a044f2b,0,0,0,1
2a047e7f,0,0,0,1
2a0492fe,0,0,0,1
2a054ae4,0,0,0,1
2a05b763,0,0,0,1
2a06e52c,0,1,0,0
2a072244,0,0,0,1
2a072b06,0,0,0,1
2a08384a,0,0,0,1
2a0915c7,0,0,1,0
2a0aa050,0,0,0,1
2a0c50c4,0,0,0,1
2a0d9c84,0,0,0,1
2a0debb5,0,0,0,1
2a108316,0,0,0,1
2a139536,0,0,0,1
2a1666bb,0,0,0,1
2a16f928,0,0,0,1
2a171e6f,0,0,0,1
2a17b729,0,0,0,1
2a1916e9,0,0,0,1
2a1a01e6,0,0,0,1
2a1aa3d3,0,0,0,1
2a1ceafa,0,0,0,1
2a1dde94,0,0,0,1
2a1e346c,0,0,0,1
2a2199a4,0,0,0,1
2a254824,0,0,0,1
2a25a16d,0,0,0,1
2a271caa,0,0,0,1
2a295879,0,0,0,1
2a2ba1fd,0,0,0,1
2a2cac40,0,0,0,1
2a2e61e4,0,0,1,0
2a31ef58,0,0,0,1
2a391efb,0,0,0,1
2a39a7dc,0,0,0,1
2a3c2791,0,0,0,1
2a3dcf52,0,0,0,1
2a41f459,0,1,0,0
2a430b62,0,0,0,1
2a431e7a,0,0,0,1
2a4414aa,0,0,0,1
2a4502b7,0,0,0,1
2a458cbc,0,0,0,1
2a4783ef,0,0,0,1
2a47f61d,0,1,0,0
2a481b17,0,0,0,1
2a48b44a,0,0,0,1
2a4bda7c,0,0,0,1
2a4e7e52,0,0,0,1
2a4f3215,0,0,0,1
2a4f7398,0,0,0,1
2a510054,0,0,0,1
2a512f34,0,0,0,1
2a53a44f,0,0,0,1
2a558bd4,0,0,0,1
2a58bd6b,0,0,0,1
2a594323,0,0,0,1
2a59c69b,0,0,0,1
2a5a09dd,0,0,0,1
2a5a9e07,0,0,0,1
2a6043b0,0,0,0,1
2a617974,0,0,0,1
2a617e51,0,1,0,0
2a622628,0,0,0,1
2a6520b6,1,0,0,0
2a652ac7,0,0,0,1
2a67d732,0,0,0,1
2a6f1543,0,0,0,1
2a6fc271,0,0,0,1
2a72349f,0,0,0,1
2a724d87,0,0,0,1
2a727bb0,0,1,0,0
2a77c3fc,0,0,0,1
2a797338,0,0,0,1
2a79c1b9,0,0,0,1
2a7ac907,0,0,0,1
2a7d4366,0,0,0,1
2a7ddfb1,0,0,0,1
2a7e7094,0,0,0,1
2a7eac01,0,0,0,1
2a7eeb6f,0,0,0,1
2a8b88bc,0,0,0,1
2a8e9857,0,0,1,0
2a8f49f0,1,0,0,0
2a8f9b4e,0,0,0,1
2a9107e0,0,0,0,1
2a910823,0,0,0,1
2a92a01e,0,0,0,1
2a9334fb,0,0,0,1
2a9694c2,0,0,0,1
2a977d34,0,0,0,1
2a97b153,0,0,0,1
2a9b14e2,0,0,0,1
2a9e0fb0,0,1,0,0
2a9e3d2c,0,0,0,1
2aa05568,1,0,0,0
2aa1295f,0,0,0,1
2aa19568,0,0,0,1
2aa6cd2b,0,0,1,0
2aa74a65,0,0,0,1
2aa76e51,1,0,0,0
2aa87e49,0,0,0,1
2aaac2a4,0,0,0,1
2aaeaed1,0,0,0,1
2ab2ed32,0,0,0,1
2ab41c62,0,0,0,1
2ab66cc3,0,0,0,1
2ab70f14,0,0,0,1
2aba8179,0,0,0,1
2abb2711,0,0,0,1
2abc0437,0,0,0,1
2abe2632,0,0,0,1
2abe3533,0,1,0,0
2ac16ab2,0,0,0,1
2ac37abd,0,0,1,0
2ac4cfe2,0,0,0,1
2ac946b8,0,0,0,1
2ac9aa74,0,0,1,0
2ac9abf9,0,0,0,1
2aca5a31,0,0,0,1
2acb112f,0,0,0,1
2accc465,0,0,0,1
2ace0b56,0,0,0,1
2ace425c,0,0,0,1
2ace6a2c,0,0,1,0
2acfd822,0,0,0,1
2ad059a2,0,0,0,1
2ad0a38c,0,0,0,1
2ad2a752,0,0,0,1
2ad4aa52,1,0,0,0
2ad7f032,0,0,0,1
2ad92ffd,0,0,0,1
2ada260e,0,0,0,1
2adb3684,0,0,0,1
2ae0a6ab,0,0,0,1
2ae4510e,0,0,0,1
2ae45e79,0,0,0,1
2ae57e26,1,0,0,0
2ae76776,0,0,0,1
2ae9d8cd,0,0,0,1
2aeeab07,1,0,0,0
2af470f8,0,0,0,1
2af5a879,0,0,0,1
2af76be6,0,0,0,1
2afb90d0,0,0,0,1
2affe4a3,0,0,0,1
2b005074,0,0,0,1
2b012edf,0,0,0,1
2b02eb70,0,0,0,1
2b04eed5,0,0,0,1
2b056632,0,0,0,1
2b067cc8,0,0,0,1
2b0c479f,0,0,0,1
2b0d53b8,0,0,0,1
2b0d7dc5,0,0,0,1
2b0ed165,0,0,0,1
2b0f24ee,0,0,0,1
2b113a4e,0,0,0,1
2b11fb75,0,0,0,1
2b18913d,0,0,0,1
2b1ab142,0,0,0,1
2b1d2f45,0,0,0,1
2b1d979d,0,0,0,1
2b1f0970,0,0,0,1
2b203b9e,0,0,0,1
2b213b2c,0,0,0,1
2b21622d,0,0,0,1
2b235dc0,0,0,0,1
2b28ef66,0,0,0,1
2b292401,0,0,0,1
2b29dbf2,0,0,0,1
2b2c93bf,0,0,0,1
2b2cdad4,0,0,0,1
2b2fe6d7,0,0,0,1
2b311d2b,0,0,0,1
2b314026,0,0,0,1
2b3186cf,0,0,0,1
2b31ea60,0,0,0,1
2b33aed8,0,0,0,1
2b34a716,0,0,0,1
2b34de13,0,1,0,0
2b37944f,0,0,0,1
2b3a28c8,0,0,0,1
2b3d93ca,0,0,0,1
2b41a2f6,0,0,0,1
2b44d79b,0,0,1,0
2b466fe9,0,0,0,1
2b473667,0,0,0,1
2b489177,0,0,0,1
2b4962c4,0,0,0,1
2b49981d,0,0,0,1
2b49c7ea,0,0,0,1
2b510455,0,1,0,0
2b51ac87,0,0,0,1
2b51ebf8,0,0,0,1
2b53dc6c,0,0,0,1
2b549650,0,0,0,1
2b551ff4,0,0,0,1
2b5a1236,0,0,0,1
2b5ca449,0,0,0,1
2b5da91c,0,0,0,1
2b5e58c2,0,0,0,1
2b5eac99,0,0,0,1
2b61eab2,0,0,0,1
2b63cb7c,0,0,0,1
2b656d53,0,0,0,1
2b6837c0,0,0,0,1
2b69780e,0,0,0,1
2b6e7920,0,0,0,1
2b6eaa8d,0,0,0,1
2b7074e3,0,0,0,1
2b7100d1,0,0,0,1
2b72c1f5,0,0,0,1
2b740e5c,0,0,0,1
2b771160,0,0,0,1
2b7892fa,0,1,0,0
2b790a0b,0,0,0,1
2b7b11c8,0,0,0,1
2b7e9e3e,0,0,0,1
2b7ea8eb,0,0,0,1
2b7ece23,0,0,0,1
2b7edb37,1,0,0,0
2b81e8f3,0,0,1,0
2b825d10,0,0,0,1
2b828847,0,0,0,1
2b8380d4,0,0,0,1
2b83c312,0,0,0,1
2b8717e2,0,0,0,1
2b878a80,0,0,0,1
2b878d97,0,0,0,1
2b8a9276,0,0,0,1
2b8b587c,0,0,0,1
2b8bb395,0,0,0,1
2b8d193c,0,0,1,0
2b8d93a1,0,0,0,1
2b948430,0,0,0,1
2b94e3cf,0,0,0,1
2b950fdd,0,0,0,1
2b9842ff,0,0,0,1
2b99dc3a,0,0,0,1
2b9d3367,0,0,0,1
2b9def4b,0,0,0,1
2b9faacc,0,0,0,1
2b9fb6ae,0,1,0,0
2ba6e718,0,0,0,1
2ba76bb2,0,1,0,0
2ba7dedb,0,1,0,0
2bac8e03,0,0,0,1
2bae6556,0,0,0,1
2baecec5,0,0,1,0
2bb166b2,0,0,0,1
2bb23fa2,0,0,0,1
2bb47428,0,0,0,1
2bb5404b,0,0,0,1
2bb6dc92,0,0,0,1
2bb7f28d,0,0,0,1
2bb8a9df,0,0,0,1
2bbbe01f,0,0,0,1
2bbdbaf0,0,0,0,1
2bc0d981,0,0,0,1
2bc1b6b4,0,0,0,1
2bc20fba,0,0,0,1
2bc29a53,0,0,0,1
2bc36bd7,0,0,0,1
2bc4023b,0,0,0,1
2bc56249,0,0,0,1
2bc7aee0,0,0,0,1
2bc815d9,0,0,1,0
2bc9cfbd,0,0,0,1
2bca36a8,0,0,0,1
2bcad96e,0,0,1,0
2bcc2c97,0,0,0,1
2bcef2ec,0,0,0,1
2bcfec5d,0,0,0,1
2bd0af93,0,0,0,1
2bd0dc85,0,0,0,1
2bd0e476,0,0,0,1
2bd3881a,0,0,0,1
2bd43010,0,1,0,0
2bd631d3,0,0,0,1
2bd6df2f,0,0,0,1
2bd87a87,0,0,1,0
2bdcd4f4,0,0,0,1
2bddd553,1,0,0,0
2bdffd86,0,0,0,1
2be10b8f,0,0,0,1
2be17bab,0,1,0,0
2be27ec5,0,0,0,1
2be2899e,0,0,0,1
2be2e4b4,0,0,0,1
2be58d00,0,0,0,1
2be7b760,0,0,0,1
2be8eaeb,0,0,0,1
2be96406,0,0,0,1
2beddf66,0,0,0,1
2beebaf4,0,0,0,1
2beec02a,0,0,0,1
2befc5ea,0,0,0,1
2bf1879d,0,0,0,1
2bf32550,0,0,0,1
2bf923fc,0,0,0,1
2bf92a64,0,0,0,1
2bfb1865,0,0,0,1
2bfb1c41,0,0,0,1
2bfcde3e,0,0,0,1
2bfe99ff,0,0,0,1
2bfe9bad,0,0,0,1
2bff087f,0,0,0,1
2c047651,0,0,0,1
2c050c68,0,0,1,0
2c0639f0,0,0,0,1
2c071e5d,0,0,0,1
2c07ad79,0,0,0,1
2c09ccd3,0,0,0,1
2c0a7131,0,0,0,1
2c0c4cc8,0,0,0,1
2c105dad,0,0,0,1
2c11b8e5,0,0,0,1
2c122843,0,0,0,1
2c141a05,0,0,0,1
2c18b4db,0,0,0,1
2c1b0959,0,0,0,1
2c1ca63e,0,0,0,1
2c1e6fb0,0,0,0,1
2c209f87,0,0,0,1
2c242f87,0,0,0,1
2c26565b,0,0,0,1
2c2a93f8,0,0,0,1
2c2af94a,0,0,0,1
2c2b1798,0,0,0,1
2c2ffb19,0,0,0,1
2c320c9d,0,0,0,1
2c33a520,0,0,0,1
2c35e05f,0,0,0,1
2c3744f5,0,0,0,1
2c38aaa1,0,0,0,1
2c394600,0,0,0,1
2c39a74e,0,0,0,1
2c3be905,0,0,0,1
2c42247f,0,0,0,1
2c4b7ffe,0,0,0,1
2c4cedc4,0,0,0,1
2c4de8c5,0,0,0,1
2c50b9bb,0,1,0,0
2c535489,0,0,1,0
2c579560,0,0,0,1
2c5c6b08,0,0,0,1
2c5dd70b,0,0,0,1
2c5f387d,0,0,0,1
2c624122,0,0,1,0
2c6409d6,0,0,0,1
2c65602f,0,0,0,1
2c671e07,0,0,0,1
2c672ea9,0,1,0,0
2c67cade,0,0,0,1
2c6a048c,0,0,0,1
2c6a546a,0,0,0,1
2c6afbd4,0,0,0,1
2c6b5b48,0,0,0,1
2c6cbb8a,0,0,0,1
2c6db48b,0,0,0,1
2c715ebd,0,0,0,1
2c717495,1,0,0,0
2c71d6dd,0,0,0,1
2c747ec0,0,0,0,1
2c759c09,0,0,0,1
2c76c52f,0,0,0,1
2c7742e2,0,0,0,1
2c79ad79,0,0,0,1
2c79dc17,0,0,0,1
2c79e9e6,0,0,0,1
2c7d878f,0,0,0,1
2c7d9bf3,0,0,0,1
2c7ff70f,0,0,0,1
2c7ffe6f,0,0,1,0
2c80ba19,0,0,0,1
2c84036d,0,0,0,1
2c8422f9,0,0,0,1
2c848b98,0,0,0,1
2c85b2fa,0,0,0,1
2c862e4f,0,0,0,1
2c86e0f6,0,0,0,1
2c86e9f2,0,0,0,1
2c888b85,0,1,0,0
2c8b19a6,0,0,0,1
2c8b2706,0,0,0,1
2c8d8799,0,0,0,1
2c8e6472,0,0,0,1
2c8fabee,0,0,0,1
2c90a75e,0,0,0,1
2c90f768,0,1,0,0
2c9228b8,0,0,0,1
2c939f59,0,0,0,1
2c946e5f,0,0,1,0
2c95458f,0,0,0,1
2c95d5ee,0,0,0,1
2c9c4d7e,0,0,0,1
2c9cc70c,0,0,0,1
2ca2fcee,0,0,0,1
2ca73f9d,0,0,0,1
2ca86741,0,0,0,1
2ca93b1c,0,0,0,1
2ca9bfe2,0,0,0,1
2cab68af,0,0,0,1
2caba06c,0,0,0,1
2cac7000,0,0,0,1
2cb222f8,0,0,0,1
2cb223f3,0,0,0,1
2cb2be60,0,0,0,1
2cb41d7c,0,0,0,1
2cb8ea65,0,0,0,1
2cb9027e,0,0,0,1
2cba5e49,0,0,1,0
2cbb7f2b,0,0,0,1
2cbbe7d2,0,0,0,1
2cbc828b,0,0,0,1
2cbd12ad,0,0,1,0
2cbe51bb,0,0,0,1
2cbf3a27,0,0,1,0
2cbf8b84,0,0,0,1
2cc0f90b,0,0,0,1
2cc29f26,0,0,0,1
2cc2ddd0,0,0,0,1
2cc34778,0,0,0,1
2cc41526,0,0,0,1
2cc66231,0,0,0,1
2cc7b04e,0,0,0,1
2cc8dbe6,0,0,0,1
2cca3bda,0,0,0,1
2ccaed25,0,0,0,1
2ccdd1c3,0,0,0,1
2cce0cc0,0,0,0,1
2ccf04cb,0,0,0,1
2ccf132c,0,0,0,1
2cd1c75b,0,0,0,1
2cd4e2f4,0,0,0,1
2cd6a3b1,0,1,0,0
2cd8eee2,0,0,0,1
2cd9e62d,0,0,0,1
2cdbef21,0,0,0,1
2cdeafd3,1,0,0,0
2cdebc80,0,0,1,0
2cdf0226,0,0,0,1
2ce0f783,0,0,0,1
2ce168ba,0,0,0,1
2ce20bea,0,0,0,1
2ce4aa95,0,0,0,1
2ce5fecf,0,1,0,0
2ce63159,0,0,0,1
2cecac92,0,0,0,1
2ced7f8f,0,0,0,1
2cf03170,0,0,0,1
2cf114c3,0,0,0,1
2cf311e7,0,0,0,1
2cf3ad5a,0,0,0,1
2cf3f5c8,0,0,0,1
2cf59709,0,0,0,1
2cf6ec47,0,0,0,1
2cfd7549,0,0,0,1
2cfdbbdb,0,0,0,1
2cfee64d,0,0,0,1
2cff4e39,0,1,0,0
2d00008e,0,0,0,1
2d05040f,0,1,0,0
2d08dd34,0,0,0,1
2d0c76f2,0,1,0,0
2d0ff516,0,0,0,1
2d11cea7,0,0,0,1
2d11e20a,0,0,0,1
2d123023,0,0,0,1
2d171fb8,0,0,0,1
2d1832c1,0,0,0,1
2d198bdf,0,0,0,1
2d1b3786,0,0,0,1
2d1cc146,0,0,0,1
2d1fdccf,0,0,0,1
2d22b21d,0,0,0,1
2d23a1a0,0,0,0,1
2d242be6,0,0,0,1
2d255736,0,1,0,0
2d27c97f,0,0,0,1
2d2e4660,0,0,0,1
2d2ef05e,0,0,0,1
2d2fc141,0,0,0,1
2d30b7a5,0,0,0,1
2d3278fc,0,0,0,1
2d33d4b3,0,0,0,1
2d343c01,0,0,0,1
2d36eba3,0,0,0,1
2d385e49,0,0,0,1
2d3a3a1c,0,0,0,1
2d3a9c5f,0,0,0,1
2d3bab1e,0,0,0,1
2d3c1168,0,0,0,1
2d40779d,0,0,0,1
2d499909,0,0,0,1
2d4b54a5,0,0,0,1
2d4ee749,0,0,0,1
2d527f12,0,0,0,1
2d550faa,1,0,0,0
2d554f7a,0,0,0,1
2d55ddae,0,0,0,1
2d5940ff,0,0,0,1
2d5dfd29,0,0,0,1
2d5f1c1c,0,0,0,1
2d5f3b10,0,0,0,1
2d63e2a2,0,0,0,1
2d656991,0,0,0,1
2d65f11e,0,0,0,1
2d678e3c,0,0,0,1
2d681dd8,0,0,0,1
2d68604a,0,0,0,1
2d6a57f0,0,0,0,1
2d6a9acb,0,0,0,1
2d6ae472,0,0,0,1
2d6b0831,0,0,0,1
2d6b240f,0,0,0,1
2d6b9e81,0,0,0,1
2d6e5361,0,0,0,1
2d6e7543,1,0,0,0
2d719d76,0,0,0,1
2d71eb06,0,0,1,0
2d73196a,0,1,0,0
2d758092,0,0,0,1
2d77c3ae,0,0,0,1
2d78d4ef,0,0,1,0
2d791211,0,0,0,1
2d7c04e5,0,1,0,0
2d7e4962,0,0,0,1
2d80c3d5,0,0,0,1
2d8b503b,0,0,0,1
2d8b7d20,0,0,0,1
2d8bb55b,0,0,0,1
2d8d04da,0,0,0,1
2d8d35d9,0,0,0,1
2d8d5f9b,0,0,0,1
2d8e687a,0,0,0,1
2d9007be,0,0,0,1
2d900ec8,0,0,0,1
2d946ee5,0,0,0,1
2d947ec2,0,0,0,1
2d958ad7,0,0,0,1
2d97b8ca,0,0,0,1
2d99ad11,0,1,0,0
2d99cdba,0,0,0,1
