,person,cant_accesos_north,cant_accesos_center_west,cant_accesos_southeast,cant_accesos_south,cant_accesos_northeast
9294,28c29fe6,0,2,0,0,0
9295,91854267,0,0,2,0,0
9296,e392be2d,0,0,3,0,0
9297,30981b45,0,0,2,0,0
9298,af473cd9,0,0,5,2,0
9299,15146556,0,0,2,0,0
9300,c36119df,0,1,1,0,0
9301,0d34af6e,0,0,21,0,0
9302,c4f1e27d,0,0,28,0,0
9303,16fe7a20,0,0,14,0,0
9304,5b0beb7b,0,0,0,0,16
9305,74a29ffb,0,0,6,0,0
9306,dfa3cf86,0,4,0,0,0
9307,b4da59cc,0,0,1,0,0
9308,0ad3284a,0,0,5,0,0
9309,450e7966,0,0,0,2,0
9310,dc6cbbd3,0,0,1,0,0
9311,7326c390,0,0,0,0,12
9312,44fd5bd1,0,0,2,0,0
9313,8a420334,4,0,0,0,0
9314,a041f7f7,0,0,1,0,0
9315,89a92bf8,0,0,6,0,0
9316,46549fe5,0,0,0,0,15
9317,904a0570,0,0,0,0,1
9318,c11d3134,0,0,6,0,0
9319,ae32fe1f,0,0,3,0,0
9320,03110d1d,1,0,0,0,0
9321,5cb3d64c,0,0,0,0,34
9322,8595b530,0,0,17,0,0
9323,28ceac01,0,0,0,0,0
9324,71969ba2,0,0,1,0,0
9325,96b51130,0,0,0,0,3
9326,7368d032,0,0,4,0,0
9327,55d75e51,0,0,2,0,0
9328,e4bf705e,0,0,1,0,0
9329,48d4712b,0,0,4,0,0
9330,8bdb2689,0,0,2,0,0
9331,eb1e98fc,0,0,0,0,0
9332,fd706346,0,0,1,0,25
9333,9b0284e1,0,0,2,0,0
9334,e9ed8b77,0,0,2,0,0
9335,e1248bf4,0,0,1,0,0
9336,1e7d5dcc,0,0,54,0,0
9337,18d827be,0,0,0,0,1
9338,83a8ab29,0,0,5,0,0
9339,5f54f3ea,0,4,0,0,0
9340,5ba46c3c,0,7,0,0,0
9341,ef989f89,0,0,7,0,0
9342,d8d9cde8,0,0,0,0,7
9343,cb1cc5fa,2,0,0,0,0
9344,deac2b7d,0,0,55,0,2
9345,d5607b36,0,0,1,0,0
9346,53a409c8,0,0,7,0,0
9347,4957a6f0,0,0,53,0,0
9348,3fcee030,0,0,0,0,2
9349,486661c7,0,4,0,0,0
9350,9291c3c9,0,0,0,0,0
9351,4dd52100,0,0,5,0,0
9352,c1045dbf,0,1,0,0,0
9353,7afe1e41,0,0,0,0,0
9354,815805fb,0,0,3,0,37
9355,59c2bed3,0,0,0,0,4
9356,009f8292,0,0,0,0,2
9357,b67243e2,0,0,0,0,4
9358,25b70080,0,0,36,0,0
9359,d6db0770,0,0,1,0,98
9360,297312f8,8,0,0,0,0
9361,004ed8ba,0,0,8,0,0
9362,5f6b3ed2,0,0,0,0,4
9363,1f28683e,0,0,4,0,0
9364,e76bf97f,0,0,0,1,0
9365,65a2ae1e,0,0,39,0,0
9366,99b416e9,0,0,0,0,3
9367,a7f108cd,0,0,0,0,0
9368,65b5f92c,2,0,1,0,0
9369,7f8f462d,0,0,4,0,0
9370,b016ff90,0,0,0,0,0
9371,6c3d4077,0,12,1,0,0
9372,bcdfeff5,0,0,0,0,0
9373,74122ba4,0,3,1,0,0
9374,88294e79,0,0,0,8,0
9375,8f5971e3,0,0,56,0,0
9376,3be09b8e,0,0,1,0,0
9377,fdbb770e,0,0,0,0,109
9378,30778407,0,0,3,0,0
9379,3b612bf0,0,0,1,0,0
9380,617345af,0,0,19,0,0
9381,88eab91f,0,0,0,0,0
9382,8cffc8b2,0,0,0,0,29
9383,190a7e66,0,0,3,0,0
9384,d3918c74,0,0,4,0,0
9385,e453511d,1,0,0,2,5
9386,a4cadfc4,0,0,1,0,0
9387,164fa3da,0,0,2,0,27
9388,e800af1f,0,0,3,0,0
9389,52c08d23,0,0,20,0,0
9390,8fc3cfa7,0,0,1,0,0
9391,04ae2dfe,0,0,0,0,1
9392,de7ab724,0,0,0,12,0
9393,d1450231,0,0,0,1,0
9394,6baaef8a,0,0,0,0,16
9395,46700538,0,0,0,0,1
9396,10871bbb,0,0,0,0,0
9397,0ab67196,0,16,0,0,0
9398,41db4f4e,0,0,0,0,0
9399,1dfc4c54,0,0,0,5,0
9400,2c050c68,0,0,36,0,0
9401,fde0f71d,0,0,0,0,0
9402,f93f291f,0,0,0,0,8
9403,7b8d4b9b,0,0,0,0,1
9404,4e6985ab,0,0,0,0,7
9405,1055cca5,0,0,9,0,2
9406,2d99ad11,0,0,74,0,9
9407,992cca18,0,0,2,0,0
9408,204df81b,0,0,6,0,0
9409,867c6662,0,0,1,0,0
9410,177f55c0,0,0,1,0,0
9411,5ef9f3cf,0,0,0,0,37
9412,3f7851f0,0,0,0,1,10
9413,02aaf943,2,0,0,0,0
9414,636bcdaf,0,0,0,2,0
9415,423cdbf8,0,0,0,0,14
9416,bf703588,0,0,18,0,0
9417,1a4c9f43,0,0,9,0,0
9418,6486f4f5,0,0,0,0,0
9419,f7cd4682,0,0,3,0,0
9420,3e99c9ea,0,0,5,0,0
9421,0f16c676,0,0,0,0,1
9422,fa666aaf,0,0,0,0,2
9423,12525a95,0,0,0,0,5
9424,a8d15fdb,0,0,0,0,1
9425,91055a04,0,0,2,0,0
9426,c3ff0eb5,0,0,0,0,2
9427,8a5b4870,0,0,0,1,0
9428,80cc9a40,0,0,0,0,11
9429,006cabc5,0,0,2,0,0
9430,5acf6b39,0,0,28,0,0
9431,f09d45c4,0,0,0,0,2
9432,7e65d25f,0,0,7,0,0
9433,b5cb7708,0,0,17,0,0
9434,2d6e5361,0,0,2,0,0
9435,3188646b,0,0,5,0,0
9436,210fd6d9,0,0,0,0,1
9437,653ca693,0,0,4,0,0
9438,fcfdf471,0,0,3,0,0
9439,eecdd9b5,0,0,6,0,0
9440,679ac3c0,0,12,0,0,0
9441,9ff53bd8,0,0,0,0,4
9442,56495a45,0,0,31,0,0
9443,64c3f8a7,0,0,3,0,0
9444,b49a4809,0,0,0,0,0
9445,eb90f753,0,0,1,0,0
9446,dac04bbf,0,0,0,1,0
9447,efbafb4f,0,0,0,1,0
9448,42870289,0,0,0,0,1
9449,3d07fe07,0,0,0,0,1
9450,ff7f04f2,0,0,3,0,0
9451,e173db2a,0,0,0,2,0
9452,fa64c1e0,0,0,10,0,0
9453,e7ad9134,0,0,0,0,0
9454,25f9cfad,0,0,0,0,2
9455,881a137d,0,0,17,0,0
9456,e705235b,0,0,3,0,0
9457,b40f3a37,0,0,1,0,0
9458,33dc0581,0,0,0,0,0
9459,adc40ca6,0,0,3,0,0
9460,cd8b3de2,0,0,0,0,2
9461,7df6a4d7,0,0,0,0,42
9462,2c50b9bb,0,0,3,0,0
9463,fced488f,0,1,0,0,0
9464,fc7bf0fb,0,0,1,0,0
9465,8162fdc8,0,0,1,0,0
9466,5bd0fa9f,0,0,0,0,25
9467,df0ed6fc,0,0,0,2,0
9468,a4749423,0,0,0,0,1
9469,62830998,0,2,1,0,0
9470,9768e1a1,0,0,1,0,0
9471,58734f6d,0,0,6,0,0
9472,f3bf1482,0,0,32,0,0
9473,b10ac9e5,0,0,2,0,0
9474,a4aa59fd,0,0,12,0,0
9475,ff68aac8,0,0,0,0,4
9476,1abff5d5,0,0,89,0,0
9477,33135f84,0,0,3,0,0
9478,51d2a0a4,0,6,0,0,1
9479,76ea6b7b,0,0,1,0,0
9480,8bc55768,0,0,10,0,0
9481,cb272bb6,0,0,0,0,2
9482,df1d60f5,0,0,20,0,0
9483,af9a7a30,0,0,1,0,0
9484,68e2f359,0,0,1,0,0
9485,7924f906,0,1,0,1,0
9486,c2b1da49,0,0,1,0,0
9487,4074a5e6,0,0,0,1,0
9488,7bbf0dae,0,0,0,0,1
9489,dbc1b6a4,0,0,0,0,0
9490,75c8aa9d,0,0,1,0,0
9491,1c83f981,0,0,0,0,0
9492,f4433a7c,0,0,0,0,0
9493,f35dddc8,0,0,0,0,1
9494,4b2a0746,0,0,0,0,0
9495,ddb52682,0,0,3,0,0
9496,72c06786,0,0,1,0,0
9497,549a1013,0,0,1,0,0
9498,29b169ff,0,0,1,0,0
9499,679f40ed,0,0,3,0,0
9500,c6b81fc5,0,0,0,1,0
9501,b9175fbe,0,0,0,2,0
9502,de5dea03,0,0,0,1,0
9503,3aad5d7f,0,0,2,0,0
9504,d27de2a9,0,0,1,0,0
9505,1a979332,0,0,0,0,1
9506,7a7dc24d,0,0,0,0,1
9507,df493089,0,0,1,0,0
9508,0db04bd3,0,0,0,0,1
9509,2425beb8,0,0,0,0,0
9510,d11ab847,0,0,111,0,0
9511,c4b178f3,1,0,1,0,6
9512,1d04bba0,0,0,0,5,0
9513,129547ab,0,0,0,0,9
9514,d4d41f6e,0,0,8,0,0
9515,cdbd7c3f,0,0,0,0,1
9516,f15064d0,0,0,0,0,3
9517,8c351ea7,0,0,0,0,2
9518,946b89b0,0,0,0,6,0
9519,451a7180,0,1,0,0,0
9520,61d6172d,0,0,1,0,0
9521,83da6cc6,5,0,0,0,0
9522,8f3b7202,11,0,0,0,0
9523,08500aef,0,0,1,0,0
9524,a1a933d3,5,0,0,0,0
9525,3fe3da8c,0,0,0,0,9
9526,de62f33f,0,0,6,0,0
9527,58256b7f,0,0,1,0,0
9528,49076367,0,0,1,0,0
9529,989e69d0,0,0,5,0,0
9530,e57b8d62,1,0,0,0,0
9531,279b53a9,0,0,1,0,0
9532,1994f5d7,0,0,1,0,0
9533,b8338d1e,0,2,0,0,0
9534,ad8f15ad,0,0,6,0,0
9535,006671fd,0,0,2,0,0
9536,bf967b74,0,0,16,0,0
9537,747999a7,0,0,6,0,0
9538,82d396d4,0,0,0,0,3
9539,8af11dbc,0,0,46,0,0
9540,e58f7fb6,0,0,0,11,0
9541,a532a985,0,0,0,0,33
9542,d5359436,0,0,3,0,0
9543,41494b8c,0,0,0,0,2
9544,1af68b74,0,0,3,0,0
9545,8aea6c3d,0,0,3,0,101
9546,6be97a23,0,0,0,0,0
9547,481211a3,0,0,0,0,13
9548,4eaddd08,0,0,0,0,3
9549,a69feede,0,0,0,0,1
9550,3cbec08d,0,0,2,0,0
9551,15ad77ac,0,0,0,0,1
9552,fe96daa1,0,0,1,0,0
9553,5c9c21cc,0,0,15,0,0
9554,3a298eb5,0,0,1,0,14
9555,03841432,0,0,7,0,0
9556,650ae4d7,0,0,0,0,0
9557,0b3109a8,0,0,1,0,0
9558,a6e1b6a0,0,0,0,0,1
9559,0717754f,0,0,0,1,0
9560,2015d09b,0,8,0,0,0
9561,c07a5cdd,0,0,2,0,0
9562,85a227de,0,0,0,0,38
9563,ff28a233,0,0,20,0,0
9564,afb84105,0,0,0,0,0
9565,be80da6a,0,0,0,0,0
9566,592e4498,0,0,1,0,0
9567,8d1be1d6,0,1,43,0,0
9568,eaf0f724,0,10,0,0,0
9569,a79311f5,0,0,0,0,20
9570,7a82d9f1,0,0,5,0,0
9571,e03f0729,0,0,10,0,0
9572,2c5c6b08,0,0,0,0,0
9573,c78a36ed,0,5,0,0,0
9574,8903dbcf,0,0,20,0,0
9575,382c1c56,0,1,10,0,1
9576,05ac0937,0,0,2,0,0
9577,95163420,0,0,25,0,0
9578,9809462d,0,0,0,0,33
9579,655b0337,0,0,85,0,0
9580,f2596177,0,0,0,0,4
9581,725982c3,0,0,3,0,0
9582,d8007885,0,0,0,22,0
9583,d08c081c,0,0,2,0,0
9584,dd5e41d5,0,0,3,0,0
9585,0aa463a0,0,0,25,0,0
9586,751540a8,0,0,0,0,3
9587,b0b993bd,0,0,0,0,0
9588,c53f30b9,0,0,1,0,0
9589,7fff531d,4,10,1,0,0
9590,eb9ff3f5,0,0,8,0,0
9591,46daa584,0,0,9,0,0
9592,c311d55a,0,0,0,0,2
9593,32c21f9e,0,0,8,0,74
9594,05d9ceb0,0,0,0,0,0
9595,39cfa48f,0,0,2,0,0
9596,18d7d90f,0,0,0,0,9
9597,d7572f77,0,0,1,0,0
9598,0ca8ef24,0,0,39,0,0
9599,fef98df9,0,0,2,0,0
9600,fb065e47,0,0,3,0,0
9601,e87e08da,0,0,1,0,0
9602,85374b8c,1,0,0,0,0
9603,ed21a4f2,0,0,3,0,0
9604,b651bf13,0,0,2,0,0
9605,e99502ca,0,0,1,9,0
9606,e46e646b,0,0,3,0,0
9607,950d107e,0,0,0,0,2
9608,7b4adf9a,0,0,0,6,0
9609,5dbc3b00,0,0,27,0,0
9610,df907733,0,0,0,0,3
9611,8cd4e19c,4,0,0,0,0
9612,70782025,0,0,1,0,0
9613,d7114e56,0,0,57,0,0
9614,c4c8cae4,0,0,1,0,0
9615,485ce638,0,0,0,0,7
9616,e077b471,0,0,0,0,0
9617,ffaee083,0,0,3,0,0
9618,931457d6,0,0,0,0,1
9619,7b2c4be3,0,0,1,0,0
9620,7f74a5ec,1,0,0,0,0
9621,b86be46e,0,0,1,0,0
9622,40b12fea,0,0,0,0,0
9623,6f866dc9,0,0,0,2,0
9624,7eefef7e,0,0,0,0,0
9625,dc4a7a1d,0,0,3,0,0
9626,1c72bc0f,0,0,0,0,17
9627,7aea4fc9,0,1,11,0,0
9628,6d187a5d,0,0,13,0,0
9629,3dca51a7,0,0,1,0,0
9630,6a52fe62,0,0,0,0,1
9631,92934601,0,0,0,0,5
9632,9427b7fa,0,0,0,0,1
9633,4747f911,0,0,5,0,0
9634,a564e51c,1,0,0,0,22
9635,17af99ce,26,0,0,0,0
9636,56a3d947,0,0,0,0,7
9637,4d80defc,0,0,0,0,0
9638,b0e86259,27,0,0,0,0
9639,57a0164c,0,0,3,0,0
9640,6bacc5b6,0,0,0,0,2
9641,6d997b08,0,0,0,0,1
9642,ffcaeaae,0,1,0,0,0
9643,3cd0bcb6,0,0,1,0,0
9644,f1808a2a,0,0,1,0,0
9645,db95b991,0,0,0,1,0
9646,adaeba93,0,0,29,0,0
9647,aa6b512f,0,0,3,0,0
9648,a69b5619,0,0,2,0,0
9649,48f96177,0,0,0,17,0
9650,48e399ed,0,0,0,0,5
9651,81a5b2b4,0,0,0,0,2
9652,c853e8e6,0,0,0,0,1
9653,fb133dab,0,0,0,0,43
9654,fdfc1750,0,0,0,0,0
9655,95a45b76,0,0,1,0,0
9656,72e18b22,0,0,1,0,0
9657,fd541498,0,0,0,0,0
9658,3f11f531,0,19,1,0,0
9659,dc5c6f70,0,0,0,0,0
9660,e100ba9c,0,0,4,0,0
9661,50d73db2,0,0,0,0,0
9662,b377093f,0,0,0,0,0
9663,11e3fcc3,0,0,0,0,26
9664,99845ec5,1,0,0,0,29
9665,ac94f714,0,0,0,2,0
9666,e83c23c3,0,0,0,0,0
9667,974cef6b,0,0,1,0,1
9668,d3d6d8ae,0,0,39,0,0
9669,782500fa,0,0,2,0,0
9670,496d1bf0,0,0,0,0,13
9671,69782ad5,0,0,84,0,0
9672,ff415840,0,0,26,0,0
9673,7fa04a41,0,0,25,0,0
9674,35f8ece9,0,0,0,15,0
9675,4043203e,0,0,1,0,0
9676,5bb32980,0,0,42,0,0
9677,5de3a7cc,0,0,0,3,0
9678,e5af7fdd,0,0,4,0,0
9679,73888e8b,0,0,115,0,0
9680,3e0c3a00,0,0,0,0,0
9681,d9e676d7,3,0,0,0,1
9682,1910383a,0,0,34,0,0
9683,de39af6c,0,0,0,0,0
9684,fa8dd0f7,10,0,0,0,0
9685,9ea14cff,0,0,1,0,0
9686,7a2b9102,0,0,2,0,0
9687,5440923b,0,0,6,0,0
9688,6719db8a,0,0,13,0,0
9689,675a531e,0,0,0,0,26
9690,9321b788,0,0,0,0,13
9691,ba3b7b4f,0,1,9,0,0
9692,e9a10da9,0,0,2,0,0
9693,842770b2,0,0,2,0,0
9694,655fb544,0,0,0,0,2
9695,13bd8994,0,0,1,0,0
9696,c7641d93,2,0,0,0,0
9697,b25405fe,0,0,0,0,1
9698,07cdc12c,0,0,0,45,0
9699,e2d68445,0,0,10,0,1
9700,5d6ef7cd,0,0,0,0,0
9701,8f542893,0,0,11,0,0
9702,4f368773,0,0,2,1,0
9703,b7f65e14,0,1,0,0,0
9704,a20d70d4,0,0,1,0,0
9705,d07d624c,0,0,18,0,1
9706,66a3259e,0,0,0,1,0
9707,8c62fb27,0,0,1,0,0
9708,801a0cfe,0,0,4,1,0
9709,7335632d,0,0,0,0,3
9710,68c43519,0,0,0,0,0
9711,87019076,0,0,28,0,0
9712,b501931f,0,0,0,46,0
9713,cd739044,0,0,4,0,0
9714,0318fd8d,0,2,0,0,0
9715,d2264a14,0,0,4,0,0
9716,a73b8d6f,0,0,1,0,0
9717,134a6770,0,0,7,0,0
9718,57a36308,0,0,2,0,0
9719,59e512d2,0,0,3,0,0
9720,064e0d21,1,0,0,0,0
9721,bb8b4bac,0,0,0,2,0
9722,e24a064c,0,0,0,0,8
9723,703f3ff4,0,0,0,0,35
9724,939528fd,0,0,8,0,1
9725,8a21818c,0,0,12,0,0
9726,f4be7c9b,0,0,1,0,0
9727,6b25da3a,0,0,0,0,0
9728,e4a8513b,0,0,2,0,0
9729,b4c2f8b6,0,0,1,6,0
9730,379d7284,0,0,22,0,0
9731,ddac5f39,0,0,51,0,0
9732,0038a117,0,0,3,16,0
9733,3dfd67b6,0,0,2,0,0
9734,6aa351cb,0,0,0,0,4
9735,8726108d,0,0,8,0,0
9736,509d11ea,0,0,3,0,0
9737,c12d9388,0,0,0,0,0
9738,60d856e1,0,2,0,0,0
9739,82d0b15c,1,0,0,0,0
9740,f75ddabb,0,0,1,0,0
9741,c93b8111,0,0,0,0,0
9742,3c6ded39,0,0,1,0,0
9743,a572152a,0,0,1,0,0
9744,e9df4fc0,0,0,4,0,0
9745,62acae45,0,0,1,0,0
9746,9085c77a,0,0,0,0,25
9747,32d2cb59,0,0,0,0,3
9748,d8a954dc,0,0,37,0,0
9749,98e11ed7,0,0,5,0,1
9750,38ecfd50,0,0,4,0,0
9751,4390881c,0,0,0,0,33
9752,86afedf0,0,0,3,0,0
9753,323fadb3,0,0,0,1,0
9754,1cb0c08b,0,0,0,0,1
9755,5794f2b7,0,0,0,15,0
9756,3eae9e77,0,0,1,0,0
9757,e1ac5c77,0,0,10,0,0
9758,c523a9f3,0,0,0,0,1
9759,66b75488,0,0,5,0,0
9760,e9065429,0,0,1,0,0
9761,89c42f3c,0,0,8,0,0
9762,513a24c5,0,0,0,1,0
9763,7dfc6ccf,0,0,2,0,4
9764,c22850b2,0,0,0,0,0
9765,29689e1a,2,0,0,0,0
9766,561229d9,0,0,4,0,0
9767,e254d8c3,0,0,16,0,0
9768,a44dbe5c,0,0,4,0,0
9769,ad164600,0,0,0,0,1
9770,b6ebd792,0,0,0,0,2
9771,672e7d99,0,0,0,0,1
9772,cab49008,0,0,0,17,0
9773,3a76fa6c,0,0,3,0,0
9774,7ad636f1,0,0,0,0,10
9775,d441678d,0,0,0,0,26
9776,dd38a201,0,0,7,0,0
9777,8bdbbd33,0,0,17,0,0
9778,b09f3872,0,0,3,0,0
9779,68ec20be,0,1,0,0,0
9780,9d1f0dd4,0,0,0,4,0
9781,63b3e570,0,0,12,0,0
9782,9f75e4ea,0,0,0,0,0
9783,15bdb4fe,0,0,17,0,0
9784,2295373c,0,0,8,0,0
9785,8bb1caad,0,0,8,0,0
9786,e2adea19,0,0,6,0,0
9787,1fbcd436,0,3,0,0,0
9788,6f91f3f1,0,2,5,0,0
9789,2e4643f6,0,0,49,0,0
9790,54c1fa17,0,0,0,0,2
9791,d9d81241,0,0,0,0,0
9792,230704d2,0,0,16,0,0
9793,6889d8dc,0,0,0,0,87
9794,29b1983e,0,0,8,0,0
9795,91197df3,0,0,16,0,0
9796,2d5f3b10,0,0,10,0,14
9797,241bac67,0,0,8,0,0
9798,3578cd72,0,0,0,0,3
9799,6ac3c9ce,0,0,30,0,0
9800,bbeef433,55,0,9,0,0
9801,1512008a,0,0,9,0,0
9802,6a8c925a,0,0,0,0,3
9803,88bf1bbe,0,0,0,0,0
9804,839a1074,0,0,0,0,2
9805,07129e4c,18,0,0,0,0
9806,2448e84c,1,5,0,0,0
9807,049a9e4a,0,10,0,0,0
9808,90335e9f,0,0,0,0,0
9809,ddc5f15a,0,0,1,0,0
9810,46a0b3f7,0,0,5,0,0
9811,687007a0,0,16,0,0,0
9812,94c6ba18,0,0,4,0,0
9813,f6409fab,0,0,10,0,0
9814,d93cdfd2,0,0,0,0,7
9815,7c19822e,0,0,2,0,0
9816,fd7ed7fd,1,15,0,0,0
9817,282051bb,0,0,7,0,0
9818,10ba1481,0,0,4,0,0
9819,36d7f4a7,8,0,0,0,0
9820,410c28fd,0,1,0,0,0
9821,543c7436,0,0,7,0,0
9822,011fbf97,0,0,7,0,0
9823,ea52fac3,0,0,5,0,0
9824,6c1a2177,0,0,2,0,0
9825,3ebb259b,0,0,0,0,0
9826,cada1cf5,0,0,2,0,0
9827,a0ace454,0,0,0,0,0
9828,eb7135ad,0,0,0,0,1
9829,609a83c9,0,0,0,0,2
9830,7b9142fd,0,0,7,0,0
9831,6c340437,0,0,1,0,0
9832,4e4becd8,0,0,1,0,0
9833,833c70ac,0,0,0,0,5
9834,8962aa38,0,0,3,0,1
9835,0143d796,0,0,1,0,0
9836,1aeea369,0,0,3,0,0
9837,03c2b5c1,0,0,24,0,0
9838,6d254c94,0,0,0,0,10
9839,fe228854,0,0,18,0,0
9840,f93b845f,11,0,0,0,0
9841,877f578b,0,0,10,0,0
9842,6c95eee3,0,0,0,0,0
9843,aa99e3f1,0,0,0,2,0
9844,96c9c2d4,0,0,5,0,0
9845,a792d288,0,0,0,0,3
9846,8218c0d8,0,0,12,0,0
9847,1e99a6f6,0,0,1,0,9
9848,6abd2bf1,0,0,158,0,1
9849,a5aafc84,0,12,0,0,0
9850,cb518657,0,0,0,0,0
9851,4af4e671,0,0,0,0,11
9852,9bafcd30,0,0,0,0,12
9853,bd9afcce,0,0,0,0,0
9854,db658e95,0,0,2,0,0
9855,b4b6ee35,0,0,1,0,0
9856,267c1462,0,0,40,0,0
9857,d895f6b8,0,0,7,0,0
9858,23ba9770,0,0,2,0,0
9859,9e1c7a82,0,0,1,0,0
9860,5d970411,0,0,0,0,0
9861,096934ec,0,0,0,0,4
9862,173e1ae9,7,0,5,4,9
9863,7772cee6,0,0,6,0,0
9864,b20bd5d7,0,0,2,0,0
9865,e232f502,0,0,16,0,0
9866,73d2a7bf,0,0,0,0,0
9867,72352d02,0,0,1,0,0
9868,070f9a0b,0,0,0,0,12
9869,d0db3160,0,0,34,0,0
9870,77cda8c7,0,0,0,0,2
9871,21c94f18,0,0,0,16,0
9872,1cd6508a,0,0,0,6,0
9873,ac8f32bc,0,0,0,0,23
9874,716d3d25,2,0,0,0,0
9875,6b4cdb0f,0,0,0,0,4
9876,574dcba9,0,0,0,0,0
9877,73ca8d9d,0,0,5,0,0
9878,ece0cd0a,0,1,14,0,0
9879,b7f2c4f7,0,0,0,0,2
9880,8dcd6543,0,0,0,0,1
9881,f2cb0fc4,0,0,11,0,0
9882,45ada3ab,0,0,0,4,0
9883,5092d741,0,0,0,0,2
9884,82c5b1e2,0,0,0,0,12
9885,133d0ef9,0,0,5,0,0
9886,272175cd,0,0,1,0,0
9887,4d455958,0,0,0,2,0
9888,7aa3a829,0,0,0,0,11
9889,2734ba5e,0,0,2,0,0
9890,39102428,0,0,3,0,0
9891,d02d2c82,0,0,0,0,9
9892,bd3a62dc,0,0,0,0,2
9893,01b97cb9,0,0,0,0,3
9894,8e9938b3,0,0,4,0,0
9895,e5b504ce,0,0,2,0,0
9896,eaf10e23,0,0,0,0,15
9897,3af791c9,0,0,11,0,0
9898,e8c686e6,0,0,0,4,0
9899,3c1f0024,0,0,1,0,0
9900,c15a2bfd,0,0,1,0,0
9901,ed5865f7,0,0,0,1,0
9902,341e977d,0,0,50,0,0
9903,ccab0d33,0,0,34,0,0
9904,7a472832,0,0,0,8,0
9905,27f9681c,0,0,1,0,0
9906,480e91f5,0,0,4,0,0
9907,fa6f3b85,0,0,0,3,0
9908,171e75cb,0,0,86,0,5
9909,bd7cc5f6,0,0,0,0,2
9910,e10e097f,0,6,0,0,0
9911,fdb0a223,0,0,0,0,59
9912,0b5f90b2,0,0,0,0,0
9913,79a43388,5,0,0,0,0
9914,5f3bdc0d,0,0,3,0,0
9915,76f69615,20,2,0,0,0
9916,f8a769ae,0,0,0,0,1
9917,55a303a0,0,0,0,0,3
9918,24a47091,0,0,3,0,0
9919,03da16b8,0,0,1,0,0
9920,1582af5b,0,0,6,0,0
9921,2f741e12,2,0,0,0,0
9922,544aaf42,0,0,21,0,0
9923,d09327fd,0,0,0,0,0
9924,845ec843,0,0,0,0,2
9925,9ed2caaf,0,0,1,0,0
9926,095d6adb,0,0,44,0,0
9927,b87e88ee,3,0,0,0,0
9928,0bf4c2c5,0,0,18,0,0
9929,727cc052,0,0,1,0,0
9930,038d2328,0,0,0,0,4
9931,cb549a59,0,2,0,0,0
9932,0edd46e4,0,0,8,0,0
9933,cbc18702,0,2,0,0,0
9934,6f5fea1d,0,0,0,0,0
9935,3c8f7937,0,0,0,0,7
9936,52bb6a64,0,0,0,0,0
9937,20e9d455,0,0,3,0,0
9938,93ca30bc,0,0,0,1,0
9939,c4f11f8e,0,0,11,0,0
9940,51fd74a4,0,0,0,0,0
9941,c87d1184,0,0,0,0,49
9942,3447b82b,0,2,0,0,0
9943,73e1fcc0,0,0,8,0,0
9944,c1aa51d5,0,0,0,0,1
9945,bcc0eb89,0,0,1,0,0
9946,62579ccc,0,4,0,0,0
9947,412c10b7,34,0,0,0,1
9948,1d415bea,0,0,52,0,0
9949,3351672b,0,0,0,0,5
9950,f361cfc7,1,0,0,0,0
9951,880af2c9,0,0,3,0,0
9952,de1da9e0,0,0,1,0,0
9953,a1324174,0,0,0,0,0
9954,356f1ff1,0,0,0,5,0
9955,38110b97,0,0,0,0,0
9956,1aae7356,0,0,1,0,0
9957,23189c9f,0,0,1,0,0
9958,2476f804,0,0,45,0,0
9959,b78ef278,0,0,9,0,0
9960,ba72c39c,0,0,22,0,0
9961,2f6ce279,0,15,0,0,4
9962,b64619dc,0,0,0,15,0
9963,cdec9824,0,0,1,0,0
9964,25cb8185,0,0,0,0,0
9965,e25e2ca2,0,0,2,0,0
9966,8ec322d5,0,0,0,0,4
9967,eb5010d7,0,0,1,0,0
9968,f2eb4acd,0,0,131,0,0
9969,644e94d0,0,0,0,0,0
9970,d20b8190,0,0,0,0,0
9971,308da6a0,0,0,0,0,2
9972,54668bc2,0,0,10,0,0
9973,849c538f,0,0,10,0,0
9974,36c52061,0,0,2,0,0
9975,8f68808f,0,0,0,0,0
9976,e5364687,0,0,2,0,0
9977,c20e71bd,0,1,0,0,0
9978,0aec3c89,1,0,0,0,0
9979,49497ea2,0,0,8,0,0
9980,5345f530,0,0,2,0,0
9981,686f2e87,0,0,35,0,0
9982,2221d616,0,0,0,0,4
9983,7977d331,0,0,1,0,0
9984,6345d75e,0,0,0,0,2
9985,e0ef2e6a,0,0,1,0,0
9986,a5e35cff,0,0,0,0,0
9987,1965d791,0,0,21,0,0
9988,ff205b47,0,0,0,0,1
9989,a3a329b7,0,2,0,0,0
9990,907d40a0,0,0,5,0,0
9991,4a473eb7,0,2,0,7,0
9992,fb3f6467,0,0,2,0,0
9993,c797082e,0,0,4,0,0
9994,19ed4344,0,0,12,0,0
9995,cb766108,0,0,0,0,0
9996,0dfca958,0,0,0,0,6
9997,ec5e9bc4,0,0,4,0,0
9998,0ab2a870,0,0,1,0,0
9999,338b3baa,0,0,0,9,2
10000,d02535be,0,0,0,0,0
10001,002fb981,0,0,8,0,0
10002,de660584,0,0,2,0,0
10003,968e7627,0,0,11,0,0
10004,24024737,0,0,3,0,0
10005,d536a87d,0,0,4,0,0
10006,29d22a95,0,1,0,0,0
10007,63260746,0,0,0,0,0
10008,f73ecac0,0,0,0,0,1
